Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
15-Nov-2025 01:00 PM,21-Nov-2025 11:00 AM,15-Nov-2025 01:00 PM,20-Nov-2025 05:00 PM,NA ,NA ,15-Nov-2025 01:00 PM,20-Nov-2025 05:00 PM,S.E. R.W. Divn. BBSR,O/o S.E. R.W. Divn. BBSR,1.0,ICICI BANK,RI office at Brahamnasadangi for the year 2025-26,RI office at Brahamnasadangi for the year 2025-26,Please refer Tender documents. ,NA ,"4,24,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,S.E. R.W. Divn. BBSR,751013.0,NA ,NA ,NA ,O/o S.E. R.W. Divn. BBSR,No ,No,"2,000",0.0,Nil,Nil,No,"4,240",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,Tender Online Divn. BBSR - 23/2025-26,2025_CERWI_121224_44,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"SE RW, Bhubaneswar",Internal,DAO and Estimator,Shrabani Routray,30-Jan-2026 12:34 PM,finsummary_564440.pdf (531.14 KB),"SE RW, Bhubaneswar",Internal,DAO and Estimator,Shrabani Routray,30-Jan-2026 12:29 PM,techsummary_564440.pdf (531.14 KB),09-Feb-2026,"INR 423,678",60.0,Nirmal Chandra Jena,09-Feb-2026 03:46 PM,RIofficeBrahmanasadangi5.pdf (277.00 KB),AOC,1,3236089,ALOK RANJAN MOHAPATRA,18-Nov-2025 05:53 PM,Rejected-Technical,Technically not Qualified,30-Jan-2026 12:29 PM,1.0,3241484.0,RAJKISHORE MALLICK,INR,"423,678",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_121224_44,Tender Online Divn. BBSR - 23/2025-26,RI office at Brahamnasadangi for the year 2025-26,Finance,10 nos of bidder are participated,Shrabani Routray,24-Nov-2025 06:39 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,3237570,BAIDHAR NAYAK,19-Nov-2025 01:34 PM,Rejected-Technical,Technically not Qualified,30-Jan-2026 12:29 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3235960,GANESH CHANDRA PARIDA,20-Nov-2025 04:15 PM,Rejected-Technical,Technically Not Qualified,30-Jan-2026 12:29 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3240425,JYOTIRANJAN CHHOTARAY,20-Nov-2025 10:33 AM,Rejected-Technical,Technically not Qualified,30-Jan-2026 12:29 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3235556,KISHORE CHANDRA PRADHAN,18-Nov-2025 03:21 PM,Rejected-Technical,Technically Not Qualified,30-Jan-2026 12:29 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,3240839,NIBEDITA MANGARAJ,20-Nov-2025 12:06 PM,Rejected-Technical,Technically Not Qualified,30-Jan-2026 12:29 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,3241484,RAJKISHORE MALLICK,20-Nov-2025 01:52 PM,Accepted-AOC,L1 Bidder,09-Feb-2026 03:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,3240785,RAKESH KUMAR SAHOO,20-Nov-2025 11:52 AM,Rejected-Technical,Technically Not Qualified,30-Jan-2026 12:29 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,3242111,RANJAN KUMAR JENA,20-Nov-2025 03:52 PM,Rejected-Technical,Technically not Qualified,30-Jan-2026 12:29 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,3240350,sumita sahoo,20-Nov-2025 11:33 AM,Rejected-Technical,Technically not Qualified,30-Jan-2026 12:29 PM,,,,,,,,,,,,,,,,AOC
