Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"EE R.W Division,Padampur","At.Po-Padampur, Rajapada, Dist. Bargarh",1.0,ICICI BANK,"Periodical maintenance of PWD road at Bikramnagar Chhak to Mandosil via- Munikel, Barpali, Kansada, Dumerbahal road from ch. 7.930km to 8.820km, 8.820km to 11.00km","Periodical maintenance of PWD road at Bikramnagar Chhak to Mandosil via- Munikel, Barpali, Kansada, Dumerbahal road from ch. 7.930km to 8.820km, 8.820km to 11.00km",Please refer Tender documents. ,NA ,"29,79,985",Civil Works - Roads,NA ,Tender,90.0,60.0,Padampur,768036.0,NA ,NA ,NA ,"O/o the E.E RURAL WORKS DIVISION, PADAMPUR",No ,No,"6,000",0.0,Nil,Nil,No,"29,800",Yes,fixed,,Nil,Nil,30-Oct-2025 10:00 AM,11-Nov-2025 11:00 AM,30-Oct-2025 10:00 AM,10-Nov-2025 05:00 PM,30-Oct-2025 10:00 AM ,07-Nov-2025 05:00 PM ,30-Oct-2025 10:00 AM,10-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online Copy of Tender cost,EMD along with Affidavit,PAN,RC,GSTIN and other docs as per DTCN",CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-PADMAPUR,ONLINE 11 OF 2025-26,2025_CERWI_120285_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"Er. Tapas Ranjan Lenka, EE",Internal,Amar Ch. Kumar DA Lalit Ku. Naik JE Estr. I/c,Amar Chandra Kumar,24-Jan-2026 12:29 PM,finsummary_559753.pdf (192.73 KB),"Er. Tapas Ranjan Lenka, EE",Internal,Amar Ch. Kumar DA Lalit Ku. Naik JE Estr.I/c,Tapas Ranjan Lenka,03-Jan-2026 07:12 PM,techsummary_559753.pdf (192.81 KB),1,3197487,ARUN PRASAD SAHOO,09-Nov-2025 07:01 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:29 PM,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-PADMAPUR,2025_CERWI_120285_13,ONLINE 11 OF 2025-26,"Periodical maintenance of PWD road at Bikramnagar Chhak to Mandosil via- Munikel, Barpali, Kansada, Dumerbahal road from ch. 7.930km to 8.820km, 8.820km to 11.00km",1.0,3197945.0,DEVENDRA PATEL,INR,"2,312,298",04-Feb-2026,"INR 2,312,298",60.0,Tapas Ranjan Lenka,28-Feb-2026 11:42 AM,aoc.pdf (193.00 KB),168/P1 of 2025-26,Finance,Forty nine bidders have participated,Amar Chandra Kumar,19-Nov-2025 05:21 PM,,BOQ Comparative Chart,AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantity,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,3196517,AVAS NIAL,08-Nov-2025 04:59 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3185574,BINAY KUMAR SHARMA,09-Nov-2025 10:43 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3169974,CHANDINI BAI JAIN,04-Nov-2025 09:34 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3203453,DAMBARU DHAR MEHER,09-Nov-2025 08:03 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3197945,DEVENDRA PATEL,09-Nov-2025 12:39 PM,Accepted-AOC,awarded,28-Feb-2026 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3192306,DEVRAJ RANA,07-Nov-2025 10:14 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3195729,DHIBAR DHARUA,08-Nov-2025 10:03 AM,Rejected-Technical,Not qualified due to non submission of EMD,03-Jan-2026 07:12 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3202097,DILLIP KUMAR RANA,09-Nov-2025 04:23 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3202484,DOLAMANI BIBHAR,09-Nov-2025 05:24 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,11,3191189,DUBARAJ PRADHAN,07-Nov-2025 07:36 PM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,12,3185330,GOPESWARI PRADHAN,06-Nov-2025 09:16 AM,Rejected-Finance,Not successful in lottery,24-Jan-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
