Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN",1.0,ICICI BANK,Managing Director,"The Managing Director, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2571444","Improvement of water supply to Baripada town with laying of pipe line in uncovered area under Baripada Municipality, in Mayurbhanj District","Improvement of water supply to Baripada town with laying of pipe line in uncovered area under Baripada Municipality, in Mayurbhanj District",Please refer Tender documents. ,NA ,"2,95,22,000",Civil Works - Water Works,NA ,Tender,120.0,365.0,"Baripada Municipality, in Mayurbhanj",757001.0,NA ,NA ,NA ,Bhubaneswar,No ,No,WATCO Bhubaneswar,WATCO (W)-21(07)/2025-26 Dtd.13.10.2025,2025_WATCO_119605_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"2,95,000",Yes,fixed,,Nil,Nil,"11,800",Nil,Nil,No,22-Oct-2025 11:00 AM,10-Nov-2025 12:30 PM,22-Oct-2025 11:00 AM,06-Nov-2025 05:00 PM,22-Oct-2025 11:00 AM ,29-Oct-2025 05:00 PM ,22-Oct-2025 11:00 AM,06-Nov-2025 05:00 PM,09-Dec-2025 11:30 AM,AOC,WATCO Bhubaneswar,2025_WATCO_119605_1,WATCO (W)-21(07)/2025-26 Dtd.13.10.2025,"Improvement of water supply to Baripada town with laying of pipe line in uncovered area under Baripada Municipality, in Mayurbhanj District",Technical,Thirteen no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Debabrata Mohanty,10-Nov-2025 01:18 PM,,Managing Director,Internal,,JAYALAXMI BISWAL,21-Feb-2026 11:16 AM,finsummary_556441.pdf (1442.17 KB),1.0,3186920.0,PABITRA RANJAN SAHOO,INR,"25,096,430",21-Feb-2026,"INR 25,096,430",365.0,JAYALAXMI BISWAL,21-Feb-2026 11:19 AM,AOC.pdf (655.00 KB),1,3185829,AJAYA KUMAR LENKA,05-Nov-2025 07:15 PM,Rejected-AOC,Not a lowest bidder,21-Feb-2026 11:20 AM,Managing Director,Internal,,JAYALAXMI BISWAL,08-Dec-2025 04:15 PM,09-Dec-2025 11:30 AM,techsummary_556441.pdf (7100.57 KB),Finance,Twelve no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Debabrata Mohanty,09-Dec-2025 12:01 PM,,BOQ Comparative Chart,AOC
,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3189189,AMRITA PRITAM,06-Nov-2025 04:41 PM,Rejected-AOC,Not a lowest bidder,21-Feb-2026 11:20 AM,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3187779,ANUP KUMAR BEHERA,06-Nov-2025 11:28 AM,Rejected-AOC,Not a lowest bidder,21-Feb-2026 11:20 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3183579,BENUDHARA SETHI,06-Nov-2025 02:30 PM,Rejected-AOC,Not a lowest bidder,21-Feb-2026 11:20 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3160653,Biswajeet Sahoo,27-Oct-2025 06:05 PM,Rejected-AOC,Not a lowest bidder,21-Feb-2026 11:20 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3175798,CHINTAMANI KUNDA,05-Nov-2025 12:00 AM,Rejected-AOC,Not a lowest bidder,21-Feb-2026 11:20 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3176213,DHRUBA CHARAN SAHOO,06-Nov-2025 03:53 PM,Rejected-AOC,Not a lowest bidder,21-Feb-2026 11:20 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3189332,JRCC Infra LLP,06-Nov-2025 03:50 PM,Rejected-AOC,Not a lowest bidder,21-Feb-2026 11:20 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3160276,NILENDRI SAHOO,27-Oct-2025 04:50 PM,Rejected-Technical,Technically disqualified,08-Dec-2025 04:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3186920,PABITRA RANJAN SAHOO,05-Nov-2025 11:46 PM,Accepted-AOC,Lowest bidder in Lottery,21-Feb-2026 11:20 AM,,,,,,,,,,,,,,AOC
