Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"3,400",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-PHULBANI,Online Tender/09/SERWD PHULBANI/2025-26,2025_CERWI_121930_36,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"OO the SE,RWD,PHULBANI","OO the SE,RWD,PHULBANI",S/R to 2Nos E type staff Qtr at Tahasil Office Khajuripadad for the year 2025-26,S/R to 2Nos E type staff Qtr at Tahasil Office Khajuripadad for the year 2025-26,S/R to 2Nos E type staff Qtr at Tahasil Office Khajuripadad for the year 2025-26 ,NA ,"3,36,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,"OO the SE,RWD,PHULBANI",762001.0,NA ,NA ,NA ,"OO the SE,RWD,PHULBANI",No ,No,28-Nov-2025 06:00 PM,05-Dec-2025 11:30 AM,28-Nov-2025 06:00 PM,04-Dec-2025 05:00 PM,28-Nov-2025 06:00 PM ,03-Dec-2025 03:00 PM ,28-Nov-2025 06:00 PM,04-Dec-2025 05:00 PM,"2,000",0.0,Nil,Nil,Yes,AOC,S.E,Internal,,Pragyan Devi,12-Feb-2026 11:44 AM,finsummary_567565.pdf (128.63 KB),S.E,Internal,,Pragyan Devi,12-Feb-2026 11:39 AM,techsummary_567565.pdf (128.63 KB),1.0,3272723.0,Prabir Nayak,INR,"285,636",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-PHULBANI,2025_CERWI_121930_36,Online Tender/09/SERWD PHULBANI/2025-26,S/R to 2Nos E type staff Qtr at Tahasil Office Khajuripadad for the year 2025-26,1,3277515,ANATHA RANJAN GURU,04-Dec-2025 11:46 AM,Rejected-AOC,Unsuccessful Bidder,12-Feb-2026 01:50 PM,12-Feb-2026,"INR 285,636",30.0,Kartikeswar Sahu,12-Feb-2026 01:50 PM,staffkhajuripadaaoc.pdf (236.00 KB),Finance,13 Nos of Bidder Participated,Pragyan Devi,12-Feb-2026 11:33 AM,finance_567565.pdf,BOQ Comparative Chart,AOC
,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3269738,CH MOHAN PRASAD SUBUDHI,04-Dec-2025 01:40 PM,Rejected-AOC,Unsuccessful Bidder,12-Feb-2026 01:50 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3277252,DEBASIS ROUT,04-Dec-2025 10:11 AM,Rejected-AOC,Unsuccessful Bidder,12-Feb-2026 01:50 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3272723,Prabir Nayak,03-Dec-2025 10:58 AM,Accepted-AOC,Successful Bidder Selected From Transparent Lottery System,12-Feb-2026 01:50 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3277486,PRADEEP KUMAR MOHANTY,04-Dec-2025 03:20 PM,Rejected-AOC,Unsuccessful Bidder,12-Feb-2026 01:50 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3277702,Ram Prasad Sahu,04-Dec-2025 02:18 PM,Rejected-AOC,Unsuccessful Bidder,12-Feb-2026 01:50 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3279078,RITANJALI BEHERA,04-Dec-2025 03:57 PM,Rejected-AOC,Unsuccessful Bidder,12-Feb-2026 01:50 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3279102,SANJAYA KUMAR MOHANTY,04-Dec-2025 04:57 PM,Rejected-Technical,Disqualified,12-Feb-2026 11:39 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3276569,SHASHI BHUSAN PRAHARAJ,04-Dec-2025 01:24 AM,Rejected-AOC,Unsuccessful Bidder,12-Feb-2026 01:50 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3277244,SMITARANI MISHRA,04-Dec-2025 10:07 AM,Rejected-AOC,Unsuccessful Bidder,12-Feb-2026 01:50 PM,,,,,,,,,,,,,AOC
