Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Orissa State Police Housing and Welfare Corporation Ltd,21/OPHWC/2025-26,2025_OSPHW_122368_14,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"11,800",0.0,Nil,Nil,No,"Const. of Garage Complex (10 Nos. of HMV) at OSAP 3rd Bn., Koraput",Building Work,Please refer Tender documents. ,NA ,"64,54,009",Civil Works - Buildings,NA ,Tender,90.0,120.0,Koraput,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,1.0,ICICI BANK,01-Dec-2025 06:55 PM,16-Dec-2025 10:30 AM,01-Dec-2025 06:55 PM,15-Dec-2025 05:00 PM,NA ,NA ,01-Dec-2025 06:55 PM,15-Dec-2025 05:00 PM,20-Jan-2026 10:30 AM,"64,500",Yes,fixed,,Nil,Nil,AOC,Technical,3 Nos. of bidders have been participated,LAXMIPRIYA NAYAK,16-Dec-2025 12:07 PM,,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,17-Feb-2026 12:31 PM,finsummary_568687.pdf (365.57 KB),Finance,Financial bid opened,MONALISHA PADHY,20-Jan-2026 10:51 AM,,BOQ Comparative Chart,AS PER TC MINETUS,Internal,AS PER TC MINETUS,ANANDA CHANDRA PANDA,19-Jan-2026 12:38 PM,20-Jan-2026 10:30 AM,techsummary_568687.pdf (311.80 KB),17-Feb-2026,"INR 5,486,553",120.0,Bikram Keshari Malla,17-Feb-2026 12:38 PM,GC_OSAP_KORAPUT.pdf (382.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 12.02.2026,1.0,3297401.0,SHAKTI PRASAD SWAIN,INR,"5,486,553",Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_122368_14,21/OPHWC/2025-26,"Const. of Garage Complex (10 Nos. of HMV) at OSAP 3rd Bn., Koraput",1,3303379,ASHOK KUMAR SETHI,15-Dec-2025 01:36 PM,Rejected-Finance,DUE TO L2 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,17-Feb-2026 12:31 PM,AOC
,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3303963,BALAKRISHNA SWAIN,15-Dec-2025 03:14 PM,Rejected-Finance,DUE TO L2 BIDDER,17-Feb-2026 12:31 PM,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3297401,SHAKTI PRASAD SWAIN,14-Dec-2025 09:05 PM,Accepted-AOC,QUALIFIED BIDDER,17-Feb-2026 12:38 PM,AOC
