S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,3053769.0,AMLAN SAMAL,INR,"27,158,683",C.C.E.R.W.Circle Cuttack,Internal,SERW Division Cuttack DAO RW Division Cuttack PA to CCE,Usharani Behera,11-Feb-2026 01:14 PM,finsummary_550323.pdf (172.47 KB),CE RW I||RWCIRCLE-CUTTACK,2025_CERWI_117006_4,Tender Online RWC-13-25,Improvement to Pallisahi to Badagotha road under MMSY in the dist of Cuttack for the year 2024-25,Technical,total 6 nos document downloaded,Usharani Behera,04-Sep-2025 05:29 PM,,Finance,total 6 nos document downloaded,Usharani Behera,16-Oct-2025 04:04 PM,,BOQ Comparative Chart,C.C.E.R.W.Circle Cuttack,Internal,EE RW Division-II Cuttack DAO RW Division Cuttack PA to CCE,Usharani Behera,26-Sep-2025 01:41 PM,03-Oct-2025 05:30 PM,techsummary_550323.pdf (687.22 KB),1,3061753,AMBIKA PRASAD SINGH,02-Sep-2025 08:46 PM,Rejected-Finance,Unsucesful bidder,11-Feb-2026 01:14 PM,11-Feb-2026,"INR 27,158,683",270.0,Usharani Behera,11-Feb-2026 01:18 PM,agmt.pdf (172.00 KB),Agmt drawn,AOC,"3,19,476",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-CUTTACK,Tender Online RWC-13-25,2025_CERWI_117006_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, RC, PAN, Registration Certificate, Labor License, No Relationship",C.C.E.R.W. Circle Cuttack,C.C.E.R.W. Circle Cuttack,22-Aug-2025 06:55 PM,04-Sep-2025 11:30 AM,22-Aug-2025 06:55 PM,03-Sep-2025 05:00 PM,22-Aug-2025 06:55 PM ,03-Sep-2025 02:00 PM ,22-Aug-2025 06:55 PM,03-Sep-2025 05:00 PM,03-Oct-2025 05:30 PM,Improvement to Pallisahi to Badagotha road under MMSY in the dist of Cuttack for the year 2024-25,Improvement to Pallisahi to Badagotha road under MMSY in the dist of Cuttack for the year 2024-25,Please refer Tender documents. ,NA ,"3,19,47,633",Civil Works - Roads,NA ,Tender,90.0,270.0,Cuttack,753004.0,NA ,NA ,NA ,C.C.E.R.W. Circle Cuttack,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3053769,AMLAN SAMAL,30-Aug-2025 10:56 PM,Accepted-AOC,Agmt drawn,11-Feb-2026 01:18 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Affidavit of Correctness Certificate undertaking duly filled, all affidavits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3062436,DEBASIS NAYAK,03-Sep-2025 01:44 PM,Rejected-Finance,Unsucesful bidder,11-Feb-2026 01:14 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"A.T.O from CA, Similar Nature of Work Experience Certificate, Work in Hand checklist as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3062370,DILIP KUMAR SAMAL,03-Sep-2025 01:21 PM,Rejected-Finance,Unsucesful bidder,11-Feb-2026 01:14 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3061158,M/S. DEBI PRASAD TRIPATHY,02-Sep-2025 02:08 PM,Rejected-Finance,Unsucesful bidder,11-Feb-2026 01:14 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3051964,SRI RABINDRA KUMAR SAHOO,03-Sep-2025 12:17 PM,Rejected-Finance,Unsucesful bidder,11-Feb-2026 01:14 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
