Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",0.0,Nil,Nil,No,Superintending Engineer,"R.W.Division, Jharsuguda","83,244",Yes,percentage,1.0%,Nil,Nil,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Jharsuguda,Online - SEJSG 11 of 2025-26,2025_CERWI_122849_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction of Additional Class Room at Panchayat Anchalik Degree Mahabidyalaya, Kumarbandh in the district of Jharsuguda for the year 2025-26.","Construction of Additional Class Room at Panchayat Anchalik Degree Mahabidyalaya, Kumarbandh in the district of Jharsuguda for the year 2025-26.",Please refer Tender documents. ,NA ,"83,24,357",Civil Works - Buildings,NA ,Tender,90.0,270.0,Jharsuguda,768204.0,NA ,NA ,NA ,"R.W.Division, Jharsuguda",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate, PAN,GSTN No. EMD, Affidavit Online Cost of tender paper etc. as per DTCN",09-Dec-2025 04:00 PM,18-Dec-2025 11:00 AM,09-Dec-2025 04:00 PM,17-Dec-2025 05:00 PM,09-Dec-2025 04:00 PM ,15-Dec-2025 05:00 PM ,09-Dec-2025 04:00 PM,17-Dec-2025 05:00 PM,02-Jan-2026 05:10 PM,1.0,ICICI BANK,AOC,1,3309780,BHAWANI SANKAR DHAR,17-Dec-2025 10:37 AM,Rejected-AOC,Unsuccessful,12-Feb-2026 01:26 PM,04-Feb-2026,"INR 7,076,536",270.0,Ashish Kumar Lenka,12-Feb-2026 01:26 PM,381.pdf (938.00 KB),"Work order for the work Construction of Additional Class Room at Panchayat Anchalik Degree Mahabidyalaya, Kumarbandh in the district of Jharsuguda for the year 2025-26.",Finance,Accept,Pratima Naik,31-Jan-2026 11:27 AM,,BOQ Comparative Chart,Superintending Engineer,Internal,"AEE, DAO, JE Estimator",Binod Bihari Chhuria,02-Jan-2026 05:03 PM,02-Jan-2026 05:10 PM,techsummary_570626.pdf (1784.54 KB),Superintending Engineer,Internal,"AEE, DAO, JE Estimator",Pratima Naik,03-Feb-2026 03:56 PM,finsummary_570626.pdf (25.84 KB),CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Jharsuguda,2025_CERWI_122849_2,Online - SEJSG 11 of 2025-26,"Construction of Additional Class Room at Panchayat Anchalik Degree Mahabidyalaya, Kumarbandh in the district of Jharsuguda for the year 2025-26.",Technical,Accepted,Pratima Naik,26-Dec-2025 11:12 AM,,1.0,3309739.0,JOJHAL SATYAM DORA,INR,"7,076,536",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,3310663,Debaraj Sethi,17-Dec-2025 12:32 PM,Rejected-AOC,Unsuccessful,12-Feb-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3311572,DEBASISH PADHAN,17-Dec-2025 04:27 PM,Rejected-Technical,Not furnished the MOU (EI License),02-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3309739,JOJHAL SATYAM DORA,16-Dec-2025 10:12 PM,Accepted-AOC,Successful,12-Feb-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3310234,Kiran Kumar Mohanty,17-Dec-2025 10:24 AM,Rejected-AOC,Unsuccessful,12-Feb-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3308475,KSHIROD KUMAR CHANDEL,16-Dec-2025 04:13 PM,Rejected-AOC,Unsuccessful,12-Feb-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3292420,MONALISA PATTJOSHI,16-Dec-2025 08:30 PM,Rejected-AOC,Unsuccessful,12-Feb-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3311149,NITIN AGRAWAL,17-Dec-2025 02:21 PM,Rejected-AOC,Unsuccessful,12-Feb-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3296246,PRAKASH PADHEE,14-Dec-2025 11:42 AM,Rejected-AOC,Unsuccessful,12-Feb-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3310785,RAKESH KUMAR SINHA,17-Dec-2025 01:26 PM,Rejected-AOC,Unsuccessful,12-Feb-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
