S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, PAN,GSTN No. EMD, Affidavit Online Cost of tender paper etc. as per DTCN",S/R to R.D. Road to Pithinda for the year 2025-26,S/R to R.D. Road to Pithinda for the year 2025-26,Please refer Tender documents. ,NA ,"31,93,091",Civil Works - Roads,NA ,Tender,90.0,60.0,Jharsuguda,768204.0,NA ,NA ,NA ,"R.W.Division, Jharsuguda",No ,No,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Jharsuguda,Online - SEJSG 12 of 2025-26,2025_CERWI_123406_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,17-Dec-2025 06:00 PM,26-Dec-2025 11:00 AM,17-Dec-2025 06:00 PM,24-Dec-2025 05:00 PM,17-Dec-2025 06:00 PM ,22-Dec-2025 05:00 PM ,17-Dec-2025 06:00 PM,24-Dec-2025 05:00 PM,Superintending Engineer,"R.W.Division, Jharsuguda","31,931",Yes,percentage,1.0%,Nil,Nil,AOC,04-Feb-2026,"INR 2,714,446",60.0,Ashish Kumar Lenka,12-Feb-2026 01:06 PM,232.pdf (941.00 KB),Work order for the work S/R to R.D. Road to Pithinda for the year 2025-26,1,3324175,PRADEEP CHAMAR,24-Dec-2025 03:22 PM,Rejected-Finance,Not Accept,03-Feb-2026 04:33 PM,Superintending Engineer,Internal,"AEE, DAO, JE Estimator",Pratima Naik,31-Jan-2026 05:04 PM,techsummary_572141.pdf (25.84 KB),Superintending Engineer,Internal,"AEE, DAO, JE Estimator",Pratima Naik,03-Feb-2026 04:33 PM,finsummary_572141.pdf (25.84 KB),CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Jharsuguda,2025_CERWI_123406_4,Online - SEJSG 12 of 2025-26,S/R to R.D. Road to Pithinda for the year 2025-26,1.0,3325372.0,SRINIBAS PRADHAN CONSTRUCTION PVT LTD,INR,"2,714,446",Finance,Accept,Pratima Naik,31-Jan-2026 11:24 AM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3324278,RATHA CONSTRUCTION PRIVATE LIMITED,23-Dec-2025 02:52 PM,Rejected-AOC,Unsuccessful,12-Feb-2026 01:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3324120,SAMIR KUMAR SAI DEO,24-Dec-2025 02:42 PM,Rejected-Finance,Not Accept,03-Feb-2026 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3325372,SRINIBAS PRADHAN CONSTRUCTION PVT LTD,24-Dec-2025 01:50 PM,Accepted-AOC,Successful,12-Feb-2026 01:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
