Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,DTCN,"E.E, L.I. Division, Bhadrak","E.E, L.I. Division, Bhadrak",Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Bhadrak,01/2025-26(3086)/OLIC(BDK)/Dt. 25.08.2025,2025_OLIC_117457_5,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,"24,104",Yes,percentage,1.0%,Nil,Nil,Installation and Energization of Bankasahi (Kantika) RL Project under Dhamnagar Block,Installation and Energization of Bankasahi (Kantika) RL Project under Dhamnagar Block,Please refer Tender documents. ,NA ,"24,10,362",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,90.0,"L.I. Division, Bhadrak",756100.0,NA ,NA ,NA ,"L.I. Division, Bhadrak",No ,No,01-Sep-2025 11:00 AM,11-Sep-2025 11:00 AM,01-Sep-2025 11:00 AM,10-Sep-2025 05:00 PM,01-Sep-2025 11:00 AM ,10-Sep-2025 05:00 PM ,01-Sep-2025 11:00 AM,10-Sep-2025 05:00 PM,11-Dec-2025 11:00 AM,1.0,ICICI BANK,AOC,D S Jena,Internal,,DUSHASAN JENA,10-Dec-2025 05:43 PM,11-Dec-2025 11:00 AM,techsummary_550660.pdf (61.79 KB),1.0,3071477.0,LAXMAN KUMAR SAHOO,INR,"2,417,878",Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Bhadrak,2025_OLIC_117457_5,01/2025-26(3086)/OLIC(BDK)/Dt. 25.08.2025,Installation and Energization of Bankasahi (Kantika) RL Project under Dhamnagar Block,Technical,Technical Bid Opened,DUSHASAN JENA,11-Sep-2025 01:32 PM,technical_550660.pdf,1,3071035,AMALENDU NAYAK,10-Sep-2025 12:43 PM,Rejected-AOC,Rejected,03-Feb-2026 06:45 PM,Finance,Admitted,DUSHASAN JENA,11-Dec-2025 12:32 PM,finance_550660.pdf,BOQ Comparative Chart,03-Feb-2026,"INR 2,417,878",90.0,DUSHASAN JENA,03-Feb-2026 06:45 PM,BankasahiKantikaRL.pdf (69.00 KB),Awarded of Work,D S Jena,Internal,,DUSHASAN JENA,03-Feb-2026 06:41 PM,finsummary_550660.pdf (61.79 KB),AOC
,,.pdf,Tender Call Notice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,3071453,Bibekananda Pati,09-Sep-2025 03:23 PM,Rejected-AOC,Rejected,03-Feb-2026 06:45 PM,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3071259,LAKSHMIMANI GIRI,10-Sep-2025 02:29 PM,Rejected-AOC,Rejected,03-Feb-2026 06:45 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3071477,LAXMAN KUMAR SAHOO,10-Sep-2025 04:09 PM,Accepted-AOC,Bidder awarded of work after winning the lottery in the presence of all bidders and the Tender Committee,03-Feb-2026 06:45 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3071607,MANIBHADRA JENA,10-Sep-2025 02:42 PM,Rejected-AOC,Rejected,03-Feb-2026 06:45 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3074547,NABIN KUMAR PAL,10-Sep-2025 04:44 PM,Rejected-AOC,Rejected,03-Feb-2026 06:45 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3071180,POWERTECH ENGINEERING.TAPAS RANJAN PATI,10-Sep-2025 11:37 AM,Rejected-AOC,Rejected,03-Feb-2026 06:45 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3074124,PRAVASH CHANDRA NAYAK,10-Sep-2025 02:33 PM,Rejected-AOC,Rejected,03-Feb-2026 06:45 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3072770,Rudra Narayan Nayak,09-Sep-2025 08:59 PM,Rejected-AOC,Rejected,03-Feb-2026 06:45 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3074282,Sagar Ranjan Dash,10-Sep-2025 04:24 PM,Rejected-AOC,Rejected,03-Feb-2026 06:45 PM,,,,,,,,,,,,,,,,,,,,AOC
