Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
Finance,BOQ Comparative Chart is enclosed for reference. The Original documents of bidder to be verified.,Sanjukta Sa,01-Jan-2025 01:08 PM,finance_508409.pdf,BOQ Comparative Chart,Executive Engineer,Internal,Asst. Executive Engineer,Sanjukta Sa,31-Dec-2024 07:34 PM,01-Jan-2025 11:00 AM,techsummary_508409.pdf (120.30 KB),17-Feb-2026,"INR 12,369,570",120.0,Sanjukta Sa,17-Feb-2026 05:31 PM,GlobalEnergy.pdf (882.00 KB),Work Order,1,2591949,D R B CONSTRUCTION,24-Oct-2024 01:58 PM,Rejected-AOC,Rejected,17-Feb-2026 05:31 PM,1.0,2589552.0,GLOBAL ENERGY,INR,"12,369,570",Executive Engineer,Internal,Asst. Executive Engineer,Sanjukta Sa,17-Feb-2026 05:28 PM,finsummary_508409.pdf (882.28 KB),Technical,Eleven bidders participated. The Original documents of bidders to be verified.,Sanjukta Sa,05-Nov-2024 06:56 PM,technical_508409.pdf,Municipal Bodies||Cuttack Municipal Corporation,2024_ORULB_105292_1,MC(CMC)CTC1_EL_No.05/2024-25,"Installation of Street Lights at Taladanda Canal Right Embankment Road from Nayabazar Junction to Matagajpur Nua Bandha Level Crossing from 5/200 to 8/000 Km, Cuttack under State Plan due to widening and strengthening of above road.",AOC,"11,800",0.0,Nil,Nil,No,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC1_EL_No.05/2024-25,2024_ORULB_105292_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Executive Engineer-CD-III,"At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012",1.0,ICICI BANK,03-Oct-2024 06:50 PM,29-Oct-2024 11:00 AM,03-Oct-2024 06:50 PM,24-Oct-2024 05:00 PM,03-Oct-2024 06:50 PM ,24-Oct-2024 05:00 PM ,03-Oct-2024 06:50 PM,24-Oct-2024 05:00 PM,01-Jan-2025 11:00 AM,"Installation of Street Lights at Taladanda Canal Right Embankment Road from Nayabazar Junction to Matagajpur Nua Bandha Level Crossing from 5/200 to 8/000 Km, Cuttack under State Plan due to widening and strengthening of above road.","Installation of Street Lights at Taladanda Canal Right Embankment Road from Nayabazar Junction to Matagajpur Nua Bandha Level Crossing from 5/200 to 8/000 Km, Cuttack under State Plan due to widening and strengthening of above road.",Please refer Tender documents. ,NA ,"1,23,31,000",Electrical Works,NA ,Tender,90.0,120.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,"1,23,400",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"TENDER PAPERCOST,EMD ONLINE,VAT,PAN,EPF REGISTRATION, GST-IN CERTIFICATE OTHER DOCUMENTS AS PER DTCN",AOC
,,,,,,,,,,,,,,,,,,,,2,2589552,GLOBAL ENERGY,22-Oct-2024 03:25 PM,Accepted-AOC,Accepted,17-Feb-2026 05:31 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,,,,,,,,3,2591079,G-ON ENERGY CONTROLS,23-Oct-2024 03:16 PM,Rejected-Technical,Not Qualified,31-Dec-2024 07:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,2591563,Jay Maa Engineering,23-Oct-2024 07:10 PM,Rejected-Technical,Not Qualified,31-Dec-2024 07:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,2591601,MESSERS BAJARANGA POWER CONSTRUCTION,23-Oct-2024 07:39 PM,Rejected-Technical,Not Qualified,31-Dec-2024 07:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,2592298,MESSERS BIRAJA ELECTRICAL AND CONSTRUCTION,24-Oct-2024 01:08 PM,Rejected-Technical,Not Qualified,31-Dec-2024 07:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,2591535,M/s. EASTERN ENGINEERING,24-Oct-2024 04:13 PM,Rejected-AOC,Rejected,17-Feb-2026 05:31 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,2592185,M/S ENGINEERS ENTERPRISES,24-Oct-2024 12:28 PM,Rejected-Technical,Not Qualified,31-Dec-2024 07:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,2591562,M/S SARALA ENGINEERING WORKS,23-Oct-2024 07:25 PM,Rejected-AOC,Rejected,17-Feb-2026 05:31 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,2589790,PABITRA ELECTRICAL WORKSHOP,24-Oct-2024 04:58 PM,Rejected-Technical,Not Qualified,31-Dec-2024 07:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
