Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa,Nilamadhab Nag,Manaranjan Suna",Barun Kumar Sa,10-Feb-2026 12:49 PM,11-Feb-2026 10:00 AM,techsummary_577778.pdf (645.00 KB),Finance,ok,Barun Kumar Sa,24-Feb-2026 11:16 AM,finance_577778.pdf,BOQ Comparative Chart,1,3384084,AV MEDIA SOLUTIONS,07-Feb-2026 03:28 PM,Rejected-Finance,L2 Bidder,24-Feb-2026 01:11 PM,24-Feb-2026,"INR 1,999,460",60.0,Barun Kumar Sa,24-Feb-2026 01:15 PM,405.pdf (749.00 KB),Work Order Issued,1.0,3378925.0,Perfect Audio Visual Systems,INR,"1,999,460",Municipal Bodies||Kuchinda NAC,2026_ORULB_125090_3,KCDA/NAC-8/2025-26,Supply and Installation of speaker and stage furnishing system under the Development of the Auditorium-cum-Cultural Centre at Kuchinda,Technical,ok,Barun Kumar Sa,10-Feb-2026 12:23 PM,technical_577778.pdf,Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa,Nilamadhab Nag,Manaranjan Suna",Barun Kumar Sa,24-Feb-2026 01:11 PM,finsummary_577778.pdf (576.58 KB),AOC,EXECUTIVE OFFICER,"AT/PO-KUCHINDA,DIST-SAMBALPUR,ODISHA",Municipal Bodies||Kuchinda NAC,KCDA/NAC-8/2025-26,2026_ORULB_125090_3,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,30-Jan-2026 10:00 AM,10-Feb-2026 10:00 AM,30-Jan-2026 10:00 AM,09-Feb-2026 05:30 PM,30-Jan-2026 10:00 AM ,09-Feb-2026 05:30 PM ,30-Jan-2026 10:00 AM,09-Feb-2026 05:30 PM,11-Feb-2026 10:00 AM,"17,000",Yes,fixed,,Nil,Nil,1,ICICI BANK,Supply and Installation of speaker and stage furnishing system under the Development of the Auditorium-cum-Cultural Centre at Kuchinda,Supply and Installation of speaker and stage furnishing system under the Development of the Auditorium-cum-Cultural Centre at Kuchinda,As per DTCN ,NA ,0.0,Miscellaneous Works,NA ,Rate Contract,90.0,60.0,Auditorium -cum-Cultural Centre at Kuchinda,768222.0,NA ,NA ,NA ,OFFICE OF THE NAC KUCHINDA,No ,No,1,Fee/PreQual/Technical,.pdf,DTCN,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,2,3378925,Perfect Audio Visual Systems,06-Feb-2026 09:12 PM,Accepted-AOC,L1 bidder,24-Feb-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,AOC
