Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
27-Jan-2026,"INR 1,440,730.47",90.0,SAROJ SHA,13-Feb-2026 06:55 PM,13SubarnarekhaAmilal.pdf (341.00 KB),Amilal Naik is the Lottery winner,1,3340654,AGRAWAL STORES,30-Dec-2025 07:58 PM,Rejected-AOC,Rejected by Lottery,13-Feb-2026 06:55 PM,"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",2025_CEMIB_123561_13,SE MID BPT 08/2025-26,Sl 13 Improvement to Subarnarekha MIP (D/W)in Narla Block of Kalahandi District under IDF for the year 2025-26,1.0,3341042.0,AMILAL NAIK,INR,"1,440,730.47",Finance,Tender Opened,SAROJ SHA,14-Jan-2026 01:17 PM,finance_572733.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,"Saroj Sha,SE ,LK Bastia,DAO,N. Panna,AE,Estr",SAROJ SHA,16-Jan-2026 04:49 PM,finsummary_572733.pdf (692.45 KB),Superintending Engineer,Internal,"Saroj Sha,SE ,LK Bastia,DAO,N. Panna,AE,Estr",SAROJ SHA,15-Jan-2026 09:00 PM,techsummary_572733.pdf (692.45 KB),AOC,"6,000",0.0,Nil,Nil,No,"SE, M.I. Division, Kalahandi, Bhawanipatna","O/o the SE, M.I. Division, Kalahandi, Bhawanipatna",22-Dec-2025 11:00 AM,01-Jan-2026 11:00 AM,22-Dec-2025 11:00 AM,31-Dec-2025 05:30 PM,22-Dec-2025 11:00 AM ,29-Dec-2025 05:00 PM ,22-Dec-2025 11:00 AM,31-Dec-2025 05:30 PM,1.0,ICICI BANK,"17,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, GSTIN, PAN, Affidavit, EMDs, Paper cost, no relation certificate etc as per DTCN",Sl 13 Improvement to Subarnarekha MIP (D/W)in Narla Block of Kalahandi District under IDF for the year 2025-26,Improvement to Subarnarekha MIP (D/W)in Narla Block of Kalahandi District under IDF for the year 2025-26,Please refer Tender documents. ,NA ,"16,94,778",Civil Works - Others,Improvement work ,Tender,90.0,90.0,Narla,766100.0,NA ,NA ,NA ,"O/o the SE, M.I. Division, Kalahandi, Bhawanipatna",No ,No,"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",SE MID BPT 08/2025-26,2025_CEMIB_123561_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,2,3332549,AKASH AGRAWAL,30-Dec-2025 10:02 AM,Rejected-AOC,Rejected by Lottery,13-Feb-2026 06:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3341042,AMILAL NAIK,31-Dec-2025 11:01 AM,Accepted-AOC,AOC issued to Sri Naik,13-Feb-2026 06:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3340728,ARIJIT NAYAK,31-Dec-2025 01:38 PM,Rejected-AOC,Rejected by Lottery,13-Feb-2026 06:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3341138,BIBHUTI BHUSAN PANDA,31-Dec-2025 03:20 PM,Rejected-AOC,Rejected by Lottery,13-Feb-2026 06:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3340737,DIBAKAR PANDA,31-Dec-2025 01:13 PM,Rejected-AOC,Rejected by Lottery,13-Feb-2026 06:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3338235,M/s BHARAT BHUSHAN GAHIR,29-Dec-2025 11:22 PM,Rejected-AOC,Rejected by Lottery,13-Feb-2026 06:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3328328,NEMICHAND AGRAWAL,29-Dec-2025 12:16 PM,Rejected-AOC,Rejected by Lottery,13-Feb-2026 06:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3331076,PARAMJEET KAUR,31-Dec-2025 09:54 AM,Rejected-AOC,Rejected by Lottery,13-Feb-2026 06:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3334555,PRATAP KISHOR NAIK,30-Dec-2025 07:47 PM,Rejected-AOC,Rejected by Lottery,13-Feb-2026 06:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
