Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,Financial Bid has opened,Indrajit Sahu,12-Jan-2026 10:32 AM,finance_568090.pdf,BOQ Comparative Chart,1,3307380,ABC CONSTRUCTIONS,16-Dec-2025 04:34 PM,Rejected-AOC,Rejected as per OPWD code,07-Feb-2026 04:07 PM,Technical,Opening Summary,Indrajit Sahu,17-Dec-2025 03:21 PM,technical_568090.pdf,07-Feb-2026,"INR 5,657,298",120.0,Indrajit Sahu,07-Feb-2026 04:07 PM,wo.pdf (2106.00 KB),L1 bidder has respond,Additional Chief Engineer,Internal,"Additional Chief Engineer, Divisional Accounts Officer, SE Estimator",Indrajit Sahu,07-Feb-2026 04:04 PM,finsummary_568090.pdf (2106.01 KB),Additional Chief Engineer,Internal,"Additional Chief Engineer, Divisional Account Officers, SE Estimator",Indrajit Sahu,09-Jan-2026 01:22 PM,09-Jan-2026 04:00 PM,techsummary_568090.pdf (397.51 KB),PHEO||PH Circle Bhawanipatna||PH Division Balangir,2025_PHEO_122256_1,ACEPHBGR 13/2025-26,"Procurement installation commission of 625 KVA DG set inside intake well at Banjipadar, Titilagarh.",1.0,3302473.0,RM ENTERPRISES,INR,"5,657,298",AOC,"66,549",Yes,percentage,1.0%,Nil,Nil,1.0,Date Change,Date,,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper cost, EMD, PAN, GSTIN, Contractor Registration Certificate, Experience certificate etc.",1.0,ICICI BANK,PHEO||PH Circle Bhawanipatna||PH Division Balangir,ACEPHBGR 13/2025-26,2025_PHEO_122256_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Procurement installation commission of 625 KVA DG set inside intake well at Banjipadar, Titilagarh.","Procurement installation commission of 625 KVA DG set inside intake well at Banjipadar, Titilagarh.",Please refer DTCN ,NA ,"66,54,861",Civil Works - Water Works,NA ,Tender,120.0,120.0,Titilagarh Town,767033.0,NA ,NA ,NA ,"Additional Chief Engineer, P.H. Division, Balangir",No ,No,"Additional Chief Engineer, P.H. Division, Balangir","Additional Chief Engineer, P.H. Division, Balangir","10,000",0.0,Nil,Nil,No,01-Dec-2025 11:00 AM,17-Dec-2025 11:00 AM,01-Dec-2025 11:00 AM,16-Dec-2025 05:00 PM,01-Dec-2025 11:00 AM ,11-Dec-2025 05:00 PM ,01-Dec-2025 11:00 AM,16-Dec-2025 05:00 PM,09-Jan-2026 04:00 PM,AOC
,,,,,,2,3300044,CLAVAX POWER PRIVATE LIMITED,15-Dec-2025 03:39 PM,Rejected-AOC,Rejected as per OPWD code,07-Feb-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.pdf,Other documents as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3302473,RM ENTERPRISES,16-Dec-2025 12:31 PM,Accepted-AOC,Awarded as per OPWD code,07-Feb-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
