Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
26-Sep-2025 10:00 AM,13-Oct-2025 10:00 AM,26-Sep-2025 10:05 AM,10-Oct-2025 05:00 PM,NA ,NA ,26-Sep-2025 10:10 AM,10-Oct-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,SUPERINTENDING ENGINEER,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD","6,800",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, PAN, GST, EMD, Affidavits,Other relevant documents as per DTCN","CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",Bid Identification No.- 11/ MIDA / 2025-26,2025_CEMIB_118683_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Repair And Improvement To Bailobeda Check Dam In Harichandanpur Block Of Keonjhar District For The Year 2025-26,Repair And Improvement To Bailobeda Check Dam In Harichandanpur Block Of Keonjhar District For The Year 2025-26,Please refer Tender documents. ,NA ,"6,73,000",Civil Works - Others,NA ,Rate Contract,90.0,90.0,HARICHANDANPUR,758020.0,NA ,NA ,NA ,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD",No ,No,1.0,ICICI BANK,AOC,SE,Internal,,Ashok Kumar Sethi,18-Feb-2026 09:15 PM,techsummary_554169.pdf (137.25 KB),SE,Internal,,Ashok Kumar Sethi,18-Feb-2026 09:27 PM,finsummary_554169.pdf (137.25 KB),Finance,summary,Ashok Kumar Sethi,18-Feb-2026 09:09 PM,finance_554169.pdf,BOQ Comparative Chart,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",2025_CEMIB_118683_13,Bid Identification No.- 11/ MIDA / 2025-26,Repair And Improvement To Bailobeda Check Dam In Harichandanpur Block Of Keonjhar District For The Year 2025-26,1.0,3111652.0,SUDHIR KUMAR SWAIN,INR,"576,325.46",1,3118565,ANIL NAIK,09-Oct-2025 12:49 PM,Rejected-Finance,LOTTERY,18-Feb-2026 09:27 PM,18-Feb-2026,"INR 576,325.46",90.0,Ashok Kumar Sethi,18-Feb-2026 09:48 PM,Baiolobeda.pdf (137.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3111003,ARATI JENA,05-Oct-2025 03:48 PM,Rejected-Finance,LOTTERY,18-Feb-2026 09:27 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3108236,BANAMALI PATRA,03-Oct-2025 10:02 PM,Rejected-Finance,LOTTERY,18-Feb-2026 09:27 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3121610,BASANTA KUMAR MAHANTA,10-Oct-2025 02:52 PM,Rejected-Finance,LOTTERY,18-Feb-2026 09:27 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3119029,BIJAY KUMAR SAHOO,10-Oct-2025 02:31 PM,Rejected-Finance,LOTTERY,18-Feb-2026 09:27 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3110028,BIJAY KUMAR SAHOO,04-Oct-2025 06:49 PM,Rejected-Finance,LOTTERY,18-Feb-2026 09:27 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3118980,BISHNUPRASAD JENA,09-Oct-2025 06:50 PM,Rejected-Finance,LOTTERY,18-Feb-2026 09:27 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3113566,CHITTARANJAN RANA,07-Oct-2025 09:08 AM,Rejected-Finance,LOTTERY,18-Feb-2026 09:27 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3105379,JAGANNATH SAHOO,02-Oct-2025 12:40 PM,Rejected-Finance,LOTTERY,18-Feb-2026 09:27 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3120131,NARAYAN SAHOO,09-Oct-2025 04:09 PM,Rejected-Finance,LOTTERY,18-Feb-2026 09:27 PM,,,,,,,AOC
