S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1,ICICI BANK,MD OLIC,OFFICE OF MD OLIC PLOT NO-N-17/2 NAYAPALLI BBSR,"11,800",0.0,Nil,Nil,Yes,Orissa Lift Irrigation Corporation,830 DT-28.01.2025,2025_OLIC_109875_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,"TENDER COST, EMD, GST, PAN AND ALL OTHER DOCUMENTS AS PER DTCN","18,01,000",Yes,fixed,,Nil,Nil,30-Jan-2025 10:00 AM,25-Feb-2025 11:00 AM,30-Jan-2025 10:00 AM,24-Feb-2025 05:00 PM,30-Jan-2025 10:00 AM ,11-Feb-2025 05:00 PM ,30-Jan-2025 10:00 AM,24-Feb-2025 05:00 PM,07-Jul-2025 11:00 AM,"Installatin, Electrification, Energisation and Commissioning of Borewells in ANGUL District Pkg-01 BID ID-30","Installatin, Electrification, Energisation and Commissioning of Borewells in ANGUL District Pkg-01 BID ID-30",Please refer Tender Document DTCN ,NA ,"18,00,99,000",Civil Works - Lift Irrigation Schemes,NA ,Tender,730.0,180.0,ANGUL,759122.0,NA ,NA ,NA ,OFFICE OF MD OLIC PLOT NO-N-17/2 NAYAPALLI BBSR,No ,No,AOC,Orissa Lift Irrigation Corporation,2025_OLIC_109875_5,830 DT-28.01.2025,"Installatin, Electrification, Energisation and Commissioning of Borewells in ANGUL District Pkg-01 BID ID-30",1.0,2830385.0,AJAY INFRA AND CONSTRUCTION PVT LTD,INR,"181,900,266.78",CE MECH DOWR,External,"FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, ADDL. DIRECTOR GWD, EE (ELECT.) OLIC, EE (MP) OLIC",Sudarsan Sadangi,02-Jul-2025 04:21 PM,07-Jul-2025 11:00 AM,techsummary_527513.pdf (12490.21 KB),15-Oct-2025,"INR 181,900,266.78",180.0,Sudarsan Sadangi,27-Feb-2026 10:20 AM,OrderAngul01.pdf (466.00 KB),ORDER,MD OLIC LTD,Internal,"FA-CUM-CAO DOWR, FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, REP. OF DIRECTOR GWD, EE (MP) OLIC",Sudarsan Sadangi,15-Oct-2025 11:49 AM,finsummary_527513.pdf (17372.14 KB),Technical,Two nos of bidders have participated,Sudarsan Sadangi,25-Feb-2025 06:39 PM,,1,2830385,AJAY INFRA AND CONSTRUCTION PVT LTD,24-Feb-2025 02:10 PM,Accepted-AOC,L-1 Bidder,27-Feb-2026 10:21 AM,Finance,Two nos of bidders have participated,Sudarsan Sadangi,07-Jul-2025 05:27 PM,,BOQ Comparative Chart,AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2832525,R S Infrastructure,24-Feb-2025 04:54 PM,Rejected-Finance,Rejected by Tender Committee,15-Oct-2025 11:49 AM,,,,,,,AOC
