S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1,3186755,JETHURAM PATRA,05-Nov-2025 11:36 PM,Rejected-Finance,Second,16-Feb-2026 07:03 PM,1.0,3166121.0,SUVARANJAN SAMAL,INR,"589,600",Municipal Bodies||Barbil Municipality,2025_ORULB_119252_37,BBLM-5/2025-26,"Laying of paver block and supplying of water supply pipe line of Anganwadi centre at Buru hutting, Ward No.3, Barbil",16-Feb-2026,"INR 589,600",90.0,Ramesh Chandra Nayak,16-Feb-2026 07:07 PM,Wo37.pdf (261.00 KB),Contact value including GST,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,24-Nov-2025 04:25 PM,24-Nov-2025 04:30 PM,techsummary_555693.pdf (4230.28 KB),Finance,open,Ramesh Chandra Nayak,25-Nov-2025 12:24 PM,finance_555693.pdf,BOQ Comparative Chart,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,16-Feb-2026 07:03 PM,finsummary_555693.pdf (356.37 KB),Technical,open,Ramesh Chandra Nayak,07-Nov-2025 06:45 PM,technical_555693.pdf,AOC,1,Fee/PreQual/Technical,.pdf,DTCN,1.0,Extension of opening date,Date,,1,ICICI BANK,"Laying of paver block and supplying of water supply pipe line of Anganwadi centre at Buru hutting, Ward No.3, Barbil","Laying of paver block and supplying of water supply pipe line of Anganwadi centre at Buru hutting, Ward No.3, Barbil",Please refer Tender documents. ,NA ,"6,55,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality,No ,No,"4,000",0.0,Nil,Nil,No,Municipal Bodies||Barbil Municipality,BBLM-5/2025-26,2025_ORULB_119252_37,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Executive Officer Barbil Municipality,Executive Officer Barbil Municipality,16-Oct-2025 10:00 AM,07-Nov-2025 11:00 AM,16-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,NA ,NA ,16-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,24-Nov-2025 04:30 PM,"6,550",Yes,percentage,1.0%,Nil,Nil,AOC
2,3166121,SUVARANJAN SAMAL,04-Nov-2025 11:05 AM,Accepted-AOC,Lowest,16-Feb-2026 07:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
