Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Orissa State Police Housing and Welfare Corporation Ltd,23/OPHWC/2025-26,2025_OSPHW_123665_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"4,09,100",Yes,fixed,,Nil,Nil,"Const. of 100 Men Barrack at RO, Gajapati",Building Work,Please refer Tender documents. ,NA ,"4,09,09,475",Civil Works - Buildings,NA ,Tender,90.0,365.0,Gajapati,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,22-Dec-2025 06:55 PM,07-Jan-2026 10:30 AM,22-Dec-2025 06:55 PM,06-Jan-2026 05:00 PM,NA ,NA ,22-Dec-2025 06:55 PM,06-Jan-2026 05:00 PM,05-Feb-2026 10:30 AM,"11,800",0.0,Nil,Nil,No,AOC,23-Feb-2026,"INR 38,868,092",365.0,Bikram Keshari Malla,23-Feb-2026 12:08 PM,GAJAPATI.pdf (80.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 17.02.2026,1,3346283,ARYA PRAKASH CHAMPATIRAY,06-Jan-2026 11:05 AM,Rejected-Technical,Non submission of Sch G as per DTCN Cl. 12 and 110(j).,04-Feb-2026 05:53 PM,Finance,Financial bid opened,MONALISHA PADHY,05-Feb-2026 11:14 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,Srikanta Samal,04-Feb-2026 05:53 PM,05-Feb-2026 10:30 AM,techsummary_572891.pdf (221.40 KB),AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,23-Feb-2026 12:04 PM,finsummary_572891.pdf (349.38 KB),Technical,9 Nos. of bidders have been participated,LAXMIPRIYA NAYAK,07-Jan-2026 11:35 AM,,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_123665_4,23/OPHWC/2025-26,"Const. of 100 Men Barrack at RO, Gajapati",1.0,3346653.0,NIRAKAR SAMAL,INR,"38,868,092",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3346651,ASISH KUMAR MOHANTY,06-Jan-2026 01:55 PM,Rejected-Technical,Non submission of Sch G as per DTCN Cl. 12 and 110(j).,04-Feb-2026 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3346638,BHIMASEN PRADHAN,06-Jan-2026 01:50 PM,Rejected-Technical,Non submission of MOU for Fire fighting works along with supplementary documents for this project as per DTCN Cl No. 10 (vi) and 110(i).,04-Feb-2026 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3345843,KT CONSTRUCTION,05-Jan-2026 05:45 PM,Rejected-Technical,Non submission of Sch G as per DTCN Cl. 12 and 110(j).,04-Feb-2026 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3346653,NIRAKAR SAMAL,06-Jan-2026 02:08 PM,Accepted-AOC,QUALIFIED BIDDER,23-Feb-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3346197,PRAMOD KUMAR NAYAK,06-Jan-2026 09:04 AM,Rejected-Technical,Non submission of Sch G as per DTCN Cl. 12 and 110(j).,04-Feb-2026 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3342799,PRAVAT KUMAR ROUTARAY,04-Jan-2026 09:14 PM,Rejected-Technical,Non submission of Sch G as per DTCN Cl. 12 and 110(j).,04-Feb-2026 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3346874,SUJIT KUMAR SAHOO,06-Jan-2026 04:24 PM,Rejected-Finance,DUE TO L2 BIDDER,23-Feb-2026 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3346865,SUMANTA KUMAR SAHOO,06-Jan-2026 04:03 PM,Rejected-Technical,Non submission of Sch G as per DTCN Cl. 12 and 110(j) and MOU for Fire fighting for this project as per DTCN Cl No. 10(vi) and 110(i).,04-Feb-2026 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
