Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,All the six bids have been admitted,Abhishek Panda,02-Sep-2025 01:15 PM,,BOQ Comparative Chart,12-Feb-2026,"INR 1,684,400",90.0,Bibhuti Tripathy,12-Feb-2026 10:23 AM,11.pdf (501.00 KB),Contract value includes GST.,Municipal Bodies||Paradeep Municipality,2025_ORULB_116829_11,EO/ PDPM/ W_03/ 2025-26,Improvement of Primary School Playground infront of Golapada Dolagobinda Mandap in ward no 05 (Part-A),1.0,3046639.0,BABRU BAHAN BEHERA,INR,"1,684,400",1,3050786,ASHUTOSH SWAIN,26-Aug-2025 10:50 PM,Rejected-Finance,L4,12-Feb-2026 10:19 AM,Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Bibhuti Tripathy,12-Feb-2026 10:14 AM,techsummary_549185.pdf (501.27 KB),Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Bibhuti Tripathy,12-Feb-2026 10:19 AM,finsummary_549185.pdf (501.27 KB),AOC,"16,596",Yes,percentage,1.0%,Nil,Nil,"EO, PARADEEP MUNICIPALITY",PARADEEP MUNICIPALITY,16-Aug-2025 05:00 PM,29-Aug-2025 11:00 AM,16-Aug-2025 05:00 PM,27-Aug-2025 05:00 PM,16-Aug-2025 05:00 PM ,27-Aug-2025 05:00 PM ,16-Aug-2025 05:00 PM,27-Aug-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Bid documents,Improvement of Primary School Playground infront of Golapada Dolagobinda Mandap in ward no 05 (Part-A),Improvement of Primary School Playground infront of Golapada Dolagobinda Mandap in ward no 05 (Part-A),Please refer Tender documents. ,NA ,"16,59,559",Civil Works - Others,NA ,Tender,120.0,90.0,PARADEEP MUNICIPALITY,754142.0,NA ,NA ,NA ,PARADEEP MUNICIPALITY,No ,No,1.0,ICICI BANK,Municipal Bodies||Paradeep Municipality,EO/ PDPM/ W_03/ 2025-26,2025_ORULB_116829_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,3046639,BABRU BAHAN BEHERA,25-Aug-2025 07:26 PM,Accepted-AOC,Contract value includes GST.,12-Feb-2026 10:24 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,3050670,BABU MALIK,26-Aug-2025 09:04 PM,Rejected-Finance,L6,12-Feb-2026 10:19 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,3051392,M/s Jyoti Associates,27-Aug-2025 04:22 PM,Rejected-Finance,L5,12-Feb-2026 10:19 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,3047276,Nityananda Behera,25-Aug-2025 09:20 PM,Rejected-Finance,L2,12-Feb-2026 10:19 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,3049245,SURYAKANT BISWAL,27-Aug-2025 10:41 AM,Rejected-Finance,L3,12-Feb-2026 10:19 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
