Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"EO, PARADEEP MUNICIPALITY",PARADEEP MUNICIPALITY,1.0,Fee/PreQual/Technical/Finance,.pdf,Bid documents,Municipal Bodies||Paradeep Municipality,EO/ PDPM/ W_03/ 2025-26,2025_ORULB_116829_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"15,507",Yes,percentage,1.0%,Nil,Nil,16-Aug-2025 05:00 PM,29-Aug-2025 11:00 AM,16-Aug-2025 05:00 PM,27-Aug-2025 05:00 PM,16-Aug-2025 05:00 PM ,27-Aug-2025 05:00 PM ,16-Aug-2025 05:00 PM,27-Aug-2025 05:00 PM,1.0,ICICI BANK,"Construction of Paver road from Mamata Gol house to Shreekrishna Bhuyan, Satyabhama Samal house to Prasant Jena house, Suda Mandal house to Sukadev Mandal house, Dali Mandal house to Nani Gopal Sarkar house in ward no 03","Construction of Paver road from Mamata Gol house to Shreekrishna Bhuyan, Satyabhama Samal house to Prasant Jena house, Suda Mandal house to Sukadev Mandal house, Dali Mandal house to Nani Gopal Sarkar house in ward no 03",Please refer Tender documents. ,NA ,"15,50,702",Civil Works - Others,NA ,Tender,120.0,90.0,PARADEEP MUNICIPALITY,754142.0,NA ,NA ,NA ,PARADEEP MUNICIPALITY,No ,No,"6,000",0.0,Nil,Nil,No,AOC,Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Bibhuti Tripathy,20-Feb-2026 03:49 PM,finsummary_549180.pdf (398.22 KB),Municipal Bodies||Paradeep Municipality,2025_ORULB_116829_8,EO/ PDPM/ W_03/ 2025-26,"Construction of Paver road from Mamata Gol house to Shreekrishna Bhuyan, Satyabhama Samal house to Prasant Jena house, Suda Mandal house to Sukadev Mandal house, Dali Mandal house to Nani Gopal Sarkar house in ward no 03",1.0,3051130.0,S S ENTERPRISES,INR,"1,555,600",Finance,All the six bids have been admitted,Abhishek Panda,01-Sep-2025 05:01 PM,,BOQ Comparative Chart,1,3051184,ASHOK KUMAR DAS,27-Aug-2025 01:24 PM,Rejected-Finance,L3,20-Feb-2026 03:49 PM,20-Feb-2026,"INR 1,555,600",90.0,Bibhuti Tripathy,20-Feb-2026 03:54 PM,8.pdf (398.00 KB),Contract value includes GST.,Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Bibhuti Tripathy,20-Feb-2026 03:44 PM,techsummary_549180.pdf (398.22 KB),AOC
,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3050653,BABU MALIK,26-Aug-2025 08:52 PM,Rejected-Finance,L4,20-Feb-2026 03:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3047270,Nityananda Behera,25-Aug-2025 09:15 PM,Rejected-Finance,L2,20-Feb-2026 03:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3049264,PRASANT KUMAR BARIK,27-Aug-2025 10:19 AM,Rejected-Finance,L5,20-Feb-2026 03:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3051130,S S ENTERPRISES,27-Aug-2025 12:52 PM,Accepted-AOC,Contract value includes GST.,20-Feb-2026 03:54 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3049243,SURYAKANT BISWAL,27-Aug-2025 10:39 AM,Rejected-Finance,L6,20-Feb-2026 03:49 PM,,,,,,,,,,,,,,AOC
