Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
Construction of 1 no Addl. Class room Bulilding at Panasnasa Primary school.,Construction of 1 no Addl. Class room Bulilding at Panasnasa Primary school.,Please refer Tender documents. ,NA ,"13,01,628",Civil Works - Buildings,NA ,Tender,90.0,180.0,Banspal Block of Keronjhar District,758085.0,NA ,NA ,NA ,"Block Office, Banspal",No ,No,"13,016",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, EMD, GST, RC, PAN and Affidavit",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Keonjhar||BANSAPAL Block,BDO Banspal - 1 / 2025-26,2025_PRBNS_113791_17,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"BDO, Banspal","BDO, Banspal",26-May-2025 10:00 AM,03-Jun-2025 11:30 AM,26-May-2025 10:00 AM,02-Jun-2025 05:00 PM,NA ,NA ,26-May-2025 10:00 AM,02-Jun-2025 05:00 PM,"6,000",Nil,Nil,No,AOC,BDO BANSPAL,Internal,,Raja Ranjit Pratap Bal,19-Feb-2026 01:14 PM,techsummary_541131.pdf (357.93 KB),BDO BANSPAL,Internal,,Raja Ranjit Pratap Bal,19-Feb-2026 02:09 PM,finsummary_541131.pdf (357.93 KB),Finance,5 nos,Raja Ranjit Pratap Bal,03-Jun-2025 05:36 PM,,BOQ Comparative Chart,1.0,2946435.0,SURESH CHANDRA DALANAYAK,INR,"895,360.06",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Keonjhar||BANSAPAL Block,2025_PRBNS_113791_17,BDO Banspal - 1 / 2025-26,Construction of 1 no Addl. Class room Bulilding at Panasnasa Primary school.,1,2947632,BHABANI SHAKAR JENA,02-Jun-2025 07:33 AM,Rejected-AOC,qualified,19-Feb-2026 03:25 PM,19-Feb-2026,"INR 895,360.06",180.0,Raja Ranjit Pratap Bal,19-Feb-2026 03:24 PM,Panasansa.pdf (358.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2948730,MANOJA KUMAR NAHAK,02-Jun-2025 03:00 PM,Rejected-AOC,qualified,19-Feb-2026 03:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2941524,Mohammed Nasim,29-May-2025 09:02 PM,Rejected-AOC,qualified,19-Feb-2026 03:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2945734,PARAMESWAR SENAPATI,31-May-2025 08:38 PM,Rejected-AOC,qualified,19-Feb-2026 03:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2946435,SURESH CHANDRA DALANAYAK,02-Jun-2025 01:59 PM,Accepted-AOC,disqualified,19-Feb-2026 03:25 PM,,,,,,,AOC
