Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
SE Nayagarh,Internal,"Er.Baikunthanath Dalei,Superintending Engineer,Pradip Kumar Sahoo(DAO), Er.Sudhansu Sekhar Sahoo Estimator,Er.Sanjeet Sahoo,JE Estimator",Baikuntha Dalai,10-Feb-2026 10:16 AM,techsummary_561882.pdf (207.39 KB),16-Feb-2026,"INR 1,784,321",90.0,Baikuntha Dalai,23-Feb-2026 11:34 AM,7.pdf (657.00 KB),AOC,1,3236365,AKASH PANDA,20-Nov-2025 01:51 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 11:34 AM,1.0,3225860.0,JHUNUBALA SAHOO,INR,"1,784,321",Finance,Out of total 25 nos of bidders 25nos of bidders Technically qualified for opening of financial bid,Baikuntha Dalai,06-Feb-2026 04:36 PM,,BOQ Comparative Chart,SE Nayagarh,Internal,"Er.Baikunthanath Dalei,Superintending Engineer,Pradip Kumar Sahoo(DAO), Er.Sudhansu Sekhar Sahoo Estimator,Er.Sanjeet Sahoo,JE Estimator",Baikuntha Dalai,10-Feb-2026 01:03 PM,finsummary_561882.pdf (207.39 KB),"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE Nayagarh Irri.Divn. Nayagarh",2025_CELBB_120793_8,BID IDENTIFICATION NO.SE_08_NGR_OF 2025-26,Protection to Kusumi right embankment near village Banamalipur for the year 2025-26 (RD 4000Mtr to 7000Mtr),AOC,Protection to Kusumi right embankment near village Banamalipur for the year 2025-26 (RD 4000Mtr to 7000Mtr),Protection to Kusumi right embankment near village Banamalipur for the year 2025-26 (RD 4000Mtr to 7000Mtr),Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,NA ,NAYAGARH,752069.0,NA ,NA ,NA ,"SE, NAYAGARH IRRIGATION DIVISION",No ,No,"6,000",0.0,Nil,Nil,No,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE Nayagarh Irri.Divn. Nayagarh",BID IDENTIFICATION NO.SE_08_NGR_OF 2025-26,2025_CELBB_120793_8,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"VALID CDMS,GST,PAN,REG CERTIFICATE, NO RELATION,AFFIDEFIT, OTHER DOCUMENT AS DTCN",S.E Nayagarh,"SE, NAYAGARH IRRIGATION DIVISION","21,000",Yes,fixed,,Nil,Nil,10-Nov-2025 11:00 AM,21-Nov-2025 11:00 AM,10-Nov-2025 11:00 AM,20-Nov-2025 05:00 PM,NA ,NA ,10-Nov-2025 11:00 AM,20-Nov-2025 05:00 PM,AOC
,,,,,,,,,,,,,2,3229760,Bidyadhar Barad,16-Nov-2025 05:40 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 11:34 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3239925,BISWAJIT BEHERA,19-Nov-2025 11:54 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 11:34 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3239834,BISWARANJAN ROUTRAY,19-Nov-2025 11:03 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 11:34 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3220624,CHANDRA SEKHAR DHAL,17-Nov-2025 04:57 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 11:34 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3234455,DIBYA RANJAN PRADHAN,19-Nov-2025 11:31 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 11:34 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3242411,DILLIP KUMAR CHAMPATI,20-Nov-2025 04:58 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 11:34 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3225860,JHUNUBALA SAHOO,17-Nov-2025 02:41 PM,Accepted-AOC,Successful during Transparent Lottery,23-Feb-2026 11:34 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3238880,KALU CHARAN NAYAK,19-Nov-2025 05:10 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 11:34 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3238023,MANOJ KUMAR DALEI,19-Nov-2025 01:36 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 11:34 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3237539,Prakash Chandra Khuntia,19-Nov-2025 06:34 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 11:34 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
