S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3014874.0,TUSHAR KANTA MONDAL,INR,"62,847,188","CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,11-Nov-2025 01:28 PM,finsummary_546511.pdf (824.40 KB),CE RW I||RWCIRCLE-BARIPADA,2025_CERWI_115758_1,NCB 380,Construction of HL bridge over local nallah at 0.500km on Dhakota Sanhatnabeda in the District of Mayurbhnaj under Setu Bandhana Yojana,Technical,08 Nos of Bidders Participated,Akshaya Kumar Naik,31-Aug-2025 10:19 AM,technical_546511.pdf,Finance,07 Nos of bidders admitted,Ashwani Pradhan,06-Nov-2025 06:08 PM,,BOQ Comparative Chart,"CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,01-Sep-2025 01:15 PM,04-Sep-2025 11:00 AM,techsummary_546511.pdf (1003.41 KB),1,3015342,ANIRUDDHA BHOWMIK,29-Jul-2025 03:43 AM,Rejected-AOC,L6,05-Feb-2026 05:09 PM,29-Jan-2026,"INR 62,847,188",545.0,Akshaya Kumar Naik,05-Feb-2026 05:09 PM,Dhakota.pdf (1135.00 KB),AOC,Circle Officer,"RURAL WORKS CIRCLE, BARIPADA",1.0,Fee/PreQual/Technical,.pdf,"Paper cost, RC, PAN, GSTIN and EMD etc as per DTCN",CE RW I||RWCIRCLE-BARIPADA,NCB 380,2025_CERWI_115758_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Construction of HL bridge over local nallah at 0.500km on Dhakota Sanhatnabeda in the District of Mayurbhnaj under Setu Bandhana Yojana,Construction of HL bridge over local nallah at 0.500km on Dhakota Sanhatnabeda in the District of Mayurbhnaj under Setu Bandhana Yojana,NA ,NA ,"7,18,75,000",Civil Works - Bridges,NA ,Tender,90.0,545.0,Mayurbhanj,757105.0,NA ,NA ,NA ,"RURAL WORKS CIRCLE, BARIPADA",No ,No,19-Jul-2025 05:00 PM,31-Jul-2025 11:00 AM,19-Jul-2025 05:00 PM,30-Jul-2025 05:00 PM,19-Jul-2025 05:00 PM ,29-Jul-2025 05:00 PM ,19-Jul-2025 05:00 PM,30-Jul-2025 05:00 PM,04-Sep-2025 11:00 AM,"7,18,750",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3017636,ANUP BUILDERS,30-Jul-2025 12:38 PM,Rejected-AOC,L5,05-Feb-2026 05:09 PM,,,,,,,AOC,,,,,.pdf,"ATO, similar nature of work experience etc as per DTCN",,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3010743,MANOJ KUMAR MOHANTY,24-Jul-2025 08:47 PM,Rejected-Technical,Insufficient machineries.,01-Sep-2025 01:15 PM,,,,,,,AOC,,,,,.pdf,"Machineries, Affidavit etc as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3017953,NIHAR RANJAN PATEL,30-Jul-2025 04:19 PM,Rejected-AOC,L2,05-Feb-2026 05:09 PM,,,,,,,AOC,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3017105,RANJAN KUMAR SWAIN,29-Jul-2025 07:17 PM,Rejected-AOC,L4,05-Feb-2026 05:09 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3014880,SILVER CREEK CONSTRUCTIONS,29-Jul-2025 02:14 PM,Rejected-AOC,L3,05-Feb-2026 05:09 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3016152,TRINATH CONSTRUCTION,29-Jul-2025 09:32 PM,Rejected-AOC,L2,05-Feb-2026 05:09 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3014874,TUSHAR KANTA MONDAL,30-Jul-2025 12:30 PM,Accepted-AOC,L1,05-Feb-2026 05:09 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
