S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,3317888.0,M/S PRASHANTA KANDI,INR,"6,202,546.32","CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",2025_CEMIB_122575_2,SE MID SNG16/2025-26,Construction of Mistritola Check Dam over local nalla near village Machabeda in Koida Block of Sundargarh District under MATY Scheme 2025-26.,Technical,All the 06 nos bidders have submitted the required bid cost and fulfilled the required criteria. Hence their financial bids have been opened.,DHIRENDRA KUMAR NAIK,24-Dec-2025 06:17 PM,technical_569410.pdf,"Er. Dhirendra Ku. Naik SE MI Division, Sundargarh",Internal,"Sri Raghvendra Singh DAO, Sri S. Lakra AEE(Estr), Smt N. Soreng AE(Estr),G.Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,08-Jan-2026 07:49 PM,finsummary_569410.pdf (831.28 KB),"Er. Dhirendra Ku. Naik SE MI Division, Sundargarh",Internal,"Sri Raghvendra Singh DAO, Sri S. Lakra AEE(Estr), Smt N. Soreng AE(Estr),G.Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,24-Dec-2025 06:46 PM,26-Dec-2025 09:00 AM,techsummary_569410.pdf (489.96 KB),Finance,"Trilochan Seth B class SC contractor comes to 14.99 percent less than the amount put to tender after considering 10percent price preference and stands jointly at L1 with other 05nos bidders, hence 06nos bidders may be invited for lottery process",DHIRENDRA KUMAR NAIK,08-Jan-2026 07:46 PM,finance_569410.pdf,BOQ Comparative Chart,1,3317793,BISWANATH BARIK,19-Dec-2025 04:51 PM,Rejected-AOC,Rejected,10-Feb-2026 12:51 PM,16-Jan-2026,"INR 6,202,546.32",120.0,DHIRENDRA KUMAR NAIK,10-Feb-2026 12:51 PM,mistritola.pdf (898.00 KB),The tender of Sri Prasanta Kandi B class SC contractor decided in Transparent Lottery Amounting to Rs 6202546.32 being 14.99 percent less than the Tendered value is accepted.,AOC,05-Dec-2025 10:00 AM,20-Dec-2025 11:00 AM,05-Dec-2025 10:00 AM,19-Dec-2025 05:30 PM,05-Dec-2025 10:00 AM ,19-Dec-2025 05:30 PM ,05-Dec-2025 10:00 AM,19-Dec-2025 05:30 PM,26-Dec-2025 09:00 AM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Affidavit, PAN, GSTIN, CDMS License, No Relation Certificate",Construction of Mistritola Check Dam over local nalla near village Machabeda in Koida Block of Sundargarh District under MATY Scheme 2025-26.,Construction of Mistritola Check Dam over local nalla near village Machabeda in Koida Block of Sundargarh District under MATY Scheme 2025-26.,B class contractor ,NA ,"72,96,255",Civil Works - Others,check dam ,Tender,90.0,120.0,Koida Block,770048.0,NA ,NA ,NA ,"O/o the Superintending Engineer, MID, Sundargarh",No ,No,"S.E. M.I. Division, Sundargarh","O/o the Superintending Engineer, MI Division, Sundargarh, At/PO- Mahesdihi","10,000",0.0,Nil,Nil,No,"72,963",Yes,percentage,1.0%,Nil,Nil,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",SE MID SNG16/2025-26,2025_CEMIB_122575_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3316116,DHANESWAR BARAD,19-Dec-2025 10:25 AM,Rejected-AOC,Rejected,10-Feb-2026 12:51 PM,,,,,,,,AOC,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3317888,M/S PRASHANTA KANDI,19-Dec-2025 05:15 PM,Accepted-AOC,Accepted,10-Feb-2026 12:51 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3316341,Rakesh Jadav,19-Dec-2025 11:33 AM,Rejected-AOC,Rejected,10-Feb-2026 12:51 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3317928,RAKESH KUMAR ROUT,19-Dec-2025 05:26 PM,Rejected-AOC,Rejected,10-Feb-2026 12:51 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3316361,TRILOCHAN SETH,19-Dec-2025 12:48 PM,Rejected-AOC,Rejected,10-Feb-2026 12:51 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
