Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
16-Feb-2026,"INR 1,689,732",90.0,Ramesh Chandra Nayak,16-Feb-2026 05:34 PM,Wo44.pdf (267.00 KB),Contact value including GST,Municipal Bodies||Barbil Municipality,2025_ORULB_119252_44,BBLM-5/2025-26,"Fixing of GYM equipment at Bikash Mahal and Community health centre, Ward No.5, Barbil",1.0,3185975.0,K PADMOJ NALINI,INR,"1,689,732",1,3162153,FLORA FOUNTAINS AND AMUSEMENTS,28-Oct-2025 07:07 PM,Rejected-Technical,Not uploaded tools and plant bill,24-Nov-2025 04:13 PM,Technical,open,Ramesh Chandra Nayak,07-Nov-2025 07:12 PM,technical_555725.pdf,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,16-Feb-2026 05:28 PM,finsummary_555725.pdf (382.52 KB),Finance,open,Ramesh Chandra Nayak,24-Nov-2025 05:44 PM,finance_555725.pdf,BOQ Comparative Chart,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,24-Nov-2025 04:13 PM,24-Nov-2025 04:20 PM,techsummary_555725.pdf (4230.28 KB),AOC,Municipal Bodies||Barbil Municipality,BBLM-5/2025-26,2025_ORULB_119252_44,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"19,970",Yes,percentage,1.0%,Nil,Nil,"Fixing of GYM equipment at Bikash Mahal and Community health centre, Ward No.5, Barbil","Fixing of GYM equipment at Bikash Mahal and Community health centre, Ward No.5, Barbil",Please refer Tender documents. ,NA ,"19,97,000",Civil Works - Others,NA ,Tender,90.0,90.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality,No ,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,"6,000",0.0,Nil,Nil,No,Executive Officer Barbil Municipality,Executive Officer Barbil Municipality,1.0,Extension of opening date,Date,,1.0,ICICI BANK,16-Oct-2025 10:00 AM,07-Nov-2025 11:00 AM,16-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,NA ,NA ,16-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,24-Nov-2025 04:20 PM,AOC
,,,,,,,,,,,,,,,,2,3181527,Khalsa Exports Private Limited,04-Nov-2025 04:53 PM,Rejected-Finance,Third,16-Feb-2026 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,3185975,K PADMOJ NALINI,05-Nov-2025 07:43 PM,Accepted-AOC,Lowest,16-Feb-2026 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,3186599,PLABAN MOHANTY,05-Nov-2025 09:57 PM,Rejected-Technical,Not uploaded tools and plant bill,24-Nov-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,3186638,SANJAY NAIK,06-Nov-2025 01:17 AM,Rejected-Finance,Second,16-Feb-2026 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,3181371,UMESHCHANDRA MUNDA,06-Nov-2025 02:50 PM,Rejected-Finance,Four,16-Feb-2026 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
