Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"10,000",0.0,Nil,Nil,No,03-Dec-2025 10:00 AM,15-Dec-2025 10:00 AM,03-Dec-2025 10:00 AM,12-Dec-2025 05:00 PM,NA ,NA ,03-Dec-2025 10:00 AM,12-Dec-2025 05:00 PM,19-Dec-2025 10:55 AM,"SE, M.I. Division,Balangir","O/o the SE, M.I. Division,Balangir","CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Balangir",05/BGR/2025-26,2025_CEMIB_122431_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"63,200",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Valid RC, valid GST, Valid PAN, Affidavit, NRC, Tender Cost, EMD, any other documents as per DTCN",1.0,ICICI BANK,Construction of Khuthunapani Check Dam in Patnagarh Block of Balangir District under the scheme MATY 3.0 for the year 2025-26,Construction of Khuthunapani Check Dam in Patnagarh Block of Balangir District under the scheme MATY 3.0 for the year 2025-26,Please refer Tender documents. ,NA ,"63,19,595",Civil Works - Water Works,NA ,Tender,90.0,120.0,Patnagarh,767025.0,NA ,NA ,NA ,"O/o the SE, M.I. Division,Balangir",No ,No,AOC,Technical,RN SETHI,Rabindranath Sethi,19-Dec-2025 10:44 AM,technical_568884.pdf,RN SETHI,Internal,,Rabindranath Sethi,24-Feb-2026 01:02 PM,finsummary_568884.pdf (207.01 KB),Finance,RN SETHI,Rabindranath Sethi,24-Feb-2026 12:55 PM,finance_568884.pdf,BOQ Comparative Chart,RN SETHI,Internal,,Rabindranath Sethi,19-Dec-2025 10:48 AM,19-Dec-2025 10:55 AM,techsummary_568884.pdf (227.12 KB),24-Feb-2026,"INR 6,339,299",120.0,Rabindranath Sethi,24-Feb-2026 01:06 PM,Khuthunapani.pdf (207.00 KB),1,3297689,ABHIJEET MANDAL,12-Dec-2025 04:31 PM,Rejected-Finance,Rejected,24-Feb-2026 01:02 PM,1.0,3294351.0,Umakanta Daruan,INR,"6,339,299","CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Balangir",2025_CEMIB_122431_11,05/BGR/2025-26,Construction of Khuthunapani Check Dam in Patnagarh Block of Balangir District under the scheme MATY 3.0 for the year 2025-26,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3295430,Bhawani Sankar Harpal,11-Dec-2025 05:29 PM,Rejected-Finance,Rejected,24-Feb-2026 01:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3296599,BIJAYA KUMAR MEHER,12-Dec-2025 12:00 AM,Rejected-Finance,Rejected,24-Feb-2026 01:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3296319,BIJAYA KUMBHAR,12-Dec-2025 02:20 PM,Rejected-Finance,Rejected,24-Feb-2026 01:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3293999,Dinesh Kumar Agrawal,10-Dec-2025 07:34 PM,Rejected-Finance,Rejected,24-Feb-2026 01:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3291376,DIPAK KUMAR AGRAWAL,09-Dec-2025 01:10 PM,Rejected-Finance,Rejected,24-Feb-2026 01:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3296723,GITANJALI PADHAN,12-Dec-2025 12:44 PM,Rejected-Finance,Rejected,24-Feb-2026 01:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3280997,KL INFRAPROJECTS,07-Dec-2025 01:05 PM,Rejected-Finance,Rejected,24-Feb-2026 01:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3297761,Koushal Kumar Agrawal,12-Dec-2025 02:17 PM,Rejected-Finance,Rejected,24-Feb-2026 01:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3295409,Kunja Bihari Sahu,12-Dec-2025 01:46 PM,Rejected-Finance,Rejected,24-Feb-2026 01:02 PM,,,,,,,,,,AOC
