S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3124776.0,JITEN KUMAR SATPATHY,INR,"42,192,251",Chief Construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,21-Feb-2026 01:00 PM,finsummary_554631.pdf (728.69 KB),Technical,Seven Bidders found,Mamatamayee Biswal,22-Oct-2025 04:19 PM,technical_554631.pdf,CE RW I||RWCIRCLE-ANGUL,2025_CERWI_118945_9,Road Online-AGL-15/2025-26,Construction of road from NH-200 JANDABAHAL road in the District of Angul under imp. to existing road for the year 2025-26,Finance,Seven Bidders found,Anup Kumar Behera,08-Dec-2025 05:12 PM,finance_554631.pdf,BOQ Comparative Chart,Chief Construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,04-Dec-2025 05:17 PM,08-Dec-2025 10:00 AM,techsummary_554631.pdf (5454.30 KB),1,3137444,BIRENDRA SAHOO,20-Oct-2025 11:49 AM,Rejected-AOC,0,21-Feb-2026 01:04 PM,21-Feb-2026,"INR 42,192,251",270.0,Anup Kumar Behera,21-Feb-2026 01:04 PM,Jandabahal.pdf (729.00 KB),REFUND OF E.M.D,AOC,04-Oct-2025 12:00 PM,22-Oct-2025 10:00 AM,04-Oct-2025 12:00 PM,20-Oct-2025 05:00 PM,04-Oct-2025 12:00 PM ,18-Oct-2025 01:00 PM ,04-Oct-2025 12:00 PM,20-Oct-2025 05:00 PM,08-Dec-2025 10:00 AM,Construction of road from NH-200 JANDABAHAL road in the District of Angul under imp. to existing road for the year 2025-26,Construction of road from NH-200 JANDABAHAL road in the District of Angul under imp. to existing road for the year 2025-26,Please refer Tender documents. ,NA ,"4,96,32,000",Civil Works - Roads,NA ,Tender,90.0,270.0,Angul,759122.0,NA ,NA ,NA ,"Office of the Chief Construction Engineer,RWC,Angu",No ,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD One percentage of the estimated cost,GST,PAN,RC,Affidavit regarding correctness","Chief Construction Engineer,RWC,Angul",At-Hakimpada Angul,CE RW I||RWCIRCLE-ANGUL,Road Online-AGL-15/2025-26,2025_CERWI_118945_9,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"4,96,320",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3132158,Er.Raghunath Agarwalla,20-Oct-2025 11:34 AM,Rejected-AOC,0,21-Feb-2026 01:04 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Labour licence,Similar nature of work,Annual Turn Over,Work in hand,No relation,No Litigation certif",,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3124776,JITEN KUMAR SATPATHY,19-Oct-2025 02:11 PM,Accepted-AOC,Winner of lottery among the 1st lowest bidders,21-Feb-2026 01:04 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery own obtained on hire, Balance sheet Bidder Contact address and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3131883,Jubaranjan Panda,16-Oct-2025 10:12 PM,Rejected-AOC,0,21-Feb-2026 01:04 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities in xls sheet,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3136499,KAMALESWAR ENTERPRISE PROP-RAGHUNATH SAHU,19-Oct-2025 07:47 PM,Rejected-AOC,0,21-Feb-2026 01:04 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3138023,RAJESH KUMAR BHUTIA,20-Oct-2025 01:46 PM,Rejected-AOC,0,21-Feb-2026 01:04 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3137971,Sunil Kumar Pradhan,20-Oct-2025 03:52 PM,Rejected-AOC,0,21-Feb-2026 01:04 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
