Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"11,800",0.0,Nil,Nil,No,Installation of Kuliabahali and Brahmanipali L.I. Project under Rairakhol block in Sambalpur District,Installation of Kuliabahali and Brahmanipali L.I. Project under Rairakhol block in Sambalpur District,Please refer Tender documents. ,NA ,"1,03,78,247",Civil Works - Lift Irrigation Schemes,NA ,Tender,120.0,120.0,Rairakhol,768106.0,NA ,NA ,NA ,"O/o E.E. L.I. Division, Sambalpur",No ,No,"E.E. L.I. Division, Sambalpur","E.E. L.I. Division, Sambalpur, Binakhandi",Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,EEOLICSBP-03/2025-26,2025_OLIC_121603_63,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,21-Nov-2025 10:00 AM,02-Dec-2025 10:00 AM,21-Nov-2025 10:00 AM,01-Dec-2025 05:00 PM,21-Nov-2025 10:00 AM ,30-Nov-2025 05:00 PM ,21-Nov-2025 10:00 AM,01-Dec-2025 05:00 PM,22-Dec-2025 10:00 AM,"1,03,782",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Tender cost, Registration Certificate, PAN, Affidavits, Undertaking, Other documents",AOC,Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Kumar Bag, Ratucharan Besra",CHITARANJAN PRADHAN,11-Feb-2026 05:51 PM,finsummary_566048.pdf (554.46 KB),Technical,Tender Open,CHITARANJAN PRADHAN,02-Dec-2025 12:43 PM,technical_566048.pdf,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,2025_OLIC_121603_63,EEOLICSBP-03/2025-26,Installation of Kuliabahali and Brahmanipali L.I. Project under Rairakhol block in Sambalpur District,1.0,3266193.0,Tapas Kumar Sahoo,INR,"8,822,547.81",1,3267054,DEBADATTA KHAMARI,01-Dec-2025 01:08 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:33 AM,11-Feb-2026,"INR 8,822,547.81",120.0,CHITARANJAN PRADHAN,12-Feb-2026 08:32 AM,63.pdf (923.00 KB),Agreement Done,Finance,Financial Open,CHITARANJAN PRADHAN,22-Dec-2025 05:18 PM,finance_566048.pdf,BOQ Comparative Chart,Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Bag, Ratucharan Besra",CHITARANJAN PRADHAN,21-Dec-2025 06:26 PM,22-Dec-2025 10:00 AM,techsummary_566048.pdf (521.40 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,2,3267683,KESHAB CHANDRA SAHU,01-Dec-2025 01:29 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:33 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3268423,MAHIMA CONSTRUCTION PROPRIETOR SRI SRIKANTA DEHURY,30-Nov-2025 09:44 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:33 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3267277,MOHAMMAD ANISH,30-Nov-2025 10:57 PM,Rejected-Technical,He has JV registration out of stipulated period,21-Dec-2025 06:26 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3266657,M/S DILIP KUMAR SAHOO,01-Dec-2025 12:41 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:33 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3268407,MS Shree Shyam and Co,01-Dec-2025 01:13 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:33 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3268835,"OJAS CIVCON, PROPRIETOR-BIJAN MOHANTY",01-Dec-2025 09:37 AM,Rejected-Technical,He has uploaded wrong data in affidavit,21-Dec-2025 06:26 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3261084,PRADEEP KUMAR AGRAWALLA,01-Dec-2025 01:08 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:33 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3263382,PRAKASH KUMAR SWAIN,30-Nov-2025 08:21 AM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:33 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3268216,RAKESH RANJAN SAHU,30-Nov-2025 11:15 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:33 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,11,3266193,Tapas Kumar Sahoo,30-Nov-2025 02:04 PM,Accepted-AOC,Award of Contract,12-Feb-2026 08:33 AM,,,,,,,,,,,,,,,,,,,,,AOC
