Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Tender Stage
Finance,RN SETHI,Rabindranath Sethi,24-Feb-2026 12:38 PM,finance_568862.pdf,BOQ Comparative Chart,RN SETHI,Internal,,Rabindranath Sethi,18-Dec-2025 05:47 PM,18-Dec-2025 05:55 PM,techsummary_568862.pdf (302.72 KB),24-Feb-2026,"INR 6,962,454",90.0,Rabindranath Sethi,24-Feb-2026 12:52 PM,GanjadharjoreR.pdf (253.00 KB),1,3297538,ABHIJEET MANDAL,12-Dec-2025 04:20 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,1.0,3294794.0,Omprasad Sahu,INR,"6,962,454",RN SETHI,Internal,,Rabindranath Sethi,24-Feb-2026 12:47 PM,finsummary_568862.pdf (252.81 KB),"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Balangir",2025_CEMIB_122431_8,05/BGR/2025-26,Improvement to Approach Road from RD 00mt. to RD 1500mt. of Ganjadharjore MIP in Khaprakhol Block of Balangir District under CAPEX Road scheme for the year 2025-26,Technical,RN SETHI,Rabindranath Sethi,18-Dec-2025 05:41 PM,technical_568862.pdf,AOC,1.0,Fee/PreQual/Technical,.pdf,"Valid RC, valid GST, Valid PAN, Affidavit, NRC, Tender Cost, EMD, any other documents as per DTCN","10,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Balangir",05/BGR/2025-26,2025_CEMIB_122431_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"69,500",Yes,fixed,,Nil,Nil,Improvement to Approach Road from RD 00mt. to RD 1500mt. of Ganjadharjore MIP in Khaprakhol Block of Balangir District under CAPEX Road scheme for the year 2025-26,Improvement to Approach Road from RD 00mt. to RD 1500mt. of Ganjadharjore MIP in Khaprakhol Block of Balangir District under CAPEX Road scheme for the year 2025-26,Please refer Tender documents. ,NA ,"69,40,812",Civil Works - Water Works,NA ,Tender,90.0,90.0,Khaprakhol,767028.0,NA ,NA ,NA ,"O/o the SE, M.I. Division,Balangir",No ,No,03-Dec-2025 10:00 AM,15-Dec-2025 10:00 AM,03-Dec-2025 10:00 AM,12-Dec-2025 05:00 PM,NA ,NA ,03-Dec-2025 10:00 AM,12-Dec-2025 05:00 PM,18-Dec-2025 05:55 PM,1.0,ICICI BANK,"SE, M.I. Division,Balangir","O/o the SE, M.I. Division,Balangir",AOC
,,,,,,,,,,,,,,,,,,,2,3298004,ABHISEK PANIGRAHI,12-Dec-2025 03:45 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,,,,,,,,,,,,,3,3297942,AMAN BANSAL,12-Dec-2025 03:37 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3295410,Bhawani Sankar Harpal,11-Dec-2025 05:24 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3296305,BIJAYA KUMBHAR,12-Dec-2025 02:02 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3292189,CHIRAG KUMAR JAIN,09-Dec-2025 06:26 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3293916,CHITRA SEN PRADHAN,10-Dec-2025 07:02 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3295823,CH SUBASH CHANDRA PATRO,12-Dec-2025 03:59 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3297948,DEBABRATA BRAHMA,12-Dec-2025 03:25 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3293995,Dinesh Kumar Agrawal,10-Dec-2025 07:31 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,11,3291344,DIPAK KUMAR AGRAWAL,09-Dec-2025 01:02 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,12,3296513,GITANJALI PADHAN,12-Dec-2025 11:36 AM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,13,3298195,GOPAL DAS SHARMA,12-Dec-2025 04:45 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,14,3297740,Jay Kishan Rana,12-Dec-2025 02:19 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,15,3296164,KANHU KUMAR AGRAWAL,12-Dec-2025 09:16 AM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,16,3281025,KL INFRAPROJECTS,07-Dec-2025 01:19 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,17,3297692,Koushal Kumar Agrawal,12-Dec-2025 01:58 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,18,3295373,Kunja Bihari Sahu,12-Dec-2025 01:38 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,19,3296045,LOKANATH BARIK,11-Dec-2025 07:53 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,20,3294676,MAHAMMED RIZWAN,11-Dec-2025 11:49 AM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,21,3292393,MANAS RANJAN THAKUR,09-Dec-2025 08:40 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,22,3292843,NEHA JAIN,10-Dec-2025 01:14 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,23,3294070,NIHAR RANJAN PANDIA,12-Dec-2025 12:23 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,24,3294794,Omprasad Sahu,12-Dec-2025 03:22 PM,Accepted-AOC,Accepted,24-Feb-2026 12:52 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,25,3294698,PRABODH BISHI,12-Dec-2025 02:50 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,26,3298035,PRAJNYA PRIYADARSHINI PANDA,12-Dec-2025 04:06 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,27,3287952,prasanna kumar thakur,09-Dec-2025 09:06 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,28,3294906,SANJEEB KUMAR AGRAWAL,11-Dec-2025 06:46 PM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,29,3295681,SANJIB KUMAR HOTA,12-Dec-2025 01:05 AM,Rejected-Finance,Rejected,24-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
