S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,Improvement to Ambabhona Ruchida road from 0-000 km to 12-300 km in Bargarh District for the year 2025-26,ROAD WORK,Please refer Tender documents. ,NA ,"5,86,01,205",Civil Works - Roads,NA ,Tender,90.0,180.0,BARGARH,768028.0,NA ,NA ,NA ,"O/O THE C.C.E, Northern R AND B Circle, SAMBALPUR",No ,No,"C.C.E, Northern R AND B Circle, SAMBALPUR","O/O THE C.C.E, Northern R AND B Circle, SAMBALPUR","5,86,100",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Online Proof Copy of Tender Cost, Bid Security, GSTIN, PAN, R.C and Affidavit",EIC-CIVIL||SERNB-CIRCLE-NORTHERN,CCENC (R AND B) /11/ 2025-26,2025_EICCL_118163_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,18-Sep-2025 06:55 PM,04-Oct-2025 11:00 AM,18-Sep-2025 06:55 PM,03-Oct-2025 05:00 PM,18-Sep-2025 06:55 PM ,24-Sep-2025 05:00 PM ,18-Sep-2025 06:55 PM,03-Oct-2025 05:00 PM,10-Oct-2025 04:30 PM,"10,000",0.0,Nil,Nil,No,AOC,Technical,TECHNICAL BID OPENED,SUCHISMITA SAHU,04-Oct-2025 06:48 PM,,EIC-CIVIL||SERNB-CIRCLE-NORTHERN,2025_EICCL_118163_2,CCENC (R AND B) /11/ 2025-26,Improvement to Ambabhona Ruchida road from 0-000 km to 12-300 km in Bargarh District for the year 2025-26,CCE NC SBP,Internal,,Hemant Naik,21-Feb-2026 01:18 PM,finsummary_552889.pdf (1262.77 KB),1.0,3103441.0,ROHIT KUMAR SHARMA,INR,"58,571,905",21-Feb-2026,"INR 58,571,905",180.0,Hemant Naik,21-Feb-2026 01:22 PM,AGTRUCHIDA.pdf (2770.00 KB),agt drawn,1.0,3105215.0,Jayanta Barik,02-Oct-2025 03:05 PM,Rejected-Finance,UNSUCCESSFUL BIDDER,21-Feb-2026 01:18 PM,CCENC,Internal,,SUCHISMITA SAHU,09-Oct-2025 06:09 PM,10-Oct-2025 04:30 PM,techsummary_552889.pdf (892.21 KB),Finance,FINANCIAL BID OPENED,SUCHISMITA SAHU,10-Oct-2025 07:31 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Ownership of machineries, work experience and MOU for composite Building work etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3103441.0,ROHIT KUMAR SHARMA,30-Sep-2025 06:22 PM,Accepted-AOC,AGT DRAWN,21-Feb-2026 01:22 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work experience certificate and other related documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
