Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
28-Nov-2025 06:00 PM,09-Dec-2025 11:00 AM,28-Nov-2025 06:00 PM,08-Dec-2025 05:00 PM,28-Nov-2025 06:00 PM ,07-Dec-2025 05:00 PM ,28-Nov-2025 06:00 PM,08-Dec-2025 05:00 PM,Executive Engineer,"O/o the S.E.R.W.Division,Nuapada",CE RW I||RWCIRCLE-BHAWANIPATNA||RWDIVISION-NUAPADA,RWNPD-03/2025-26,2025_CERWI_122146_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,NRC,AFFIDAVIT,EMD AND OTHER DOCUMENTS AS PER DTCN",Special Repair of Parkod to Chingrasara via Bhusudi ch.3/250 to 3/500 for the year 2025-26,Special Repair of Parkod to Chingrasara via Bhusudi ch.3/250 to 3/500 for the year 2025-26,As per DTCN ,NA ,"12,18,535",Civil Works - Roads,NA ,Tender,90.0,30.0,NUAPADA,766105.0,NA ,NA ,NA ,"O/o the S.E.R.W.Division,Nuapada",No ,No,"12,200",Yes,fixed,,Nil,Nil,AOC,Financial,Internal,EE DAO Estimator,Raj Kumar Meher,05-Feb-2026 11:35 AM,finsummary_567878.pdf (882.06 KB),CE RW I||RWCIRCLE-BHAWANIPATNA||RWDIVISION-NUAPADA,2025_CERWI_122146_4,RWNPD-03/2025-26,Special Repair of Parkod to Chingrasara via Bhusudi ch.3/250 to 3/500 for the year 2025-26,1.0,3286939.0,UGRESAN TANDI (S.C),INR,"1,035,877",Finance,Tender open,Raj Kumar Meher,05-Feb-2026 11:23 AM,,BOQ Comparative Chart,1,3283535,ANITH KUMAR THANAPATI,07-Dec-2025 05:35 AM,Rejected-AOC,Reject,05-Feb-2026 11:45 AM,05-Feb-2026,"INR 1,035,877",30.0,Raj Kumar Meher,05-Feb-2026 11:45 AM,AOC.pdf (833.00 KB),AOC,Technical,Internal,EE DAO Estimator,Raj Kumar Meher,05-Feb-2026 11:30 AM,techsummary_567878.pdf (882.06 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.xls,Bill of Quanity,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3279448,AYUSH KUMAR JAIN,04-Dec-2025 06:48 PM,Rejected-AOC,Reject,05-Feb-2026 11:45 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3283500,DHIBAR DHARUA,07-Dec-2025 12:29 AM,Rejected-AOC,Reject,05-Feb-2026 11:45 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3286863,JAY RAWAL,07-Dec-2025 08:40 PM,Rejected-AOC,Reject,05-Feb-2026 11:45 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3287286,KANTI SAHU,08-Dec-2025 09:14 AM,Rejected-AOC,Reject,05-Feb-2026 11:45 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3284716,NANDLAL GUPTA,06-Dec-2025 07:01 PM,Rejected-AOC,Reject,05-Feb-2026 11:45 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3283353,NEELAM GUPTA,08-Dec-2025 11:21 AM,Rejected-AOC,Reject,05-Feb-2026 11:45 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3283746,NIRUPAMA SAHU,06-Dec-2025 12:09 PM,Rejected-AOC,Reject,05-Feb-2026 11:45 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3289676,PRATAP KISHOR NAIK,08-Dec-2025 04:38 PM,Rejected-AOC,Reject,05-Feb-2026 11:45 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3279144,PRITAM KUMAR SAHU,05-Dec-2025 05:46 PM,Rejected-AOC,Reject,05-Feb-2026 11:45 AM,,,,,,,,,,,,,,AOC
