Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,BIDS OF ALL THE TWO BIDDERS HAVE BEEN ADMITTED,Dilip Kumar Sethy,04-Jun-2025 12:50 PM,,BOQ Comparative Chart,16-Feb-2026,"INR 1,789,900",90.0,Bibhuti Tripathy,16-Feb-2026 05:00 PM,47.pdf (393.00 KB),Contract value includes GST.,1,2939426,M/s.Ashirbad jena,30-May-2025 06:15 PM,Accepted-AOC,Contract value includes GST.,16-Feb-2026 05:00 PM,Municipal Bodies||Paradeep Municipality,2025_ORULB_113460_47,EO/PDPM/W_1/2025-26,Construction of Paver block road and drain from Bhramarbara House to Minati Nayak house in ward no 05,1.0,2939426.0,M/s.Ashirbad jena,INR,"1,789,900",Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Bibhuti Tripathy,16-Feb-2026 04:55 PM,techsummary_539844.pdf (393.14 KB),Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Bibhuti Tripathy,16-Feb-2026 04:57 PM,finsummary_539844.pdf (393.14 KB),AOC,Construction of Paver block road and drain from Bhramarbara House to Minati Nayak house in ward no 05,Construction of Paver block road and drain from Bhramarbara House to Minati Nayak house in ward no 05,Please refer Tender documents. ,NA ,"16,94,818",Civil Works - Others,NA ,Tender,120.0,90.0,PARADEEP MUNICIPALITY,754142.0,NA ,NA ,NA ,PARADEEP MUNICIPALITY,No ,No,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Paradeep Municipality,EO/PDPM/W_1/2025-26,2025_ORULB_113460_47,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"EO,PARADEEP MUNICIPALITY",PARADEEP MUNICIPALITY,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents,19-May-2025 10:00 AM,02-Jun-2025 11:00 AM,19-May-2025 10:00 AM,31-May-2025 05:00 PM,19-May-2025 10:00 AM ,31-May-2025 05:00 PM ,19-May-2025 10:00 AM,31-May-2025 05:00 PM,1,ICICI BANK,"16,948",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,2,2932478,VISSION ENTERPRISES PROP. MAMALI PATRA,27-May-2025 09:38 PM,Rejected-Finance,L2,16-Feb-2026 04:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,AOC
