Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
04-Feb-2026,"INR 660,000",90.0,Gobinda Dansena,04-Feb-2026 06:04 PM,14.pdf (497.00 KB),1.0,3345674.0,BIJAYA PANDA,INR,"660,000",Municipal Bodies||Rajgangpur Municipality,2025_ORULB_123659_14,EO/RGP/05 of 2025-26,Construction of Paver Block Road from Prafulla Barla House towards Xess House at Ward No.18,1,3345674,BIJAYA PANDA,05-Jan-2026 04:14 PM,Accepted-AOC,Selected,04-Feb-2026 06:04 PM,Finance,ok,Gobinda Dansena,04-Feb-2026 05:46 PM,finance_572905.pdf,BOQ Comparative Chart,Madhuri Lugun,Internal,,Gobinda Dansena,04-Feb-2026 05:51 PM,finsummary_572905.pdf (1038.47 KB),Madhuri Lugun,Internal,,Gobinda Dansena,04-Feb-2026 05:48 PM,techsummary_572905.pdf (1038.47 KB),AOC,"6,600",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,24-Dec-2025 11:00 AM,07-Jan-2026 11:00 AM,24-Dec-2025 11:00 AM,06-Jan-2026 04:00 PM,NA ,NA ,24-Dec-2025 11:00 AM,06-Jan-2026 04:00 PM,"Executive Officer, Rajgangpur Municipality","Executive Officer, Rajgangpur Municipality, Dist-Sundargarh","4,000",0.0,Nil,Nil,No,Municipal Bodies||Rajgangpur Municipality,EO/RGP/05 of 2025-26,2025_ORULB_123659_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Paver Block Road from Prafulla Barla House towards Xess House at Ward No.18,Construction of Paver Block Road from Prafulla Barla House towards Xess House at Ward No.18,Please refer Tender documents ,NA ,"6,60,000",Civil Works - Others,NA ,Tender,90.0,90.0,Rajgangpur Municipality Area,770017.0,NA ,NA ,NA ,Rajgangpur Municipality Office,No ,No,AOC
,,,,,,,,,,,,,,,2,3346861,DM Constructions,06-Jan-2026 03:59 PM,Rejected-AOC,Rejected,04-Feb-2026 06:04 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3344762,LAXMIKANTA MALLICK,05-Jan-2026 02:17 PM,Rejected-AOC,Rejected,04-Feb-2026 06:04 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3345167,MALAYA CHARAN NAYAK,05-Jan-2026 01:57 PM,Rejected-AOC,Rejected,04-Feb-2026 06:04 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3345862,MANOJ TANTY,06-Jan-2026 12:07 PM,Rejected-AOC,Rejected,04-Feb-2026 06:04 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3345317,SHANKAR MAJHI,05-Jan-2026 08:56 PM,Rejected-AOC,Rejected,04-Feb-2026 06:04 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3346195,TUNI MAJHI,06-Jan-2026 01:01 PM,Rejected-AOC,Rejected,04-Feb-2026 06:04 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
