EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No.1,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"7,25,440",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"TENDER PAPER COST,EMD,CONTRACTOR REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVIT,ETC",CE RW I||RWCIRCLE-BALASORE,CCE-BLS-NCB-23 OF 2025-26,2025_CERWI_117604_19,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,2nd corrigendum,Other,,Construction of I T R Road - Gudu road under MMSY-Improvement to existing RD road in the District of Balasore for the year 2024-25,Construction of I T R Road - Gudu road under MMSY-Improvement to existing RD road in the District of Balasore for the year 2024-25,Please refer to the DTCN ,NA ,"7,25,44,000",Civil Works - Roads,NA ,Tender,90.0,270.0,Balasore,756001.0,NA ,NA ,NA ,"CCE R.W.CIRCLE,BALASORE",No ,No,"10,000",0.0,Nil,Nil,No,08-Sep-2025 09:00 AM,16-Sep-2025 11:00 AM,08-Sep-2025 09:00 AM,15-Sep-2025 05:00 PM,08-Sep-2025 09:00 AM ,12-Sep-2025 05:00 PM ,08-Sep-2025 09:00 AM,15-Sep-2025 05:00 PM,30-Oct-2025 05:00 PM,"CCE R.W.CIRCLE,BALASORE","O/o The CCE R.W.CIRCLE,BALASORE",1.0,ICICI BANK,AOC,Technical,5 numbers of bidder admitted,Subhadra Behera,17-Sep-2025 07:36 PM,,CCE RW CIRCLE BALASORE,Internal,"PA TO CCE RW CIRCLE BALASORE AND JE ESTIMATOR CCE RW CIRCLE BALASORE DAO R.W. DIVISION, BALASORE",Durjyodhan Behera,17-Nov-2025 08:01 PM,finsummary_551818.pdf (48.28 KB),Finance,4 Numbers bidder admitted,Durjyodhan Behera,10-Nov-2025 05:08 PM,,BOQ Comparative Chart,CCE RW CIRCLE BALASORE,Internal,PA TO CCE RW CIRCLE BALASORE AND J.E. ESTIMATOR CCE RW CIRCLE BALASORE AND DAO R.W. DIVISION-BALASORE,Durjyodhan Behera,27-Oct-2025 08:17 PM,30-Oct-2025 05:00 PM,techsummary_551818.pdf (3537.76 KB),07-Feb-2026,"INR 61,669,775",270.0,Durjyodhan Behera,07-Feb-2026 12:08 PM,705.pdf (944.00 KB),Work awarded through lottery system,CE RW I||RWCIRCLE-BALASORE,2025_CERWI_117604_19,CCE-BLS-NCB-23 OF 2025-26,Construction of I T R Road - Gudu road under MMSY-Improvement to existing RD road in the District of Balasore for the year 2024-25,1.0,3079771.0,MS TAJ CONSTRUCTION,INR,"61,669,775",1,3079771,MS TAJ CONSTRUCTION,14-Sep-2025 05:34 PM,Accepted-AOC,L1,07-Feb-2026 12:08 PM,AOC
,,,,,,,,.pdf,"WORK EXPERIENCE,ATO,PROFFIT LOSS ACCOUNT ,MACHINERIES,ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3077988,Raghunath Das,15-Sep-2025 03:04 PM,Rejected-Technical,Submission of invalid lease agreement of machineries,27-Oct-2025 08:17 PM,AOC
,,,,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3073795,Rakesh kumar Nayak,13-Sep-2025 07:46 PM,Rejected-Finance,L1,17-Nov-2025 08:01 PM,AOC
,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3079867,Ranjit Kumar Behera,15-Sep-2025 08:41 AM,Rejected-Finance,L2,17-Nov-2025 08:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3074975,SANJAY KUMAR DEY,12-Sep-2025 08:08 PM,Rejected-Finance,L1,17-Nov-2025 08:01 PM,AOC
