Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,TENDER TO BE OPENED,Niranjan Naik,06-Dec-2025 07:01 PM,,BOQ Comparative Chart,1.0,3252425.0,MANOJ KUMAR NAIK,INR,"3,278,400",Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sundargarh,2025_OLIC_121150_14,EEOLICSNGH-02/2025-2026,INSTALLATION AND ENERGISATION OF BAIBAI(MUKUNDPUR)-III NEW L.I.P IN BADGAON BLOCK OF SUNDARGARH DISTRICT,EXECUTIVE ENGINEER,Internal,EE/AEE(ESTR)/AEE(M)/AEE(C),Niranjan Naik,03-Feb-2026 05:36 PM,finsummary_563868.pdf (451.81 KB),EXECUTIVE ENGINEER,Internal,EE/AEE(ESTR)/AEE(C)/AEE(M),Niranjan Naik,06-Dec-2025 07:03 PM,techsummary_563868.pdf (451.81 KB),03-Feb-2026,"INR 3,278,400",90.0,Niranjan Naik,03-Feb-2026 05:39 PM,Baibai3.pdf (834.00 KB),WORK AWARDED,1,3245062,ANIL KUMAR NAIK,25-Nov-2025 01:14 PM,Rejected-Technical,REJECT,06-Dec-2025 07:03 PM,AOC,INSTALLATION AND ENERGISATION OF BAIBAI(MUKUNDPUR)-III NEW L.I.P IN BADGAON BLOCK OF SUNDARGARH DISTRICT,INSTALLATION AND ENERGISATION OF BAIBAI(MUKUNDPUR)-III NEW L.I.P IN BADGAON BLOCK OF SUNDARGARH DISTRICT,Please refer Tender documents. ,NA ,"32,68,210",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,SUNDARGARH,770001.0,NA ,NA ,NA ,"O/O THE EXECUTIVE ENGINEER,L.I,DIVISION,SUNDARGARH",No ,No,EXECUTIVE ENGINEER,"O/O THE EXECUTIVE ENGINEER,L.I,DIVISION,SUNDARGARH",1.0,ICICI BANK,"32,682",Yes,percentage,1.0%,Nil,Nil,"7,080",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"EMD,PAN,GST,AFFIDAVIT,WORK EXPERIANCE ,LICENSE,MOU WITH ELECTRICAL CONTRACTOR,TENDER PAPER COST",Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sundargarh,EEOLICSNGH-02/2025-2026,2025_OLIC_121150_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,18-Nov-2025 10:00 AM,27-Nov-2025 11:00 AM,18-Nov-2025 10:00 AM,26-Nov-2025 05:00 PM,18-Nov-2025 10:00 AM ,24-Nov-2025 05:00 PM ,18-Nov-2025 10:00 AM,26-Nov-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3247677,BIBHUTI BHUSAN NAIK,23-Nov-2025 09:07 PM,Rejected-Finance,REJECT,03-Feb-2026 05:36 PM,AOC,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,.pdf,NO RELATION CERTIFICATE AND OTHER DETAILS AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3252425,MANOJ KUMAR NAIK,24-Nov-2025 11:14 PM,Accepted-AOC,ACCEPT,03-Feb-2026 05:39 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3246500,MOGALCHANDRAPRADHAN,22-Nov-2025 04:05 PM,Rejected-Finance,REJECT,03-Feb-2026 05:36 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3246514,Sarala Prasad Das,23-Nov-2025 07:27 PM,Rejected-Finance,REJECT,03-Feb-2026 05:36 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3253163,SAROJ KUMAR TOPPO,25-Nov-2025 01:45 PM,Rejected-Technical,REJECT,06-Dec-2025 07:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3255836,SHUVAM KALO,25-Nov-2025 11:38 PM,Rejected-Technical,REJECT,06-Dec-2025 07:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
