Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"EXECUTIVE ENGINEER,L.I.DIVISION,ROURKELA","O/O EXECUTIVE ENGINEER,L.I.DIVISION,ROURKELA",1.0,Fee/PreQual/Technical/Finance,.pdf,"Online tender paper cost,emd,license,GST,PAN,Affidavit towards authenticity of documents details","INSTALLATION AND ENERGISATION OF RANGAMATIA (MUNDA BASTI),FULJHAR(senabasa) R/L UNDER LAHUNIPARA BLOCK IN SUNDARGARH DISTRICT",LIFT IRRIGATION WORKS,Please refer Tender documents. ,NA ,"64,54,176",Civil Works - Lift Irrigation Schemes,NA ,Tender,120.0,120.0,ROURKELA,769015.0,NA ,NA ,NA ,"O/O EXECUTIVE ENGINEER,L.I.DIVISION,ROURKELA",No ,No,1.0,ICICI BANK,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Rourkella,EEOLICRKL-8/2025-26,2025_OLIC_121558_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"64,542",Yes,percentage,1.0%,Nil,Nil,19-Nov-2025 10:00 AM,29-Nov-2025 11:00 AM,19-Nov-2025 10:00 AM,27-Nov-2025 05:00 PM,19-Nov-2025 10:00 AM ,27-Nov-2025 04:00 PM ,19-Nov-2025 10:00 AM,27-Nov-2025 05:00 PM,"11,800",0.0,Nil,Nil,No,AOC,EXECUTIVE ENGINEER,Internal,,AMRUTA KUMAR BAGH,16-Jan-2026 06:08 PM,techsummary_565486.pdf (1397.42 KB),1.0,3259743.0,Surya Engineering and Construction,INR,"6,454,176",Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Rourkella,2025_OLIC_121558_1,EEOLICRKL-8/2025-26,"INSTALLATION AND ENERGISATION OF RANGAMATIA (MUNDA BASTI),FULJHAR(senabasa) R/L UNDER LAHUNIPARA BLOCK IN SUNDARGARH DISTRICT",1,3259836,ASHIS KUMAR PATEL,27-Nov-2025 02:03 PM,Rejected-Finance,L2,28-Jan-2026 01:07 PM,03-Feb-2026,"INR 6,454,176",120.0,AMRUTA KUMAR BAGH,03-Feb-2026 03:35 PM,COMMITTEE28.pdf (1397.00 KB),EXECUTIVE ENGINEER,Internal,,AMRUTA KUMAR BAGH,28-Jan-2026 01:07 PM,finsummary_565486.pdf (1397.42 KB),Finance,OPENED SUCCESSFULLY,AMRUTA KUMAR BAGH,15-Jan-2026 05:22 PM,,BOQ Comparative Chart,AOC
,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,3260262,B B PARIDA,27-Nov-2025 02:45 PM,Rejected-Technical,Reject,16-Jan-2026 06:08 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,3260533,KULDEEP KISAN,27-Nov-2025 03:46 PM,Rejected-Technical,Reject,16-Jan-2026 06:08 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,3258839,MANDAKINI ENGINEERING,26-Nov-2025 11:44 PM,Rejected-Finance,L2,28-Jan-2026 01:07 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,3256448,MANJEET SINGH AND CO,27-Nov-2025 11:46 AM,Rejected-Technical,Reject,16-Jan-2026 06:08 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,3258748,PARESH KUMAR BISWAL,26-Nov-2025 09:42 PM,Rejected-Technical,Reject,16-Jan-2026 06:08 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,3260052,PURNA CHANDRA ORAM,27-Nov-2025 01:47 PM,Rejected-Technical,Reject,16-Jan-2026 06:08 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,3257302,SAI CONSTRUCTION,26-Nov-2025 02:08 PM,Rejected-Technical,Reject,16-Jan-2026 06:08 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,3256539,SARITA NAYAK,26-Nov-2025 11:46 AM,Rejected-Finance,L2,28-Jan-2026 01:07 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,3256112,SOUBHAGYA CHANDRA SAHU,27-Nov-2025 06:50 AM,Rejected-Technical,Reject,16-Jan-2026 06:08 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,11,3259743,Surya Engineering and Construction,27-Nov-2025 01:44 PM,Accepted-AOC,L1,03-Feb-2026 03:35 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,12,3260359,UTTAM KUMAR PATEL,27-Nov-2025 03:24 PM,Rejected-Technical,Reject,16-Jan-2026 06:08 PM,,,,,,,,,,,,,,,,,,,AOC
