Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,Bid Opening Summary,Sarita Kumari Charchi,02-Feb-2026 01:39 PM,finance_563104.pdf,BOQ Comparative Chart,1.0,3235697.0,JITENDRA PRADHAN,INR,"2,499,806",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,2025_CERWI_121036_1,OnlineTender/11/SERWDG-I/25-26,SR to Badapalli to Chhakasingi Road,"Executive Engineer, R.W. Division-I, Ganjam, Berhampur",Internal,"D.A.O, Jr. Engineer(Estr), R.W. Division-I, Ganjam, Berhampur",Sarita Kumari Charchi,02-Feb-2026 01:53 PM,finsummary_563104.pdf (373.80 KB),"Executive Engineer, R.W. Division-I, Ganjam, Berhampur",Internal,"D.A.O, Jr. Engineer(Estr), R.W. Division-I, Ganjam, Berhampur",Sarita Kumari Charchi,02-Feb-2026 01:46 PM,techsummary_563104.pdf (500.72 KB),02-Feb-2026,"INR 2,499,806",60.0,Sarita Kumari Charchi,02-Feb-2026 02:01 PM,wo.pdf (409.00 KB),55P1/2025-26,1,3235697,JITENDRA PRADHAN,18-Nov-2025 04:00 PM,Accepted-AOC,After drawal of lottery,02-Feb-2026 02:01 PM,AOC,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,SR to Badapalli to Chhakasingi Road,SR to Badapalli to Chhakasingi Road,NA ,NA ,"29,41,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Berhampur,760010.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO-I, GANJAM, BERHAMPUR",No ,No,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,OnlineTender/11/SERWDG-I/25-26,2025_CERWI_121036_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"E.E., R.W. Division-I, Ganjam, Berhampur","O/o the S.E., R.W. Division No.-I, In-front of De-paul School, Engineering School Road, Ganjam, Berhampur, 760010",1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, E.M.D., PAN, GSTIN, Affidavit, Contractor R.C. and all other documents as per DTCN",10-Nov-2025 05:00 PM,19-Nov-2025 11:30 AM,10-Nov-2025 05:00 PM,18-Nov-2025 05:00 PM,10-Nov-2025 05:00 PM ,17-Nov-2025 03:00 PM ,10-Nov-2025 05:00 PM,18-Nov-2025 05:00 PM,"29,410",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3231894,MAHENDRA SAHU,17-Nov-2025 01:39 PM,Rejected-AOC,After drawal of lottery,02-Feb-2026 02:01 PM,AOC,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3235636,MITHUNA PRADHAN,18-Nov-2025 03:43 PM,Rejected-AOC,After drawal of lottery,02-Feb-2026 02:01 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3235493,Neelakantha Swain,18-Nov-2025 03:06 PM,Rejected-AOC,After drawal of lottery,02-Feb-2026 02:01 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3221496,Ranjan Basantia,13-Nov-2025 06:41 PM,Rejected-AOC,After drawal of lottery,02-Feb-2026 02:01 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3227617,RANJIT SWAIN,15-Nov-2025 03:10 PM,Rejected-AOC,After drawal of lottery,02-Feb-2026 02:01 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3233703,Sachidananda Sahu,17-Nov-2025 09:06 PM,Rejected-AOC,After drawal of lottery,02-Feb-2026 02:01 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3234743,SRADHANJALI BISHOYI,18-Nov-2025 02:03 PM,Rejected-AOC,After drawal of lottery,02-Feb-2026 02:01 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3229128,tapan kumar acharya,16-Nov-2025 01:47 PM,Rejected-AOC,After drawal of lottery,02-Feb-2026 02:01 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
