Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Construction of Day Care PHC at Kamalasole PHC under Badsahi Block for the year 2024-25.,Construction of Day Care PHC at Kamalasole PHC under Badsahi Block for the year 2024-25.,Please refer Tender documents. ,NA ,"1,20,17,000",Civil Works - Buildings,NA ,Tender,90.0,365.0,"SERW Division, Baripada",757002.0,NA ,NA ,NA ,CCE RWC Baripada,No ,No,CCE RWC Baripada,CCE RWC Baripada,CE RW I||RWCIRCLE-BARIPADA,NCB 388 Building Works,2025_CERWI_117723_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,06-Sep-2025 12:00 PM,22-Sep-2025 11:00 AM,06-Sep-2025 12:00 PM,20-Sep-2025 05:00 PM,06-Sep-2025 12:00 PM ,19-Sep-2025 05:00 PM ,06-Sep-2025 12:00 PM,20-Sep-2025 05:00 PM,06-Nov-2025 11:00 AM,"1,20,170",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, RC, PAN, GSTIN and EMD etc as per DTCN",AOC,1,3086121,AJAY KUMAR ROUT,19-Sep-2025 12:56 PM,Rejected-AOC,L1,24-Feb-2026 06:17 PM,13-Feb-2026,"INR 10,215,757.35",365.0,Akshaya Kumar Naik,24-Feb-2026 06:17 PM,Kamalsole.pdf (392.00 KB),Finance,39 Nos of bidders admitted,Akshaya Kumar Naik,17-Nov-2025 04:40 PM,,BOQ Comparative Chart,"CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,31-Oct-2025 05:03 PM,06-Nov-2025 11:00 AM,techsummary_551669.pdf (1671.93 KB),"CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,25-Nov-2025 05:03 PM,finsummary_551669.pdf (1189.59 KB),CE RW I||RWCIRCLE-BARIPADA,2025_CERWI_117723_5,NCB 388 Building Works,Construction of Day Care PHC at Kamalasole PHC under Badsahi Block for the year 2024-25.,Technical,43 Nos of bidders participated,Akshaya Kumar Naik,31-Oct-2025 12:50 PM,,1.0,3081220.0,RAMJIT MARANDI,INR,"10,215,757.35",AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EI and PH Agreement with valid Licence etc as per DTCN,AOC,2,3089744,AJAY KUMAR SETHI,20-Sep-2025 10:26 AM,Rejected-AOC,L1,24-Feb-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit etc as per DTCN,AOC,3,3087889,AMIYA KUMAR NAYAK,20-Sep-2025 12:48 PM,Rejected-AOC,L1,24-Feb-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC,4,3089048,ARPIT ROUT,19-Sep-2025 08:12 PM,Rejected-AOC,L1,24-Feb-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3078918,ARUN KUMAR SARGHARIA,15-Sep-2025 09:55 PM,Rejected-AOC,L1,24-Feb-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3088618,BANU MOHANTY,19-Sep-2025 05:08 PM,Rejected-AOC,L1,24-Feb-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3079099,BASUDEB SAHU,14-Sep-2025 10:24 AM,Rejected-AOC,L1,24-Feb-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3073398,BHASKAR CHANDRA SAHU,15-Sep-2025 10:44 PM,Rejected-AOC,L1,24-Feb-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3089643,BIKRAM KESHARI BEHERA,20-Sep-2025 02:16 PM,Rejected-AOC,L1,24-Feb-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3085444,BRUNDABAN LENKA,20-Sep-2025 12:29 PM,Rejected-AOC,L1,24-Feb-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
