Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
Executive Engineer,Internal,"Assistant Engineer Estimator, Divisional Accounts Officer and Junior Engineer Estimator",Srikrushna Sabar,05-Feb-2026 06:12 PM,techsummary_571416.pdf (1089.34 KB),05-Feb-2026,"INR 424,708",30.0,Srikrushna Sabar,05-Feb-2026 06:21 PM,Staff11Hilltop_A.pdf (419.00 KB),Agreement Drawn,1,3309597,AJEET KUMAR DASH,16-Dec-2025 08:51 PM,Rejected-AOC,Lost in lottery,05-Feb-2026 06:21 PM,1.0,3311200.0,CHIRANJEEBI MOHAN PATRO,INR,"424,708",Finance,summary,Srikrushna Sabar,02-Feb-2026 11:55 AM,finance_571416.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Assistant Engineer Estimator, Divisional Accounts Officer and Junior Engineer Estimator",Srikrushna Sabar,05-Feb-2026 06:17 PM,finsummary_571416.pdf (1089.34 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-KORAPUT,2025_CERWI_123095_1,SERWKPT ONLINE 07/2025-26,"Repair and Renovation of Staff Qtr building No 11 at Hill Top Colony,Koraput for the year 2025 26.",AOC,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-KORAPUT,SERWKPT ONLINE 07/2025-26,2025_CERWI_123095_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Repair and Renovation of Staff Qtr building No 11 at Hill Top Colony,Koraput for the year 2025 26.","Repair and Renovation of Staff Qtr building No 11 at Hill Top Colony,Koraput for the year 2025 26.",NA ,NA ,"4,99,598",Civil Works - Buildings,NA ,Tender,90.0,30.0,Koraput,764020.0,Superintending Engineer RWD Koraput ,Superintending Engineer RWD Koraput ,12-Dec-2025 11:00 AM ,"RURAL WORKS DIVISION, KORAPUT",No ,No,12-Dec-2025 11:00 AM,19-Dec-2025 11:00 AM,12-Dec-2025 11:00 AM,18-Dec-2025 05:30 PM,12-Dec-2025 11:00 AM ,18-Dec-2025 05:30 PM ,12-Dec-2025 11:00 AM,18-Dec-2025 05:30 PM,"4,990",Yes,fixed,,Nil,Nil,Divisional Officer,"RURAL WORKS DIVISION, KORAPUT","2,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, RC, PAN, GST, COURT AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",AOC
,,,,,,,,,,,,,2,3309319,Akshaya Kumar Mishra,16-Dec-2025 07:21 PM,Rejected-AOC,Lost in lottery,05-Feb-2026 06:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,AOC
,,,,,,,,,,,,,3,3307497,Bhima Khilla,16-Dec-2025 04:16 PM,Rejected-AOC,Lost in lottery,05-Feb-2026 06:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3309703,Budu Beniya,16-Dec-2025 09:31 PM,Rejected-AOC,Lost in lottery,05-Feb-2026 06:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3311200,CHIRANJEEBI MOHAN PATRO,17-Dec-2025 02:25 PM,Accepted-AOC,Qualified after drawl of lottery,05-Feb-2026 06:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3309973,Dash Jani,17-Dec-2025 08:42 PM,Rejected-AOC,Lost in lottery,05-Feb-2026 06:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3311129,DHANA JANI,17-Dec-2025 02:23 PM,Rejected-AOC,Lost in lottery,05-Feb-2026 06:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3308451,Gyana Ranjan Mohanty,16-Dec-2025 03:57 PM,Rejected-AOC,Lost in lottery,05-Feb-2026 06:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3305175,KHAGAPATI SAUNTA,15-Dec-2025 07:28 PM,Rejected-AOC,Lost in lottery,05-Feb-2026 06:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3299539,LATA PATNAIK,13-Dec-2025 02:52 PM,Rejected-AOC,Lost in lottery,05-Feb-2026 06:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
