Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Improvement and widening to RFB of River Badanadi from RD 11300 m to 11900 m near Village Pansapalli for the year 2025-26.,Improvement and widening to RFB of River Badanadi from RD 11300 m to 11900 m near Village Pansapalli for the year 2025-26.,Please refer Tender documents. ,NA ,"25,65,656",Civil Works - Others,NA ,Tender,90.0,60.0,Bhanjanagar,761126.0,NA ,NA ,NA ,"O/o the S.E., Bhanjanagar Irr. Divn., Bhanjanagar",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,Valid Register License,PAN CARD,GSTIN,EMD,Affidavit,Other document as per DTCN.","25,700",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Superintending Engineer,"O/o the Superintending Engineer, Bhanjanagar Irrigation Division, Bhanjanagar, Ganjam, Pin No-761126",19-Nov-2025 10:00 AM,29-Nov-2025 10:00 AM,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,NA ,NA ,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",e-procurement Notice No.e-BNID-02/2025-26,2025_CEBMB_121489_22,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Sanjay Kumar Pradhan,Internal,,Sanjay Kumar Pradhan,16-Feb-2026 01:52 PM,techsummary_565373.pdf (467.89 KB),Sanjay Kumar Pradhan,Internal,,Sanjay Kumar Pradhan,16-Feb-2026 03:48 PM,finsummary_565373.pdf (580.74 KB),Finance,Fourteen (14) number of bidders are successful downloaded.,Anita Das,29-Nov-2025 03:49 PM,,BOQ Comparative Chart,1,3260820,Anil Kumar Malik,27-Nov-2025 05:08 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,16-Feb-2026 04:02 PM,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",2025_CEBMB_121489_22,e-procurement Notice No.e-BNID-02/2025-26,Improvement and widening to RFB of River Badanadi from RD 11300 m to 11900 m near Village Pansapalli for the year 2025-26.,1.0,3263696.0,CHITTA RANJAN PARIDA,INR,"2,181,064",16-Feb-2026,"INR 2,181,064",60.0,Sanjay Kumar Pradhan,16-Feb-2026 04:01 PM,AOC22.PDF (459.00 KB),The date of commencement of the work on dated 04.02.2026 and stipulated date of completion on dated 03.04.2026 vide Agreement No.506P1/2025-26 on dated 04.02.2026.,AOC
,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3263696,CHITTA RANJAN PARIDA,28-Nov-2025 02:20 PM,Accepted-AOC,Winner in the Transparent Lottery System and Awarded to the Contractor.,16-Feb-2026 04:02 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3260388,DEBARAJ BHUYAN,27-Nov-2025 04:06 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,16-Feb-2026 04:02 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3263680,DEBASIS KUMAR SAHU,28-Nov-2025 03:50 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,16-Feb-2026 04:02 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3263170,JITENDRA RAUTA,28-Nov-2025 02:13 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,16-Feb-2026 04:02 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3263181,JYOTSNA MAHAPATRA,28-Nov-2025 04:29 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,16-Feb-2026 04:02 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3251415,KAILASH CHANDRA BISOYI,24-Nov-2025 07:27 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,16-Feb-2026 04:02 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3255415,Manoj Kumar Nayak,25-Nov-2025 08:18 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,16-Feb-2026 04:02 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3253833,NARAYAN NAYAK,25-Nov-2025 01:06 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,16-Feb-2026 04:02 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3263590,Prakash Chandra Jena,28-Nov-2025 02:01 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,16-Feb-2026 04:02 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,3246948,ROHITA KUMAR PATRA,28-Nov-2025 02:41 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,16-Feb-2026 04:02 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,12,3263646,SAGARIKA SAHU,28-Nov-2025 03:31 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,16-Feb-2026 04:02 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,13,3258746,SAMBHU NATH PRADHAN,26-Nov-2025 09:41 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,16-Feb-2026 04:02 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,14,3259137,TUNI MAJHI,27-Nov-2025 10:21 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,16-Feb-2026 04:02 PM,,,,,,,,,,,,,,,,,AOC
