Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
CE AND BM MB BURLA,Chief Engineer and Basin Manager Mahanadi Basin Burla At-Burla Dist-Sambalpur Pin-768017 Odisha,"CE-BM,UM Basin,Burla||CE-BM, UMB, BURLA",CE AND BM MB 06-2025-2026(Online),2025_CEBBU_115887_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Renovation of Canal System of Hirakud Dam Project of Kamgaon Canal Section,Renovation of Canal System of Hirakud Dam Project of Kamgaon Canal Section Bargarh Irrigation Division Bargarh,As Per DTCN ,NA ,"18,72,95,393",Civil Works - Canal,NA ,Tender,90.0,730.0,At-Bargaon Block-Bargarh Dist-Bargarh,768038.0,NA ,NA ,NA ,Office of the CE AND BM MB BURLA,No ,No,1.0,ICICI BANK,23-Jul-2025 11:30 AM,14-Aug-2025 11:30 AM,23-Jul-2025 11:30 AM,13-Aug-2025 05:00 PM,23-Jul-2025 11:30 AM ,13-Aug-2025 05:00 PM ,23-Jul-2025 11:30 AM,13-Aug-2025 05:00 PM,03-Nov-2025 12:30 PM,1.0,Fee/PreQual/Technical,.pdf,DTCN,"18,73,000",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,AOC,16-Feb-2026,"INR 159,219,813.13",730.0,PADMABATI BOIPAI,16-Feb-2026 05:11 PM,WorkOrderKamgaonCS.pdf (842.00 KB),Award of Contract,1,3034252,M/s BABA BAJRANGBALI INFRA,13-Aug-2025 03:01 PM,Rejected-Finance,5th lowest bidder,16-Feb-2026 05:06 PM,Additional Chief Secretary to Govt in DoWR,External,Deputy Secretary to Govt Law Department Joint Secretary to Govt Finance Department FA cum Additional Secretary to Govt DoWR OSD cum EIC WR Odisha EIC Procurement EIC P and D CE and BM MB Burla,PADMABATI BOIPAI,01-Nov-2025 05:37 PM,03-Nov-2025 12:30 PM,techsummary_546910.pdf (1015.43 KB),Finance,Financial Bid Opening Summary,PADMABATI BOIPAI,03-Nov-2025 05:52 PM,finance_546910.pdf,BOQ Comparative Chart,Technical,Technical Bid Opening Summary,PADMABATI BOIPAI,16-Aug-2025 12:07 PM,technical_546910.pdf,"CE-BM,UM Basin,Burla||CE-BM, UMB, BURLA",2025_CEBBU_115887_1,CE AND BM MB 06-2025-2026(Online),Renovation of Canal System of Hirakud Dam Project of Kamgaon Canal Section,Additional Chief Secretary to Govt in DoWR,External,Joint Secretary to Government Finance Department Joint Secretary to Government Law Department FA cum Additional Secretary to Government DoWR EIC WR Odisha EIC Procurement EIC PandD CE and BM MB Burla,PADMABATI BOIPAI,16-Feb-2026 05:06 PM,finsummary_546910.pdf (3052.51 KB),1.0,3025024.0,SAMBIT KUMAR LENKA,INR,"159,219,813.13",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,AOC,,,,,,,,2,3034824,PRDIP KUMAR AGRAWAL,13-Aug-2025 04:13 PM,Rejected-Finance,2nd lowest bidder,16-Feb-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3034752,RAKESH MAHAPATRA,13-Aug-2025 03:52 PM,Rejected-Technical,Not satisfing the technical qualification criteria,01-Nov-2025 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3034852,RAPS INFRATECH PRIVATE LIMITED,13-Aug-2025 04:12 PM,Rejected-Finance,3rd lowest bidder,16-Feb-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3025024,SAMBIT KUMAR LENKA,12-Aug-2025 04:42 PM,Accepted-AOC,1st Lowest Responsive Bidder,16-Feb-2026 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3034472,SHRADDHA CONSTRUCTION CO,13-Aug-2025 02:20 PM,Rejected-Finance,4th lowest bidder,16-Feb-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
