Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Successful bidder Umakanta Naik C Class Contractor Stands is 1st Lowest.,Mahendra Kalet,05-Feb-2026 06:45 PM,finance_563287.pdf,BOQ Comparative Chart,1,3223969,AKASH KUMAR NAYAK,17-Nov-2025 12:29 PM,Rejected-Technical,Unccessful bidder,05-Feb-2026 06:51 PM,CE RW I||RWCIRCLE-BERHAMPUR||EE RW Divn. Baliguda,2025_CERWI_121026_18,Online Tender- 04/EERWDBLG/2025-26,S/R to Ora to Sitaguda road for the year 2025-26,1.0,3225131.0,UMA KANTA NAIK,INR,"1,750,280",05-Feb-2026,"INR 1,750,280",60.0,Mahendra Kalet,05-Feb-2026 06:57 PM,Work.pdf (916.00 KB),Successful bidder Umakanta Naik C Class Contractor Stands is 1st Lowest.,DAO/EE/EST,Internal,DAO/EE/EST,Mahendra Kalet,05-Feb-2026 06:51 PM,techsummary_563287.pdf (915.85 KB),DAO/EE/EST,Internal,DAO/EE/EST,Mahendra Kalet,05-Feb-2026 06:55 PM,finsummary_563287.pdf (915.85 KB),AOC,CE RW I||RWCIRCLE-BERHAMPUR||EE RW Divn. Baliguda,Online Tender- 04/EERWDBLG/2025-26,2025_CERWI_121026_18,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,EE RWD Balliguda,"Executive Engineer Rural Works Division, Balliguda",S/R to Ora to Sitaguda road for the year 2025-26,S/R to Ora to Sitaguda road for the year 2025-26,Please refer Tender documents. ,NA ,"20,58,911",Civil Works - Roads,NA ,Tender,90.0,60.0,"EE RWD Balliguda, Kandhamal",762103.0,NA ,NA ,NA ,EE RWD Balliguda,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, GSTIN, PAN, RC, Machinery and as per DTCN Cost of tender Paper",11-Nov-2025 10:00 AM,20-Nov-2025 11:30 AM,11-Nov-2025 10:00 AM,19-Nov-2025 05:00 PM,11-Nov-2025 10:00 AM ,18-Nov-2025 05:00 PM ,11-Nov-2025 10:00 AM,19-Nov-2025 05:00 PM,"20,590",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,2,3236377,BINAYAK MAHAPATRA,19-Nov-2025 09:45 AM,Rejected-Technical,Unccessful bidder,05-Feb-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Valid Mail ID and Whatsapp No,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3227143,CH MOHAN PRASAD SUBUDHI,16-Nov-2025 04:05 PM,Rejected-Technical,Unccessful bidder,05-Feb-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3235181,Ch. Subham Subudhi,18-Nov-2025 05:11 PM,Rejected-Technical,Unccessful bidder,05-Feb-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3228353,DEEPAK KUMAR MAHARANA,15-Nov-2025 08:53 PM,Rejected-Technical,Unccessful bidder,05-Feb-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3233236,JAYABARDHAN PATRA,18-Nov-2025 01:09 PM,Rejected-Technical,Unccessful bidder,05-Feb-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3222771,Kunja Bihari Sahu,14-Nov-2025 01:22 PM,Rejected-Technical,Unccessful bidder,05-Feb-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3237724,PABITRA HUIKA,19-Nov-2025 12:44 PM,Rejected-Technical,Unccessful bidder,05-Feb-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3238749,Pintu Panigrahy,19-Nov-2025 04:30 PM,Rejected-Technical,Unccessful bidder,05-Feb-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3237641,Pitidenga Patamajhi,19-Nov-2025 02:24 PM,Rejected-Technical,Unccessful bidder,05-Feb-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
