Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Financial Open,CHITARANJAN PRADHAN,22-Dec-2025 04:08 PM,,BOQ Comparative Chart,Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Bag, Ratucharan Besra",CHITARANJAN PRADHAN,21-Dec-2025 06:51 PM,22-Dec-2025 10:00 AM,techsummary_565907.pdf (521.82 KB),13-Feb-2026,"INR 8,550,165.21",120.0,CHITARANJAN PRADHAN,13-Feb-2026 01:30 PM,54.pdf (642.00 KB),Agreement Done,1,3267039,DEBADATTA KHAMARI,01-Dec-2025 12:43 PM,Rejected-AOC,Not Award of Contract,13-Feb-2026 01:30 PM,1.0,3263555.0,PRAKASH KUMAR SWAIN,INR,"8,550,165.21",Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Kumar Bag, Ratucharan Besra",CHITARANJAN PRADHAN,13-Feb-2026 12:04 PM,finsummary_565907.pdf (574.74 KB),Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,2025_OLIC_121603_54,EEOLICSBP-03/2025-26,Installation of Badmal-VIII and Badmal-IX L.I. Project under Rairakhol block in Sambalpur District,Technical,Tender Open,CHITARANJAN PRADHAN,02-Dec-2025 01:43 PM,technical_565907.pdf,AOC,1.0,ICICI BANK,"1,00,578",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender cost, Registration Certificate, PAN, Affidavits, Undertaking, Other documents","E.E. L.I. Division, Sambalpur","E.E. L.I. Division, Sambalpur, Binakhandi",Installation of Badmal-VIII and Badmal-IX L.I. Project under Rairakhol block in Sambalpur District,Installation of Badmal-VIII and Badmal-IX L.I. Project under Rairakhol block in Sambalpur District,Please refer Tender documents. ,NA ,"1,00,57,835",Civil Works - Lift Irrigation Schemes,NA ,Tender,120.0,120.0,Rairakhol,768106.0,NA ,NA ,NA ,"O/o E.E. L.I. Division, Sambalpur",No ,No,21-Nov-2025 10:00 AM,02-Dec-2025 10:00 AM,21-Nov-2025 10:00 AM,01-Dec-2025 05:00 PM,21-Nov-2025 10:00 AM ,30-Nov-2025 05:00 PM ,21-Nov-2025 10:00 AM,01-Dec-2025 05:00 PM,22-Dec-2025 10:00 AM,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,EEOLICSBP-03/2025-26,2025_OLIC_121603_54,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,2,3267674,KESHAB CHANDRA SAHU,30-Nov-2025 05:58 PM,Rejected-AOC,Not Award of Contract,13-Feb-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3268568,MAHIMA CONSTRUCTION PROPRIETOR SRI SRIKANTA DEHURY,30-Nov-2025 11:18 PM,Rejected-AOC,Not Award of Contract,13-Feb-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3262895,MANDAKINI ENGINEERING,28-Nov-2025 01:26 PM,Rejected-AOC,Not Award of Contract,13-Feb-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3267231,MOHAMMAD ANISH,30-Nov-2025 10:35 PM,Rejected-Technical,He has JV registration out of stipulated period,21-Dec-2025 06:51 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3266623,M/S DILIP KUMAR SAHOO,01-Dec-2025 12:01 PM,Rejected-AOC,Not Award of Contract,13-Feb-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3268385,MS Shree Shyam and Co,01-Dec-2025 01:29 PM,Rejected-AOC,Not Award of Contract,13-Feb-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3268435,"OJAS CIVCON, PROPRIETOR-BIJAN MOHANTY",01-Dec-2025 09:58 AM,Rejected-Technical,He has uploaded wrong data in affidavit,21-Dec-2025 06:51 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3261021,PRADEEP KUMAR AGRAWALLA,01-Dec-2025 12:39 PM,Rejected-AOC,Not Award of Contract,13-Feb-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3263555,PRAKASH KUMAR SWAIN,30-Nov-2025 06:29 PM,Accepted-AOC,Award of Contract,13-Feb-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
