Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"4,720",0.0,Nil,Nil,No,"9,648",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Municipal Bodies||Jagatsinghpur Municipality,EO/ JSPURM/W-04/2024-25,2025_ORULB_111143_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Officer, Jagatsinghpur Municipality","Jagatsinghpur Municipality, Jagatsinghpur",28-Feb-2025 11:00 AM,21-Mar-2025 04:30 PM,28-Feb-2025 11:00 AM,18-Mar-2025 05:00 PM,NA ,NA ,28-Feb-2025 11:00 AM,18-Mar-2025 05:00 PM,Construction of Paver Road from Chandrika Mess to Hrudananda Mohanty House in Ward No. 09,Construction of Paver Road from Chandrika Mess to Hrudananda Mohanty House in Ward No. 09,Please refer Tender documents. ,NA ,"9,64,846",Civil Works - Others,NA ,Tender,60.0,90.0,Construction of Paver Road from Chandrika Mess to,754103.0,NA ,NA ,NA ,Jagatsinghpur Municipality,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost,EMD,PAN,GST,Registration,NRC,Declaration,affidavit, Other as per DTCN",AOC,Municipal Bodies||Jagatsinghpur Municipality,2025_ORULB_111143_3,EO/ JSPURM/W-04/2024-25,Construction of Paver Road from Chandrika Mess to Hrudananda Mohanty House in Ward No. 09,Chairperson,Internal,"Addl. Treasury Officer, ME, EO",Manas Ranjan Pal,11-Dec-2025 03:48 PM,finsummary_531572.pdf (1368.93 KB),Finance,All bidders are accepted.,Manas Ranjan Pal,02-Apr-2025 07:42 PM,,BOQ Comparative Chart,1.0,2855763.0,PRADEEP KUMAR DAS,INR,"820,216",1,2857659,AJAYA KUMAR MOHAPATRA,17-Mar-2025 12:32 AM,Rejected-Finance,As per lottery Process,11-Dec-2025 03:48 PM,23-Feb-2026,"INR 820,216",90.0,Manas Ranjan Pal,23-Feb-2026 05:55 PM,PradeepDas.pdf (1104.00 KB),Chairperson,Internal,"Addl. Treasury Officer, Municipal Engineer, Executive Officer",Manas Ranjan Pal,06-Dec-2025 04:50 PM,techsummary_531572.pdf (1368.93 KB),AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,AOC,,,,,,,,,,,,,,,,,,,,,,2,2860995,AMARESH SWAIN,18-Mar-2025 12:42 PM,Rejected-Finance,As per lottery Process,11-Dec-2025 03:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2860109,BATAKRUSHNA SETHY,17-Mar-2025 09:18 PM,Rejected-Finance,As per lottery Process,11-Dec-2025 03:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2854038,HIMANSU SEKHAR PAITAL,17-Mar-2025 05:44 PM,Rejected-Finance,As per lottery Process,11-Dec-2025 03:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2855763,PRADEEP KUMAR DAS,17-Mar-2025 06:10 PM,Accepted-AOC,ACCEPTED,23-Feb-2026 05:55 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2855631,PRIYATAMA ROUT,15-Mar-2025 01:49 PM,Rejected-Finance,As per lottery Process,11-Dec-2025 03:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2854991,RAJ NARAYAN SAHOO,14-Mar-2025 06:05 PM,Rejected-Finance,As per lottery Process,11-Dec-2025 03:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2860511,SARADA PRASAD JENA,18-Mar-2025 08:49 AM,Rejected-Finance,As per lottery Process,11-Dec-2025 03:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2859561,SAUMYAKANTA DAS,17-Mar-2025 10:06 PM,Rejected-AOC,REJECTED,23-Feb-2026 05:55 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2852521,SIDDHARTHA SHANKAR TRIPATHY,16-Mar-2025 08:04 PM,Rejected-Finance,As per lottery Process,11-Dec-2025 03:48 PM,,,,,,,,,,,,,AOC
