Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
Finance,Fourteen bidders have participated,Amar Chandra Kumar,15-Nov-2025 12:20 PM,,BOQ Comparative Chart,04-Feb-2026,"INR 1,350,835",60.0,Tapas Ranjan Lenka,28-Feb-2026 12:29 PM,aoc.pdf (193.00 KB),117/P1 of 2025-26,1,3185463,ALKA JOSHI,05-Nov-2025 06:58 PM,Rejected-Finance,Not successful in lottery,26-Jan-2026 01:13 PM,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-PADMAPUR,2025_CERWI_120285_19,ONLINE 11 OF 2025-26,Periodical maintenance of PR road-Sansahajbahal road from ch. 0.00km to 1.200km,1.0,3178431.0,DHANPATI SAHU,INR,"1,350,835","Er. Tapas Ranjan Lenka, EE",Internal,Amar Ch. Kumar DA Lalit Ku. Naik JE Estr. I/c,Amar Chandra Kumar,25-Jan-2026 11:46 AM,techsummary_559798.pdf (192.72 KB),"Er. Tapas Ranjan Lenka, EE",Internal,Amar Ch. Kumar DA Lalit Kumar Naik JE Estr. I/c,Amar Chandra Kumar,26-Jan-2026 01:13 PM,finsummary_559798.pdf (192.72 KB),AOC,"15,890",Yes,fixed,,Nil,Nil,30-Oct-2025 10:00 AM,11-Nov-2025 11:00 AM,30-Oct-2025 10:00 AM,10-Nov-2025 05:00 PM,30-Oct-2025 10:00 AM ,07-Nov-2025 05:00 PM ,30-Oct-2025 10:00 AM,10-Nov-2025 05:00 PM,1.0,ICICI BANK,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-PADMAPUR,ONLINE 11 OF 2025-26,2025_CERWI_120285_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"EE R.W Division,Padampur","At.Po-Padampur, Rajapada, Dist. Bargarh",Periodical maintenance of PR road-Sansahajbahal road from ch. 0.00km to 1.200km,Periodical maintenance of PR road-Sansahajbahal road from ch. 0.00km to 1.200km,Please refer Tender documents. ,NA ,"15,89,030",Civil Works - Roads,NA ,Tender,90.0,60.0,Padampur,768036.0,NA ,NA ,NA ,"O/o the E.E RURAL WORKS DIVISION, PADAMPUR",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online Copy of Tender cost,EMD along with Affidavit,PAN,RC,GSTIN and other docs as per DTCN",AOC
,,,,,,,,,,,,,2,3169284,Chandan Lal Bansal,05-Nov-2025 08:32 PM,Rejected-Finance,Not successful in lottery,26-Jan-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantity,AOC
,,,,,,,,,,,,,3,3178431,DHANPATI SAHU,03-Nov-2025 06:10 PM,Accepted-AOC,awarded,28-Feb-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3190696,DILESWAR SAHU,07-Nov-2025 08:12 AM,Rejected-Finance,Not successful in lottery,26-Jan-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3204938,JAHIDA BANOO,10-Nov-2025 12:54 PM,Rejected-Finance,Not successful in lottery,26-Jan-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3197305,JALANDHAR DUDUKA,08-Nov-2025 03:43 PM,Rejected-Finance,Not successful in lottery,26-Jan-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3189821,LAKSHAPATI MAHANANDA,07-Nov-2025 06:35 AM,Rejected-Finance,Not successful in lottery,26-Jan-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3185044,MANORANJAN KALO,06-Nov-2025 12:51 PM,Rejected-Finance,Not successful in lottery,26-Jan-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3198209,PRADEEP KUMAR SAHU,08-Nov-2025 05:30 PM,Rejected-Finance,Not successful in lottery,26-Jan-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3191546,SANJU SAHU,07-Nov-2025 06:47 AM,Rejected-Finance,Not successful in lottery,26-Jan-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
