Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
03-Feb-2026,"INR 3,781,613",60.0,Jyoti Prakash Samal,03-Feb-2026 06:54 PM,Bhandarikuda.pdf (986.00 KB),1,3250445,AMRITA ENTERPRISES,24-Nov-2025 01:03 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 06:51 PM,1.0,3250071.0,PITAMBAR DALAI,INR,"3,214,749",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,2025_CERWI_121194_35,Online-09 Dt. 10.10.2025,Repair to PWD road to Bhandarikuda via-Khataphiringi in the District of Puri for the year 2025-26.,Finance,28 nos bidders are admitted for finalisation.Geetanjali Enterprisers have found not qualified due to Name in Bid submission Confirmation and other bid documents are mismatching.,Rina Kumari Sasmal,15-Dec-2025 04:15 PM,,BOQ Comparative Chart,"Er.Jyoti Prakash Samal,SE",Internal,"Sri Nitesh kumar Kandhway, Smt. Kshyanaprava Mohanty, Smt. Rina Kumari Sasmal, Smt Ipsita Patra,Sri Raj Kishore Pal",Jyoti Prakash Samal,03-Feb-2026 06:51 PM,finsummary_564043.pdf (985.51 KB),"Er.Jyoti Prakash Samal,SE",Internal,"Sri Nitesh kumar Kandhway, Smt. Kshyanaprava Mohanty, Smt. Rina Kumari Sasmal, Smt Ipsita Patra,Sri Raj Kishore Pal",Jyoti Prakash Samal,03-Feb-2026 06:42 PM,techsummary_564043.pdf (985.51 KB),AOC,"6,000",0.0,Nil,Nil,No,"37,820",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of tender paper, EMD, APS, PAN, GSTIN, Registration Certificate and other documents as per DTCN",1.0,ICICI BANK,"Superintending Engineer,Rural Works Division,Puri","O/o Superintending Engineer,R.W Division,Puri",14-Nov-2025 04:00 PM,26-Nov-2025 11:30 AM,14-Nov-2025 04:00 PM,25-Nov-2025 05:00 PM,14-Nov-2025 04:00 PM ,24-Nov-2025 01:30 PM ,14-Nov-2025 04:00 PM,25-Nov-2025 05:00 PM,Repair to PWD road to Bhandarikuda via-Khataphiringi in the District of Puri for the year 2025-26.,Repair to PWD road to Bhandarikuda via-Khataphiringi in the District of Puri for the year 2025-26.,Please refer DTCN. ,NA ,"37,82,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Puri,752001.0,NA ,NA ,NA ,"O/o Superintending Engineer,R.W Division,Puri",No ,No,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,Online-09 Dt. 10.10.2025,2025_CERWI_121194_35,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,3250148,ASWANI KUMAR RAY,24-Nov-2025 01:54 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3252148,BIBHUPRASADA JENA,24-Nov-2025 07:31 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3252303,"BIKRAM TRADERS, PROP-PANCHANAN SAHOO",24-Nov-2025 08:35 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3247606,DEEPAK KUMAR MAJHI,23-Nov-2025 12:04 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3252600,GEETANJALI ENTERPRISER,24-Nov-2025 10:41 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Name in Bid submission Confirmation and other bid documents are mismatching.,15-Dec-2025 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3254280,GOPINATH TRADERS,25-Nov-2025 02:06 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3251118,JANGYADATTA JENA,24-Nov-2025 03:27 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3251259,JHADESWARI INFRA AND DEVELOPERS PRIVATE LIMITED,24-Nov-2025 06:11 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3253027,JITENDRA KUMAR UPADHYAYA,25-Nov-2025 09:26 AM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
