S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
1.0,3333883.0,BIJAYA KUMAR SETHI,INR,"1,079,792",Finance,Technical Evaluation committee,Sasmita Munduri,03-Jan-2026 07:42 PM,finance_572210.pdf,BOQ Comparative Chart,EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,11-Feb-2026 06:26 PM,finsummary_572210.pdf (512.12 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_123435_1,TENDERONLINEDNAYAGARH82526,S/R to ODR to Natabarapursasan road such as Pothole repair with BUSG and SDBC with strengthing of berm for the year 2025-26,EE,Internal,"EE, DAO AND ESTIMATOR",Sasmita Munduri,03-Jan-2026 07:47 PM,techsummary_572210.pdf (512.07 KB),1,3333883,BIJAYA KUMAR SETHI,28-Dec-2025 02:11 PM,Accepted-AOC,AOC,11-Feb-2026 06:28 PM,11-Feb-2026,"INR 1,079,792",60.0,Chittaranjan Mishra,11-Feb-2026 06:28 PM,908.pdf (406.00 KB),188p1 OF 2025-26,AOC,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH82526,2025_CERWI_123435_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,S/R to ODR to Natabarapursasan road such as Pothole repair with BUSG and SDBC with strengthing of berm for the year 2025-26,S/R to ODR to Natabarapursasan road such as Pothole repair with BUSG and SDBC with strengthing of berm for the year 2025-26,NA ,NA ,"12,70,194",Civil Works - Roads,NA ,Tender,90.0,60.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,1,ICICI BANK,18-Dec-2025 11:50 AM,30-Dec-2025 11:00 AM,18-Dec-2025 11:50 AM,29-Dec-2025 05:30 PM,18-Dec-2025 11:50 AM ,29-Dec-2025 05:30 PM ,18-Dec-2025 11:50 AM,29-Dec-2025 05:30 PM,"12,702",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN.pdfBOQ.xlsvalidPANGSTContractorlicenceetcasDTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3335855,SURESH KUMAR BHUJABAL,29-Dec-2025 11:48 AM,Rejected-AOC,L1,11-Feb-2026 06:28 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,Boq,AOC
