Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,EEOLICSBP-03/2025-26,2025_OLIC_121603_66,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"E.E. L.I. Division, Sambalpur","E.E. L.I. Division, Sambalpur, Binakhandi",Installation of Dhauraghotha and Ambjhari-II L.I. Project under Naktideull block in Sambalpur District,Installation of Dhauraghotha and Ambjhari-II L.I. Project under Naktideull block in Sambalpur District,Please refer Tender documents. ,NA ,"1,03,05,072",Civil Works - Lift Irrigation Schemes,NA ,Tender,120.0,120.0,Naktideul,768118.0,NA ,NA ,NA ,"O/o E.E. L.I. Division, Sambalpur",No ,No,"1,03,051",Yes,percentage,1.0%,Nil,Nil,21-Nov-2025 10:00 AM,02-Dec-2025 10:00 AM,21-Nov-2025 10:00 AM,01-Dec-2025 05:00 PM,21-Nov-2025 10:00 AM ,30-Nov-2025 05:00 PM ,21-Nov-2025 10:00 AM,01-Dec-2025 05:00 PM,22-Dec-2025 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Tender cost, Registration Certificate, PAN, Affidavits, Undertaking, Other documents","11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,Technical,Tender Open,CHITARANJAN PRADHAN,02-Dec-2025 12:08 PM,technical_566051.pdf,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,2025_OLIC_121603_66,EEOLICSBP-03/2025-26,Installation of Dhauraghotha and Ambjhari-II L.I. Project under Naktideull block in Sambalpur District,Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Kumar Bag, Ratucharan Besra",CHITARANJAN PRADHAN,11-Feb-2026 05:41 PM,finsummary_566051.pdf (484.12 KB),1.0,3268227.0,RAKESH RANJAN SAHU,INR,"8,760,341.86",11-Feb-2026,"INR 8,760,341.86",120.0,CHITARANJAN PRADHAN,12-Feb-2026 07:35 AM,66.pdf (665.00 KB),Agreement Done,1,3268693,JAYAJIT KUMAR SAHOO,01-Dec-2025 01:08 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 07:35 AM,Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Bag, Ratucharan Besra",CHITARANJAN PRADHAN,21-Dec-2025 06:18 PM,22-Dec-2025 10:00 AM,techsummary_566051.pdf (454.12 KB),Finance,Financial Open,CHITARANJAN PRADHAN,22-Dec-2025 05:55 PM,finance_566051.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3267136,KISANPRAKASH DAS,30-Nov-2025 04:16 PM,Rejected-Technical,"He has no mention of work, DTCN in JV",21-Dec-2025 06:18 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3268359,MAHIMA CONSTRUCTION PROPRIETOR SRI SRIKANTA DEHURY,30-Nov-2025 08:18 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 07:35 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3264112,MANDAKINI ENGINEERING,28-Nov-2025 03:51 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 07:35 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3266661,M/S DILIP KUMAR SAHOO,01-Dec-2025 12:56 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 07:35 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3268421,MS Shree Shyam and Co,01-Dec-2025 01:06 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 07:35 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3268843,"OJAS CIVCON, PROPRIETOR-BIJAN MOHANTY",01-Dec-2025 09:34 AM,Rejected-Technical,He has uploaded wrong data in affidavit,21-Dec-2025 06:18 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3261110,PRADEEP KUMAR AGRAWALLA,01-Dec-2025 01:23 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 07:35 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3263324,PRAKASH KUMAR SWAIN,30-Nov-2025 07:57 AM,Rejected-AOC,Not Award of Contract,12-Feb-2026 07:35 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3268227,RAKESH RANJAN SAHU,30-Nov-2025 11:35 PM,Accepted-AOC,Award of Contract,12-Feb-2026 07:35 AM,,,,,,,,,,,,,,AOC
