Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Cost of tender paper, EMD, PAN, IT, GSTIN, GSTRC affidavit, RC",1.0,ICICI BANK,ST and SC Development Deptt||ITDA Rayagada,ITDARGDA 03/2025-26,2025_STSCD_121715_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction of 50 seated PSH at Kinarimoda Sevashram, G.P-Rekhapadar, Block-Kolnara",Building work,Please refer tender documents ,NA ,"1,22,46,019",Civil Works - Buildings,NA ,Tender,90.0,334.0,Rayagada,765001.0,NA ,NA ,NA ,PA ITDA Rayagada,No ,No,"10,000",0.0,Nil,Nil,No,"1,22,500",Yes,fixed,,Nil,Nil,PA ITDA Rayagada,PA ITDA Rayagada,24-Nov-2025 10:00 AM,08-Dec-2025 11:00 AM,24-Nov-2025 10:00 AM,05-Dec-2025 05:00 PM,24-Nov-2025 10:00 AM ,05-Dec-2025 05:00 PM ,24-Nov-2025 10:00 AM,05-Dec-2025 05:00 PM,12-Dec-2025 10:00 AM,AOC,26-Feb-2026,"INR 10,410,341",334.0,CHANDRAKANTA MAJHI,26-Feb-2026 04:14 PM,Work_order.pdf (756.00 KB),Letter No 251 dated 20-02-2026 of PA ITDA Rayagada,1,3282042,AMAR KUMAR SAHU,05-Dec-2025 02:35 PM,Rejected-AOC,1st Lowest,26-Feb-2026 04:15 PM,PAITDA,Internal,"JE AE AEE and PAITDA, Rayagada",Trilochan Sethy,11-Dec-2025 06:16 PM,12-Dec-2025 10:00 AM,techsummary_566321.pdf (2432.06 KB),Finance,Tender opened,Trilochan Sethy,21-Feb-2026 04:54 PM,finance_566321.pdf,BOQ Comparative Chart,ST and SC Development Deptt||ITDA Rayagada,2025_STSCD_121715_4,ITDARGDA 03/2025-26,"Construction of 50 seated PSH at Kinarimoda Sevashram, G.P-Rekhapadar, Block-Kolnara",Technical,Tender Opened,Trilochan Sethy,11-Dec-2025 06:12 PM,technical_566321.pdf,PAITDA,Internal,JE AE AEE and PA ITDA Rayagada,CHANDRAKANTA MAJHI,26-Feb-2026 04:07 PM,finsummary_566321.pdf (1247.82 KB),1.0,3280266.0,BRAJAMOHAN HIKAKA,INR,"10,410,341",AOC
,,.pdf,Other tender related documents,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3280266,BRAJAMOHAN HIKAKA,05-Dec-2025 02:34 PM,Accepted-AOC,1st Lowest selected through transparent lottery system,26-Feb-2026 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3274812,DIPTIMAYEE SAHU,04-Dec-2025 01:55 PM,Rejected-AOC,1st Lowest,26-Feb-2026 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3267545,JITENDRA KUMAR PATI,03-Dec-2025 10:23 PM,Rejected-AOC,1st Lowest,26-Feb-2026 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3281388,KRUSHNA CHANDRA PRUSTY,05-Dec-2025 03:58 PM,Rejected-AOC,2nd Lowest,26-Feb-2026 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3279572,MANORANJAN MAJHI,05-Dec-2025 03:16 PM,Rejected-AOC,1st Lowest,26-Feb-2026 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3282358,NIKHIL KUMAR JAIN,05-Dec-2025 03:54 PM,Rejected-AOC,1st Lowest,26-Feb-2026 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3280875,NITESH KUMAR JAIN,05-Dec-2025 11:12 AM,Rejected-AOC,1st Lowest,26-Feb-2026 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3269059,PADMABATI BIDIKA,01-Dec-2025 11:35 AM,Rejected-AOC,1st Lowest,26-Feb-2026 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3274775,PRANATIPRAVA SWAIN,03-Dec-2025 01:51 PM,Rejected-AOC,1st Lowest,26-Feb-2026 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
