S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,ICICI BANK,Repair to HL Bridge over river Salki on KainjharNuasahi road such as Berm Concrete and Protection wall at Ch 2/800Km for the year 2025-26,Repair to HL Bridge over river Salki on KainjharNuasahi road such as Berm Concrete and Protection wall at Ch 2/800Km for the year 2025-26,Repair to HL Bridge over river Salki on KainjharNuasahi road such as Berm Concrete and Protection wall at Ch 2/800Km for the year 2025-26 ,NA ,"17,65,000",Civil Works - Roads,NA ,Tender,90.0,30.0,"OO the SE,RWD,PHULBANI",762001.0,NA ,NA ,NA ,"OO the SE,RWD,PHULBANI",No ,No,19-Nov-2025 05:00 PM,28-Nov-2025 11:30 AM,19-Nov-2025 05:00 PM,27-Nov-2025 05:00 PM,19-Nov-2025 05:00 PM ,26-Nov-2025 03:00 PM ,19-Nov-2025 05:00 PM,27-Nov-2025 05:00 PM,"17,700",Yes,fixed,,Nil,Nil,"OO the SE,RWD,PHULBANI","OO the SE,RWD,PHULBANI","6,000",0.0,Nil,Nil,Yes,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-PHULBANI,Online Tender/11/SERWD PHULBANI/2025-26,2025_CERWI_121399_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,S.E,Internal,,Pragyan Devi,21-Feb-2026 11:17 AM,techsummary_565082.pdf (126.63 KB),S.E,Internal,,Pragyan Devi,21-Feb-2026 11:22 AM,finsummary_565082.pdf (126.63 KB),Finance,10 Nos of Bidder Participated,Pragyan Devi,21-Feb-2026 11:13 AM,finance_565082.pdf,BOQ Comparative Chart,21-Feb-2026,"INR 1,499,978",30.0,Kartikeswar Sahu,21-Feb-2026 01:28 PM,hlbridgeoverriversalkionkoinjharaoc.pdf (674.00 KB),1.0,3260648.0,Manoj Kumar Behera,INR,"1,499,978",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-PHULBANI,2025_CERWI_121399_14,Online Tender/11/SERWD PHULBANI/2025-26,Repair to HL Bridge over river Salki on KainjharNuasahi road such as Berm Concrete and Protection wall at Ch 2/800Km for the year 2025-26,1,3259106,AJAYA KUMAR MOHAPATRA,27-Nov-2025 10:17 AM,Rejected-AOC,Unsuccessful Bidder,21-Feb-2026 01:28 PM,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3252434,BHASKAR CHANDRA PRUSTY,26-Nov-2025 05:39 PM,Rejected-AOC,Unsuccessful Bidder,21-Feb-2026 01:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3259045,GOPAL KRUSHNA PANDA,27-Nov-2025 09:14 AM,Rejected-AOC,Unsuccessful Bidder,21-Feb-2026 01:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3258585,KALYANI KUMARI NAYAK,26-Nov-2025 10:16 PM,Rejected-AOC,Unsuccessful Bidder,21-Feb-2026 01:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3254498,MANASI BEHERA,25-Nov-2025 03:48 PM,Rejected-AOC,Unsuccessful Bidder,21-Feb-2026 01:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3260648,Manoj Kumar Behera,27-Nov-2025 04:11 PM,Accepted-AOC,Successful Bidder Selected from Transparent Lottery System,21-Feb-2026 01:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3255107,RITANJALI BEHERA,25-Nov-2025 09:29 PM,Rejected-AOC,Unsuccessful Bidder,21-Feb-2026 01:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3260662,SACHIBA KUMAR RATH,27-Nov-2025 04:09 PM,Rejected-AOC,Unsuccessful Bidder,21-Feb-2026 01:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3260005,SASMITARANI GEJO,27-Nov-2025 02:22 PM,Rejected-AOC,Unsuccessful Bidder,21-Feb-2026 01:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3258982,SURAJ BEHERA,27-Nov-2025 12:29 PM,Rejected-AOC,Unsuccessful Bidder,21-Feb-2026 01:28 PM,AOC
