Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
19-Feb-2026,"INR 432,173",60.0,Soubhagya Kumar Das,19-Feb-2026 11:53 AM,Tcn11SL17.pdf (475.00 KB),1,3358976,BIKRAM KESHARI PATRA,18-Jan-2026 11:08 PM,Accepted-AOC,Qualified,19-Feb-2026 11:53 AM,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2026_CERWI_124439_17,11SERW BLS 2025-26,Dimichua - Harichandrapur Road,1.0,3358976.0,BIKRAM KESHARI PATRA,INR,"432,173",Finance,Document downloaded,Soubhagya Kumar Das,20-Jan-2026 05:16 PM,finance_575209.pdf,BOQ Comparative Chart,Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,19-Feb-2026 11:47 AM,finsummary_575209.pdf (475.24 KB),Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,19-Feb-2026 11:39 AM,techsummary_575209.pdf (475.24 KB),AOC,"SE RW Division, Balasore","O/o the SE RURAL WORKS DIVISION, BALASORE",12-Jan-2026 11:00 AM,20-Jan-2026 11:00 AM,12-Jan-2026 11:00 AM,19-Jan-2026 05:00 PM,12-Jan-2026 11:00 AM ,19-Jan-2026 01:00 PM ,12-Jan-2026 11:00 AM,19-Jan-2026 05:00 PM,"5,084",Yes,percentage,1.0%,Nil,Nil,Dimichua - Harichandrapur Road,Dimichua -Harichandrapur Road,Please refer tender documents ,NA ,"5,08,379",Civil Works - Roads,NA ,Tender,90.0,60.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BALASORE",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"P. cost, EMD, RC, PAN, valid GSTIN, Affidavit, No relation certificate and other as per DTCN","4,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,11SERW BLS 2025-26,2026_CERWI_124439_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC
,,,,,,2,3359252,DEEPAK KUMAR NAYAK,19-Jan-2026 12:40 PM,Rejected-AOC,not Qualified,19-Feb-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,3359344,GOBINDA CHANDRA SWAIN,19-Jan-2026 12:05 PM,Rejected-AOC,not Qualified,19-Feb-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3359518,KHIRODA KUMAR NAYAK,19-Jan-2026 02:03 PM,Rejected-AOC,not Qualified,19-Feb-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3352913,MADHURI BHOL,16-Jan-2026 09:03 AM,Rejected-AOC,not Qualified,19-Feb-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3358656,MILAN KUMAR DAS,18-Jan-2026 08:48 PM,Rejected-AOC,not Qualified,19-Feb-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3357034,MUKTIKANTA BEHERA,17-Jan-2026 07:02 PM,Rejected-AOC,not Qualified,19-Feb-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3358955,PANKAJ KUMAR PATRA,19-Jan-2026 11:06 AM,Rejected-AOC,not Qualified,19-Feb-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3358831,PINTU BAITHA(S.C),18-Jan-2026 07:52 PM,Rejected-AOC,not Qualified,19-Feb-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3360075,PRADEEPTI CHAND,19-Jan-2026 04:50 PM,Rejected-AOC,not Qualified,19-Feb-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
