EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"37,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD Online, RC GST PAN Affidavit regarding correctness No relation Certificate","6,000",0.0,Nil,Nil,No,Construction of 1 no. D type Qtr for AEE RW Sub Division Kishorenagar at Kishorenagar,Construction of 1 no. D type Qtr for AEE RW Sub Division Kishorenagar at Kishorenagar,Please refer Tender documents. ,NA ,"37,45,000",Civil Works - Buildings,NA ,Tender,90.0,120.0,Angul,759143.0,NA ,NA ,NA ,"O/O Executive Engineer, R.W.Division, Angul",No ,No,1.0,ICICI BANK,"Executive Engineer, R.W.Division, Angul","Executive Engineer, R.W.Division, Angul",CE RW I||RWCIRCLE-ANGUL||RW-DIVISION-ANGUL,Online AGL-18,2025_CERWI_122313_36,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,01-Dec-2025 06:55 PM,09-Dec-2025 11:00 AM,01-Dec-2025 06:55 PM,08-Dec-2025 05:00 PM,01-Dec-2025 06:55 PM ,06-Dec-2025 01:00 PM ,01-Dec-2025 06:55 PM,08-Dec-2025 05:00 PM,AOC,EE,Internal,DAO Est,Raju Dhaunlia,25-Feb-2026 07:04 PM,finsummary_568714.pdf (200.55 KB),EE,Internal,Est DAO,Raju Dhaunlia,25-Feb-2026 07:00 PM,techsummary_568714.pdf (200.55 KB),25-Feb-2026,"INR 3,759,424",120.0,Raju Dhaunlia,25-Feb-2026 07:06 PM,Kis347.pdf (790.00 KB),347P-I,CE RW I||RWCIRCLE-ANGUL||RW-DIVISION-ANGUL,2025_CERWI_122313_36,Online AGL-18,Construction of 1 no. D type Qtr for AEE RW Sub Division Kishorenagar at Kishorenagar,1.0,3289769.0,KARNALJIT PRADHAN,INR,"3,759,424",1,3285585,ANIL KUMAR PRADHAN,07-Dec-2025 03:38 PM,Rejected-Finance,Not Won,25-Feb-2026 07:04 PM,Finance,13 Bid found,Raju Dhaunlia,25-Feb-2026 06:58 PM,finance_568714.pdf,BOQ Comparative Chart,AOC
,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3287323,ARABINDA SAHOO,07-Dec-2025 10:45 PM,Rejected-Finance,Not Won,25-Feb-2026 07:04 PM,,,,,,,AOC
,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3289726,DAMODAR BEHERA,08-Dec-2025 04:38 PM,Rejected-Finance,Not Won,25-Feb-2026 07:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3283527,DURYODHAN PRADHAN,07-Dec-2025 06:32 PM,Rejected-Finance,Not Won,25-Feb-2026 07:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3289769,KARNALJIT PRADHAN,08-Dec-2025 04:14 PM,Accepted-AOC,OK,25-Feb-2026 07:06 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3283097,KSHIROD KUMAR PRADHAN,05-Dec-2025 08:09 PM,Rejected-Finance,Not Won,25-Feb-2026 07:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3286817,PRADYUMNA PRADHAN,07-Dec-2025 09:01 PM,Rejected-Finance,Not Won,25-Feb-2026 07:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3279999,PRAMOD KUMAR PRADHAN,04-Dec-2025 08:02 PM,Rejected-Finance,Not Won,25-Feb-2026 07:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3286865,RANAJIT PANY,08-Dec-2025 12:48 PM,Rejected-Finance,Not Won,25-Feb-2026 07:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3288168,RUTUKANTA PATRA,08-Dec-2025 01:30 PM,Rejected-Finance,Not Won,25-Feb-2026 07:04 PM,,,,,,,AOC
