Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN.pdfBOQ.xlsvalidPANGSTContractorlicenceetcasDTCN,24-Nov-2025 01:35 PM,06-Dec-2025 11:00 AM,24-Nov-2025 01:35 PM,05-Dec-2025 05:30 PM,24-Nov-2025 01:35 PM ,05-Dec-2025 05:30 PM ,24-Nov-2025 01:35 PM,05-Dec-2025 05:30 PM,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH62526,2025_CERWI_121869_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"12,704",Yes,percentage,1.0%,Nil,Nil,S/R to Bhadikila to Saradhapur road such as SDBC and protection wall for the year 2025-26,S/R to Bhadikila to Saradhapur road such as SDBC and protection wall for the year 2025-26,NA ,NA ,"12,70,362",Civil Works - Roads,NA ,Tender,90.0,60.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,AOC,EE,Internal,"EE, DAO AND ESTIMATOR",Sasmita Munduri,17-Feb-2026 11:25 AM,finsummary_566616.pdf (3962.77 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_121869_1,TENDERONLINEDNAYAGARH62526,S/R to Bhadikila to Saradhapur road such as SDBC and protection wall for the year 2025-26,1.0,3280812.0,BASANTI SWAIN,INR,"1,079,935",Finance,Technical Evaluation Committee,Sasmita Munduri,17-Feb-2026 11:20 AM,finance_566616.pdf,BOQ Comparative Chart,17-Feb-2026,"INR 1,079,935",60.0,Sasmita Munduri,17-Feb-2026 11:28 AM,1017.pdf (466.00 KB),192P1 OF 2025-26,1,3268913,ACHYUTANANDA MAHAPATRA,04-Dec-2025 12:06 PM,Rejected-AOC,L1,17-Feb-2026 11:28 AM,EE,Internal,"EE, DAO AND ESTIMATOR",Sasmita Munduri,17-Feb-2026 11:22 AM,techsummary_566616.pdf (3962.77 KB),AOC
,,,,,2,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3280812,BASANTI SWAIN,05-Dec-2025 11:13 AM,Accepted-AOC,AOC,17-Feb-2026 11:28 AM,,,,,,,AOC
