Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
Finance,Proceeding uploaded,Pradyumna Dash,21-Feb-2026 07:43 PM,finance_568054.pdf,BOQ Comparative Chart,"PA, ITDA",Internal,,Pradyumna Dash,01-Jan-2026 05:56 PM,02-Jan-2026 10:00 AM,techsummary_568054.pdf (936.46 KB),26-Feb-2026,"INR 876,311",180.0,Pradyumna Dash,26-Feb-2026 11:15 AM,WO436BALAMBA.pdf (493.00 KB),Awarded to Shibaram Majhi,1,3292782,KURUKHETRA NIAL,11-Dec-2025 09:48 AM,Rejected-AOC,Rejected,26-Feb-2026 11:15 AM,1.0,3294913.0,SHIBARAM MAJHI,INR,"876,311","PA, ITDA",Internal,Proceeding of Tender Committee,Pradyumna Dash,26-Feb-2026 11:09 AM,finsummary_568054.pdf (1791.24 KB),Technical,Technical Evaluation,Pradyumna Dash,01-Jan-2026 05:30 PM,technical_568054.pdf,ST and SC Development Deptt||ITDA Th. Rampur,2025_STSCD_122213_5,ITDATHR-03/2025-26,Construction of Anganwadi Centre at Balamba Lanjigarh Sector,AOC,01-Dec-2025 11:00 AM,12-Dec-2025 11:00 AM,01-Dec-2025 11:00 AM,11-Dec-2025 05:00 PM,NA ,NA ,01-Dec-2025 11:00 AM,11-Dec-2025 05:00 PM,02-Jan-2026 10:00 AM,"4,000",0.0,Nil,Nil,No,"9,500",Yes,fixed,,Nil,Nil,ST and SC Development Deptt||ITDA Th. Rampur,ITDATHR-03/2025-26,2025_STSCD_122213_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1,ICICI BANK,"PA, ITDA, TH.RAMPUR AT BHAWANIPATNA","ITDA, Th.Rampur at Bhawanipatna, Kalahandi",Construction of Anganwadi Centre at Balamba Lanjigarh Sector,Construction of Anganwadi Centre at Balamba Lanjigarh Sector,D and C ,NA ,"9,42,270",Civil Works - Buildings,NA ,Tender,120.0,180.0,KALAHANDI/BHAWANIPATNA,766001.0,NA ,NA ,NA ,"ITDA, TH.RAMPUR AT BHAWANIPATNA",No ,No,1,Fee/PreQual/Technical,.pdf,"Paper Cost, EMD, License, PAN, GST, Affidavits, undertaking and any other documents as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,2,3294913,SHIBARAM MAJHI,11-Dec-2025 01:26 PM,Accepted-AOC,Awarded,26-Feb-2026 11:15 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bill of Quantity,AOC
