Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Municipal Bodies||Barbil Municipality,BBLM-5/2025-26,2025_ORULB_119252_15,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Extension of opening date,Date,,16-Oct-2025 10:00 AM,07-Nov-2025 11:00 AM,16-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,NA ,NA ,16-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,24-Nov-2025 05:10 PM,"19,930",Yes,percentage,1.0%,Nil,Nil,"Development of crematorium at Saitan chhak, Ward No.3, Barbil","Development of crematorium at Saitan chhak, Ward No.3, Barbil",Please refer Tender documents. ,NA ,"19,93,000",Civil Works - Others,NA ,Tender,90.0,90.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality,No ,No,Executive Officer Barbil Municipality,Executive Officer Barbil Municipality,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,DTCN,AOC,Technical,open,Ramesh Chandra Nayak,07-Nov-2025 04:31 PM,technical_555359.pdf,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,16-Feb-2026 06:29 PM,finsummary_555359.pdf (370.91 KB),Finance,open,Ramesh Chandra Nayak,25-Nov-2025 10:56 AM,finance_555359.pdf,BOQ Comparative Chart,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,24-Nov-2025 05:06 PM,24-Nov-2025 05:10 PM,techsummary_555359.pdf (4230.28 KB),16-Feb-2026,"INR 1,782,173",90.0,Ramesh Chandra Nayak,16-Feb-2026 06:35 PM,WO15.pdf (272.00 KB),Contact value including GST,1,3182810,ISWAR CHANDRA SAMAL,04-Nov-2025 11:30 PM,Accepted-AOC,Lowest,16-Feb-2026 06:35 PM,1.0,3182810.0,ISWAR CHANDRA SAMAL,INR,"1,782,173",Municipal Bodies||Barbil Municipality,2025_ORULB_119252_15,BBLM-5/2025-26,"Development of crematorium at Saitan chhak, Ward No.3, Barbil",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3186324,JETHURAM PATRA,05-Nov-2025 11:04 PM,Rejected-Finance,Second,16-Feb-2026 06:29 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3186533,SANJAY NAIK,06-Nov-2025 01:06 AM,Rejected-Finance,Third,16-Feb-2026 06:29 PM,,,,,,,,,,AOC
