Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction Bamunigaon (R and B ) Section office at Bamunigon in the District of Kandhamal for the year 2025-26 (Ltr no.27064 dt.11.07.2025) (Building Work),Construction Bamunigaon (R and B ) Section office at Bamunigon in the District of Kandhamal for the year 2025-26 (Ltr no.27064 dt.11.07.2025) (Building Work),NA ,NA ,"57,21,555",Civil Works - Buildings,NA ,Tender,90.0,180.0,Kandhamal,762103.0,NA ,NA ,NA ,"ROADS and BUILDINGS DIVISION, BALLIGUDA",No ,No,EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB DIVN BALIGUDA,S.E. BLG-10/2025-26,2025_EICCL_118331_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,22-Sep-2025 11:00 AM,08-Oct-2025 11:30 AM,22-Sep-2025 11:00 AM,07-Oct-2025 05:00 PM,22-Sep-2025 11:00 AM ,07-Oct-2025 05:00 PM ,22-Sep-2025 11:00 AM,07-Oct-2025 05:00 PM,19-Nov-2025 05:15 PM,Divisional Officer,"ROADS and BUILDINGS DIVISION, BALLIGUDA","10,000",0.0,Nil,Nil,No,"58,000",Yes,fixed,,Nil,Nil,1,ICICI BANK,1,Fee/PreQual/Technical,.pdf,"TPC, EMD, GSTIN, PAN, RC and other required documents as per DTCN.",AOC,1,3113618,SUBASHIS SAHOO,07-Oct-2025 11:29 AM,Accepted-AOC,The work awarded to Sri Subashis Sahoo,02-Feb-2026 04:33 PM,02-Feb-2026,"INR 4,863,894",180.0,Dinesh Kumar Sahu,02-Feb-2026 04:33 PM,AGRTBAMUNIGAON.pdf (2160.00 KB),The work awarded to Sri Subashis Sahoo being 14.99% less than the estimated cost.,DAO,Internal,DAO,Lopamudra Nanda,19-Nov-2025 05:03 PM,19-Nov-2025 05:15 PM,techsummary_553248.pdf (854.46 KB),Finance,notesheet,Lopamudra Nanda,02-Feb-2026 04:05 PM,finance_553248.pdf,BOQ Comparative Chart,Technical,notesheet,Lopamudra Nanda,19-Nov-2025 05:00 PM,technical_553248.pdf,EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB DIVN BALIGUDA,2025_EICCL_118331_1,S.E. BLG-10/2025-26,Construction Bamunigaon (R and B ) Section office at Bamunigon in the District of Kandhamal for the year 2025-26 (Ltr no.27064 dt.11.07.2025) (Building Work),SE,Internal,DAO,Lopamudra Nanda,02-Feb-2026 04:15 PM,finsummary_553248.pdf (1719.15 KB),1.0,3113618.0,SUBASHIS SAHOO,INR,"4,863,894",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,2,Finance,.xls,BOQ,AOC,2,3113079,SUDIPTA KUMAR RATHA,07-Oct-2025 01:46 PM,Rejected-Finance,Not Winner in lottery system,02-Feb-2026 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
