S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,EIC-CIVIL||SE R and B Electrical,Bid Identification No.S.E.E.C (RandB) 07/2025-26,2025_EICCL_115453_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,S.E. Electrical Circle (RandB) Bhubaneswar,"S.E. Electrical Circle (RandB) Bhubaneswar, Nirman Soudha, Unit-V, 751001.",1.0,Fee/PreQual/Technical,.pdf,"Tender cost, GSTIN, PAN, EMD, Electrical License, Affidavit andother tender documents as per DTCN","51,175",No,percentage,1.0%,Nil,Nil,"10,000",0.0,Nil,Nil,No,Supply and Installation of LED Solar lights for illumination of Kapilash Road-Nirgundi over Bridge ROB in the District of Cuttack.,Supply and Installation of LED Solar lights for illumination of Kapilash Road-Nirgundi over Bridge ROB in the District of Cuttack.,Please refer Tender documents. ,NA ,"51,17,500",Electrical Works,NA ,Tender,90.0,180.0,Kapilash,761107.0,NA ,NA ,NA ,S.E. Electrical Circle (RandB) Bhubaneswar,No ,No,11-Jul-2025 05:00 PM,31-Jul-2025 11:30 AM,11-Jul-2025 05:00 PM,30-Jul-2025 05:00 PM,11-Jul-2025 05:00 PM ,22-Jul-2025 05:00 PM ,11-Jul-2025 05:00 PM,30-Jul-2025 05:00 PM,20-Sep-2025 05:00 PM,1.0,Corrigendum to Date,Date,,AOC,"S.E. Electrical Circle (RandB) Odisha, BBSR",Internal,"AEE, SEEC (RandB) Odisha, BBSR, PA to SEEC (RandB) Odisha, BBSR, AEE, GE Sub Division, Charbatia, DAO,Charbatia (RandB) Division, Choudwar and SE, Charbatia (RandB) Division, Choudwar",Nihar Chandra Naik,10-Feb-2026 03:56 PM,finsummary_545846.pdf (749.21 KB),Technical,Opened,Nihar Chandra Naik,01-Aug-2025 12:26 PM,,EIC-CIVIL||SE R and B Electrical,2025_EICCL_115453_3,Bid Identification No.S.E.E.C (RandB) 07/2025-26,Supply and Installation of LED Solar lights for illumination of Kapilash Road-Nirgundi over Bridge ROB in the District of Cuttack.,1.0,3017789.0,DIVINE ENTERPRISES,INR,"4,350,387",10-Feb-2026,"INR 4,350,387",180.0,Nihar Chandra Naik,10-Feb-2026 04:05 PM,Kapilash.pdf (1820.00 KB),AOC,1,3016257,AADYA URJA SOLUTIONS PRIVATE LIMITED,30-Jul-2025 04:34 PM,Rejected-AOC,OK,10-Feb-2026 04:05 PM,Finance,Opened,Nihar Chandra Naik,20-Sep-2025 05:26 PM,,BOQ Comparative Chart,"S.E. Electrical Circle (RandB) Odisha, BBSR",Internal,"SE Charbatia (RandB) Division, Choudwar, DAO Charbatia (RandB) Division, Choudwar, AEE GE Sub-Division Charbatia, PA to SEEC (RandB) Odisha, BBSR, AEE SEEC (RandB) Odisha, BBSR.",Nihar Chandra Naik,17-Sep-2025 12:57 PM,20-Sep-2025 05:00 PM,techsummary_545846.pdf (983.14 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Coriggendum to BOQ,Other,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3016437,AKHANDALAMANI ELECTRICALS AND CONSTRUCTION,29-Jul-2025 06:43 PM,Rejected-Technical,As per DTCN 11(a),17-Sep-2025 12:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Corrigendum to DTCN,Technical Bid,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3017457,ANIL KUMAR SAHU,30-Jul-2025 10:36 AM,Rejected-AOC,OK,10-Feb-2026 04:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3012243,BHARAT KUMAR SAHOO,27-Jul-2025 09:46 PM,Rejected-AOC,OK,10-Feb-2026 04:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3016647,Debabrata Bhatta,29-Jul-2025 04:26 PM,Rejected-Technical,As per DTCN 11(a),17-Sep-2025 12:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3017789,DIVINE ENTERPRISES,30-Jul-2025 01:01 PM,Accepted-AOC,OK,10-Feb-2026 04:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3017520,ICON BUILDERS,30-Jul-2025 11:15 AM,Rejected-AOC,OK,10-Feb-2026 04:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3017664,MARUTI CONSTRUCTIONS,30-Jul-2025 12:06 PM,Rejected-AOC,OK,10-Feb-2026 04:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3012233,MESSERS BIRAJA ELECTRICAL AND CONSTRUCTION,29-Jul-2025 11:25 AM,Rejected-AOC,OK,10-Feb-2026 04:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3000288,MODERN WINDING AND ELECTRICALS,15-Jul-2025 07:27 PM,Rejected-AOC,OK,10-Feb-2026 04:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3015484,M/s. EASTERN ENGINEERING,30-Jul-2025 03:20 PM,Rejected-AOC,OK,10-Feb-2026 04:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3018229,M/S ELECTROLITE INDUSTRY,30-Jul-2025 03:48 PM,Rejected-AOC,OK,10-Feb-2026 04:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3018047,M/S SARALA ENGINEERING WORKS,30-Jul-2025 02:06 PM,Rejected-AOC,OK,10-Feb-2026 04:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3017891,M/S SYAG Electricals and Construction,30-Jul-2025 01:19 PM,Rejected-Technical,As per DTCN 11(a),17-Sep-2025 12:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3001262,M/s.TULSHI ENTERPRISES,24-Jul-2025 12:11 PM,Rejected-AOC,OK,10-Feb-2026 04:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3016570,ODISA CONSTRUCTION,30-Jul-2025 08:42 AM,Rejected-AOC,OK,10-Feb-2026 04:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3001132,PABITRA ELECTRICAL WORKSHOP,30-Jul-2025 02:01 PM,Rejected-AOC,OK,10-Feb-2026 04:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3018343,Pranavi Infra,30-Jul-2025 04:23 PM,Rejected-Technical,As per DTCN 11(a),17-Sep-2025 12:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3018278,Samir Kumar Pattjoshi Prop.of M/s Matru Shakti Electricals,30-Jul-2025 04:26 PM,Rejected-Technical,As per DTCN 11(d),17-Sep-2025 12:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3018237,saraswati telesolutions,30-Jul-2025 03:35 PM,Rejected-Technical,As per DTCN 11(a) and (d),17-Sep-2025 12:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3003643,SITARAM INFRA AND ENERGY PVT LTD,23-Jul-2025 11:22 AM,Rejected-AOC,OK,10-Feb-2026 04:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3009631,SRD ENERGY TREE PVT LTD,23-Jul-2025 11:32 AM,Rejected-AOC,OK,10-Feb-2026 04:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3017569,TUSAR RANJAN PARIDA,30-Jul-2025 11:32 AM,Rejected-Technical,As per DTCN 11(a),17-Sep-2025 12:57 PM,,,,,,,,,,,,,,AOC
