EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"1,53,388",Yes,percentage,1.0%,Nil,Nil,"11,800",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Tender cost, Registration Certificate, PAN, Affidavits, Undertaking, Other documents",Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,EEOLICSBP-03/2025-26,2025_OLIC_121603_62,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"E.E. L.I. Division, Sambalpur","E.E. L.I. Division, Sambalpur, Binakhandi",21-Nov-2025 10:00 AM,02-Dec-2025 10:00 AM,21-Nov-2025 10:00 AM,01-Dec-2025 05:00 PM,21-Nov-2025 10:00 AM ,30-Nov-2025 05:00 PM ,21-Nov-2025 10:00 AM,01-Dec-2025 05:00 PM,22-Dec-2025 10:00 AM,"Installation of Kendukhupuli-II, Pitanali-II and Hemamura-I L.I. Project under Rairakhol block in Sambalpur District","Installation of Kendukhupuli-II, Pitanali-II and Hemamura-I L.I. Project under Rairakhol block in Sambalpur District",Please refer Tender documents. ,NA ,"1,53,38,803",Civil Works - Lift Irrigation Schemes,NA ,Tender,120.0,120.0,Rairakhol,768106.0,NA ,NA ,NA ,"O/o E.E. L.I. Division, Sambalpur",No ,No,AOC,Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Kumar Bag, Ratucharan Besra",CHITARANJAN PRADHAN,11-Feb-2026 05:54 PM,finsummary_566045.pdf (584.32 KB),Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,2025_OLIC_121603_62,EEOLICSBP-03/2025-26,"Installation of Kendukhupuli-II, Pitanali-II and Hemamura-I L.I. Project under Rairakhol block in Sambalpur District",Technical,Tender Open,CHITARANJAN PRADHAN,02-Dec-2025 12:49 PM,technical_566045.pdf,1.0,3268402.0,MS Shree Shyam and Co,INR,"13,039,516.38",1,3267052,DEBADATTA KHAMARI,01-Dec-2025 01:06 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:29 AM,11-Feb-2026,"INR 13,039,516.38",120.0,CHITARANJAN PRADHAN,12-Feb-2026 08:29 AM,62.pdf (943.00 KB),Agreement Done,Finance,Financial Open,CHITARANJAN PRADHAN,22-Dec-2025 05:12 PM,finance_566045.pdf,BOQ Comparative Chart,Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Bag, Ratucharan Besra",CHITARANJAN PRADHAN,21-Dec-2025 06:29 PM,22-Dec-2025 10:00 AM,techsummary_566045.pdf (373.66 KB),AOC
,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3267682,KESHAB CHANDRA SAHU,01-Dec-2025 01:29 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:29 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3268455,MAHIMA CONSTRUCTION PROPRIETOR SRI SRIKANTA DEHURY,30-Nov-2025 09:24 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:29 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3267273,MOHAMMAD ANISH,30-Nov-2025 10:54 PM,Rejected-Technical,He has JV registration out of stipulated period,21-Dec-2025 06:29 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3266655,M/S DILIP KUMAR SAHOO,01-Dec-2025 12:37 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:29 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3268402,MS Shree Shyam and Co,01-Dec-2025 01:15 PM,Accepted-AOC,Award of Contract,12-Feb-2026 08:29 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3261079,PRADEEP KUMAR AGRAWALLA,01-Dec-2025 01:04 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:29 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3263395,PRAKASH KUMAR SWAIN,30-Nov-2025 10:37 AM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:29 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3268211,RAKESH RANJAN SAHU,30-Nov-2025 11:10 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:29 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3266183,Tapas Kumar Sahoo,30-Nov-2025 02:08 PM,Rejected-AOC,Not Award of Contract,12-Feb-2026 08:29 AM,,,,,,,,,,,,,,,,,,,,,AOC
