Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
28-Oct-2025 11:30 AM,10-Nov-2025 04:00 PM,28-Oct-2025 11:30 AM,10-Nov-2025 03:30 PM,28-Oct-2025 11:30 AM ,31-Oct-2025 04:30 PM ,28-Oct-2025 11:30 AM,10-Nov-2025 03:30 PM,"Executive Engineer,Central Tender Cell","Executive Engineer, Central Tender Cell, UG Floor, ICOMC Tower, Satya Nagar",1.0,ICICI BANK,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-38/2025-26 Dt. 24.10.2025,2025_ORULB_120180_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,SCANNED COPIES OF ALL DOCUMENTS,Development of Palasuni Mega MCC electrification work and illumination of internal and peripheral area.,Development of Palasuni Mega MCC electrification work and illumination of internal and peripheral area.,Please refer Tender documents. ,NA ,"32,44,370",Electrical Works,NA ,Tender,120.0,45.0,BMC AREA,751022.0,"Office chamber of the EE,Electrical Department ","Office chamber of the EE, Electrical Department, UG Floor, ICOMC Tower, Satya Nagar ",01-Nov-2025 12:00 PM ,"Central Tender Cell,BMC",No ,No,"6,000",0.0,Nil,Nil,No,"32,500",Yes,fixed,,Nil,Nil,AOC,02-Feb-2026,"INR 3,254,486",45.0,Lipsa Parida,02-Feb-2026 01:50 PM,Workorder_38.pdf (465.00 KB),1,3206296,Ampere india associates,10-Nov-2025 01:46 PM,Rejected-Finance,Rejected,02-Feb-2026 01:47 PM,City Engineer,Internal,"EECENTRALTENDERCELL,EEELECTRICALDIVISION,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,02-Feb-2026 01:37 PM,techsummary_558903.pdf (2945.33 KB),Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_120180_1,BMC-EE-Tender Cell-38/2025-26 Dt. 24.10.2025,Development of Palasuni Mega MCC electrification work and illumination of internal and peripheral area.,City Engineer,Internal,"EECENTRALTENDERCELL,EEELECTRICALDIVISION,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,02-Feb-2026 01:47 PM,finsummary_558903.pdf (971.20 KB),Finance,13 bids opened successfully,Lipsa Parida,10-Nov-2025 04:32 PM,finance_558903.pdf,BOQ Comparative Chart,1.0,3180425.0,MODERN WINDING AND ELECTRICALS,INR,"3,254,486",AOC
,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3207611,CASTOL ENTERPRISES,10-Nov-2025 03:07 PM,Rejected-Finance,Rejected,02-Feb-2026 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3207452,GLOBAL ENERGY,10-Nov-2025 02:17 PM,Rejected-Finance,Rejected,02-Feb-2026 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3207289,GLORIOUS ENGINEERING AND ELECTRICALS,10-Nov-2025 01:56 PM,Rejected-Finance,Rejected,02-Feb-2026 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3187958,GREEN INNOVATIVE POWER PRIVATE LIMITED,06-Nov-2025 03:48 PM,Rejected-Finance,Rejected,02-Feb-2026 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3197542,JUPITER ENGINEERS,08-Nov-2025 03:18 PM,Rejected-Finance,Rejected,02-Feb-2026 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3180425,MODERN WINDING AND ELECTRICALS,06-Nov-2025 01:51 PM,Accepted-AOC,L1 bidder,02-Feb-2026 01:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3206340,M/S ANKIT ELECTRICALS,10-Nov-2025 02:34 PM,Rejected-Finance,Rejected,02-Feb-2026 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3207191,M/S PARSURAM DIKHIT,10-Nov-2025 02:59 PM,Rejected-Finance,Rejected,02-Feb-2026 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3192427,M/s.TULSHI ENTERPRISES,08-Nov-2025 04:45 PM,Rejected-Finance,Rejected,02-Feb-2026 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
