EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,200",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN GSTIN, License, Affidavit and as per DTCN","CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Jeypore",MIDJEY12/2024-25,2025_CEMIB_111853_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,24-Mar-2025 10:00 AM,07-Apr-2025 11:00 AM,24-Mar-2025 10:00 AM,05-Apr-2025 05:00 PM,NA ,NA ,24-Mar-2025 10:00 AM,05-Apr-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Superintending Engineer,"Superintending Engineer, M.I. Division, Jeypore",Improvement to Pilukuru Check Dam in Narayanpatna Block of Koraput District under Imp. To Check Dam,Improvement to Pilukuru Check Dam in Narayanpatna Block of Koraput District under Imp. To Check Dam,Please refer tender documents ,NA ,"6,14,242",Civil Works - Water Works,NA ,Tender,90.0,60.0,Narayanpatna,764014.0,NA ,NA ,NA ,"Superintending Engineer, M.I. Division, Jeypore",No ,No,AOC,Superintending Engineer,Internal,,SWAPNA BEHERA,11-Sep-2025 12:28 PM,finsummary_534104.pdf (170.33 KB),"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Jeypore",2025_CEMIB_111853_9,MIDJEY12/2024-25,Improvement to Pilukuru Check Dam in Narayanpatna Block of Koraput District under Imp. To Check Dam,1.0,2875110.0,SHANTI KHORA (S.C),INR,"522,168",Finance,On Opening the bids total 17nos of bids were found to be received online.Hence 17nos. of bids were found to be valid.,SWAPNA BEHERA,11-Sep-2025 12:16 PM,,BOQ Comparative Chart,1,2875899,Akshaya Kumar Mishra,04-Apr-2025 05:51 PM,Rejected-AOC,Reject,07-Feb-2026 11:40 AM,07-Feb-2026,"INR 522,168",60.0,SWAPNA BEHERA,07-Feb-2026 11:40 AM,Pilukuraoc.pdf (166.00 KB),Aoc,Superintending Engineer,Internal,,SWAPNA BEHERA,11-Sep-2025 12:21 PM,techsummary_534104.pdf (170.33 KB),AOC
,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2873879,CHALA RADHA KUMARI,31-Mar-2025 01:21 PM,Rejected-AOC,Reject,07-Feb-2026 11:40 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2876162,DAITARI BENIA,04-Apr-2025 06:54 PM,Rejected-AOC,Reject,07-Feb-2026 11:40 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2875728,DILLIP NAIK,04-Apr-2025 11:54 AM,Rejected-AOC,Reject,07-Feb-2026 11:40 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2876587,DURJADHANA MAJHI,05-Apr-2025 01:29 PM,Rejected-AOC,Reject,07-Feb-2026 11:40 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2875543,GHASIANI HIAL,05-Apr-2025 03:03 PM,Rejected-AOC,Reject,07-Feb-2026 11:40 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2875825,GUPTA BISOI,04-Apr-2025 06:37 PM,Rejected-AOC,Reject,07-Feb-2026 11:40 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2873767,HABIKA RABI,31-Mar-2025 11:45 AM,Rejected-AOC,Reject,07-Feb-2026 11:40 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2875099,JAGANATH BISOI,04-Apr-2025 11:23 AM,Rejected-AOC,Reject,07-Feb-2026 11:40 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2874326,JOSADA KHARA,01-Apr-2025 05:10 PM,Rejected-AOC,Reject,07-Feb-2026 11:40 AM,,,,,,,,,,,,,,AOC
