Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Superintending Engineer,Internal,"Superintending Engineer, DAO,AEE(Estr), AE(Estr)",CHINMAYEE MALLICK,09-Jan-2026 07:53 PM,10-Jan-2026 11:00 AM,techsummary_572710.pdf (492.97 KB),Finance,Bid Opening Summary,CHINMAYEE MALLICK,10-Jan-2026 12:28 PM,finance_572710.pdf,BOQ Comparative Chart,23-Feb-2026,"INR 7,993,903",180.0,CHINMAYEE MALLICK,23-Feb-2026 09:42 PM,Bijadhi.pdf (360.00 KB),AOC,1,3331676,AJAY MALLICK,27-Dec-2025 02:57 PM,Rejected-AOC,unsuccessful in lottery,23-Feb-2026 09:42 PM,1.0,3330007.0,DILLIP KUMAR MANDAL,INR,"7,993,903",Technical,Bid Opening Summary,CHINMAYEE MALLICK,09-Jan-2026 07:50 PM,technical_572710.pdf,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Nabarangapur",2025_CEMIB_123623_1,SEMIDNGPUR No.05/2025-26,Construction Of Bijadhi Check Dam in Raighar Block of Nabarangpur District under MATY scheme.,Superintending Engineer,Internal,"Superintending Engineer,DAO,AEE,AE",CHINMAYEE MALLICK,23-Feb-2026 08:52 PM,finsummary_572710.pdf (210.67 KB),AOC,Construction Of Bijadhi Check Dam in Raighar Block of Nabarangpur District under MATY scheme.,Construction Of Bijadhi Check Dam in Raighar Block of Nabarangpur District under MATY scheme.,As per DTCN ,NA ,"76,69,054",Civil Works - Water Works,NA ,Tender,90.0,180.0,Raighar,764074.0,NA ,NA ,NA ,"M.I. Division,Nabarangpur",No ,No,1.0,1st Corrigendum,Date,,1.0,Fee/PreQual/Technical,.pdf,DTCN,22-Dec-2025 10:00 AM,29-Dec-2025 11:00 AM,22-Dec-2025 10:00 AM,27-Dec-2025 05:00 PM,NA ,NA ,22-Dec-2025 10:00 AM,27-Dec-2025 05:00 PM,10-Jan-2026 11:00 AM,"76,700",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,Superintending Engineer,"Superintending Engineer M.I. Division,Nabarangpur","CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Nabarangapur",SEMIDNGPUR No.05/2025-26,2025_CEMIB_123623_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,2,3331939,AKSHAYA NAYAK,27-Dec-2025 04:24 PM,Rejected-AOC,unsuccessful in lottery,23-Feb-2026 09:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TCN,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3331799,AMRUTA PANJIA,27-Dec-2025 04:10 PM,Rejected-AOC,unsuccessful in lottery,23-Feb-2026 09:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3331976,ANSUMAN NISIKA,27-Dec-2025 04:34 PM,Rejected-AOC,unsuccessful in lottery,23-Feb-2026 09:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3330007,DILLIP KUMAR MANDAL,27-Dec-2025 12:12 AM,Accepted-AOC,Winner of lottery,23-Feb-2026 09:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3330721,Geeta Rani Patro,27-Dec-2025 12:50 PM,Rejected-AOC,unsuccessful in lottery,23-Feb-2026 09:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3328627,GOBINDA GOUDA,25-Dec-2025 10:33 PM,Rejected-AOC,unsuccessful in lottery,23-Feb-2026 09:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3332062,J. Raja,27-Dec-2025 04:55 PM,Rejected-AOC,unsuccessful in lottery,23-Feb-2026 09:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3331044,LITUNA SAHU,27-Dec-2025 03:35 PM,Rejected-AOC,unsuccessful in lottery,23-Feb-2026 09:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3326408,M/S MANORANJAN SARANGI,27-Dec-2025 02:02 PM,Rejected-AOC,unsuccessful in lottery,23-Feb-2026 09:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
