Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
14-Nov-2025 02:00 PM,27-Nov-2025 11:00 AM,14-Nov-2025 02:00 PM,24-Nov-2025 05:00 PM,NA ,NA ,14-Nov-2025 02:00 PM,24-Nov-2025 05:00 PM,"7,080",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online","49,400",Yes,fixed,,Nil,Nil,Construction of RCC drain with cover slab from Bhairab Chandra Mohanty res to Universe in Ward No. 15.,Construction of RCC drain with cover slab from Bhairab Chandra Mohanty res to Universe in Ward No. 15.,Please refer Tender documents. ,NA ,"49,42,000",Civil Works - Others,NA ,Tender,90.0,90.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-I_No.12/2025-26,2025_ORULB_120018_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer, CD-I","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012",1.0,ICICI BANK,AOC,1,3235797,BIJAYANANDA KAHALI,19-Nov-2025 12:45 PM,Rejected-AOC,Rejected,18-Feb-2026 07:57 PM,18-Feb-2026,"INR 4,201,249",90.0,Subas Chandra Sahoo,18-Feb-2026 07:56 PM,2025_ORULB_120018_2.pdf (414.00 KB),Work Order,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,18-Feb-2026 07:49 PM,techsummary_564264.pdf (414.48 KB),Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_120018_2,MC(CMC)CTC_Div-I_No.12/2025-26,Construction of RCC drain with cover slab from Bhairab Chandra Mohanty res to Universe in Ward No. 15.,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,18-Feb-2026 07:52 PM,finsummary_564264.pdf (414.48 KB),Finance,Fourteen bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Subas Chandra Sahoo,27-Nov-2025 05:10 PM,finance_564264.pdf,BOQ Comparative Chart,1.0,3249217.0,BINAYAK PRADHAN,INR,"4,201,249",AOC
,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,3249217,BINAYAK PRADHAN,24-Nov-2025 01:43 AM,Accepted-AOC,Accepted,18-Feb-2026 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3249306,BISWAJIT BEHERA,24-Nov-2025 12:16 AM,Rejected-AOC,Rejected,18-Feb-2026 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3248469,BISWAJIT ROUT,24-Nov-2025 12:41 PM,Rejected-AOC,Rejected,18-Feb-2026 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3243002,JITENDRA MALLICK,21-Nov-2025 09:56 PM,Rejected-AOC,Rejected,18-Feb-2026 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3246400,LALITENDU PARIDA,22-Nov-2025 02:46 PM,Rejected-AOC,Rejected,18-Feb-2026 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3244972,Maheraj Mohammed,21-Nov-2025 05:50 PM,Rejected-AOC,Rejected,18-Feb-2026 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3243656,PRABHURAJ RATH,21-Nov-2025 03:43 PM,Rejected-AOC,Rejected,18-Feb-2026 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3235143,PRATAP KUMAR JENA,18-Nov-2025 01:28 PM,Rejected-AOC,Rejected,18-Feb-2026 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3243879,RAJENDRA BEHERA,21-Nov-2025 12:53 PM,Rejected-AOC,Rejected,18-Feb-2026 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
