S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,3247221.0,MOGALCHANDRAPRADHAN,INR,"3,342,405",Finance,TENDER TO BE OPENED,Niranjan Naik,06-Dec-2025 08:03 PM,,BOQ Comparative Chart,EXECUTIVE ENGINEER,Internal,EE/AEE(ESTR)/AEE(M)/AEE(C),Niranjan Naik,03-Feb-2026 05:05 PM,finsummary_564051.pdf (451.81 KB),Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sundargarh,2025_OLIC_121150_39,EEOLICSNGH-02/2025-2026,INSTALLATION AND ENERGISATION OF REMANDA-VI NEW L.I.P IN TANGARPALI BLOCK OF SUNDARGARH DISTRICT,EXECUTIVE ENGINEER,Internal,EE/AEE(ESTR)/AEE(C)/AEE(M),Niranjan Naik,06-Dec-2025 08:05 PM,techsummary_564051.pdf (451.81 KB),1,3245245,ANIL KUMAR NAIK,24-Nov-2025 08:27 PM,Rejected-Technical,REJECT,06-Dec-2025 08:05 PM,03-Feb-2026,"INR 3,342,405",90.0,Niranjan Naik,03-Feb-2026 05:08 PM,Remanda6.pdf (886.00 KB),WORK AWARDED,AOC,"31,469",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"EMD,PAN,GST,AFFIDAVIT,WORK EXPERIANCE ,LICENSE,MOU WITH ELECTRICAL CONTRACTOR,TENDER PAPER COST",INSTALLATION AND ENERGISATION OF REMANDA-VI NEW L.I.P IN TANGARPALI BLOCK OF SUNDARGARH DISTRICT,INSTALLATION AND ENERGISATION OF REMANDA-VI NEW L.I.P IN TANGARPALI BLOCK OF SUNDARGARH DISTRICT,Please refer Tender documents. ,NA ,"31,46,924",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,SUNDARGARH,770001.0,NA ,NA ,NA ,"O/O THE EXECUTIVE ENGINEER,L.I,DIVISION,SUNDARGARH",No ,No,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sundargarh,EEOLICSNGH-02/2025-2026,2025_OLIC_121150_39,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,18-Nov-2025 10:00 AM,27-Nov-2025 11:00 AM,18-Nov-2025 10:00 AM,26-Nov-2025 05:00 PM,18-Nov-2025 10:00 AM ,24-Nov-2025 05:00 PM ,18-Nov-2025 10:00 AM,26-Nov-2025 05:00 PM,1.0,ICICI BANK,EXECUTIVE ENGINEER,"O/O THE EXECUTIVE ENGINEER,L.I,DIVISION,SUNDARGARH","7,080",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3248073,BIBHUTI BHUSAN NAIK,23-Nov-2025 10:15 PM,Rejected-Finance,REJECT,03-Feb-2026 05:05 PM,,,,,,,,AOC,,,,,,,,,.pdf,NO RELATION CERTIFICATE AND OTHER DETAILS AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3253001,MANOJ KUMAR NAIK,25-Nov-2025 03:25 PM,Rejected-Finance,REJECT,03-Feb-2026 05:05 PM,,,,,,,,AOC,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3247221,MOGALCHANDRAPRADHAN,22-Nov-2025 09:24 PM,Accepted-AOC,ACCEPT,03-Feb-2026 05:08 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3254961,SAROJ KUMAR TOPPO,25-Nov-2025 05:29 PM,Rejected-Technical,REJECT,06-Dec-2025 08:05 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3256111,SHUVAM KALO,26-Nov-2025 08:58 AM,Rejected-Technical,REJECT,06-Dec-2025 08:05 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
