Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"10,000",0.0,Nil,Nil,No,Chief Construction Engineer,"Rural Works Circle, Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput",CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD Online - 07/2025-26,2025_CERWI_116551_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate",Periodical Renewal work of 5 year post DLP PMGSY Roads for financial year 2025-26 under State Budget for Package No. PM-SBD-A3/2025-26,Periodical Renewal work of 5 year post DLP PMGSY Roads for financial year 2025-26 under State Budget for Package No. PM-SBD-A3/2025-26,N.A. ,NA ,"1,30,97,000",Civil Works - Roads,NA ,Tender,90.0,180.0,SUNABEDA,763001.0,NA ,NA ,NA ,"Chief Construction Engineer, R.W.Circle, Sunabeda",No ,No,"1,31,000",Yes,fixed,,Nil,Nil,07-Aug-2025 06:55 PM,16-Aug-2025 11:00 AM,07-Aug-2025 06:55 PM,14-Aug-2025 05:00 PM,07-Aug-2025 06:55 PM ,13-Aug-2025 02:00 PM ,07-Aug-2025 06:55 PM,14-Aug-2025 05:00 PM,25-Oct-2025 11:00 AM,1.0,ICICI BANK,AOC,CE RW I||RWCIRCLE-SUNABEDA,2025_CERWI_116551_5,CCERWCSBD Online - 07/2025-26,Periodical Renewal work of 5 year post DLP PMGSY Roads for financial year 2025-26 under State Budget for Package No. PM-SBD-A3/2025-26,Technical,bidders name,Rinku Nahak,20-Oct-2025 02:13 PM,technical_548731.pdf,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division, Sunabeda Estimator R.W. Circle Sunabeda and P.A. to CCE",Rinku Nahak,01-Jan-2026 01:47 PM,finsummary_548731.pdf (735.08 KB),1.0,3032195.0,Banoj kumar patra,INR,"11,133,374.16",09-Feb-2026,"INR 11,133,374.16",180.0,Rinku Nahak,09-Feb-2026 01:50 PM,AOCSBDA3.pdf (143.00 KB),"Award of contract to Sri Banoj Kumar Patra, B Class Contractor through transparency lottery system",1,3035255,ANAND KUMAR MODI,13-Aug-2025 09:24 PM,Rejected-Finance,REJECT,01-Jan-2026 01:47 PM,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division, Sunabeda Estimator R.W. Circle Sunabeda",Rinku Nahak,20-Oct-2025 02:20 PM,25-Oct-2025 11:00 AM,techsummary_548731.pdf (2008.24 KB),Finance,cs,Rinku Nahak,01-Jan-2026 01:36 PM,finance_548731.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3035381,Ankit Kumar Agrawal,14-Aug-2025 12:13 PM,Rejected-Finance,REJECT,01-Jan-2026 01:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3032221,ASUTOSH PATRA,12-Aug-2025 06:57 PM,Rejected-Finance,REJECT,01-Jan-2026 01:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3032195,Banoj kumar patra,12-Aug-2025 06:39 PM,Accepted-AOC,"Award of contract to Sri Banoj Kumar Patra, B Class Contractor through transparency lottery system",09-Feb-2026 01:50 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3035079,Bharat Mirgan,14-Aug-2025 02:02 PM,Rejected-Finance,REJECT,01-Jan-2026 01:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3035203,BIBHUDATTA JOSHI,14-Aug-2025 12:52 PM,Rejected-Finance,REJECT,01-Jan-2026 01:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3035988,CHANDAN KUMAR BISOI,14-Aug-2025 02:13 PM,Rejected-Finance,REJECT,01-Jan-2026 01:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3035480,CHANDAN SINGH,14-Aug-2025 09:34 AM,Rejected-Finance,REJECT,01-Jan-2026 01:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3035802,CHETAN BISOI,14-Aug-2025 01:18 PM,Rejected-Finance,REJECT,01-Jan-2026 01:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3034196,DURMAN MUDULI (S.T),13-Aug-2025 10:24 PM,Rejected-Finance,REJECT,01-Jan-2026 01:47 PM,,,,,,,,,,,,,,AOC
