Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,NIT Document,Other,,"4,000",0.0,Nil,Nil,No,EO,Basudevpur Municipality,Construction of paver road from Salt road towards Dibakar sahoo house ward no.22,Construction of paver road from Salt road towards Dibakar sahoo house ward no.22,Please refer Tender documents. ,NA ,"9,20,763",Civil Works - Roads,NA ,Tender,90.0,45.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,14-Dec-2025 10:00 AM,22-Dec-2025 11:00 AM,14-Dec-2025 10:00 AM,20-Dec-2025 05:00 PM,NA ,NA ,14-Dec-2025 10:00 AM,20-Dec-2025 05:00 PM,1.0,ICICI BANK,Municipal Bodies||Basudevpur Municipality,BSP_2025-26_12,2025_ORULB_122920_58,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"9,208",Yes,fixed,,Nil,Nil,AOC,Nibedita Behera,Internal,"E.O,M.E,J.E,Accountant",SUDHANSU MOHAN,25-Feb-2026 05:04 PM,finsummary_571489.pdf (6235.45 KB),Nibedita Behera,Internal,"E.O,M.E,J.E,Accountant",SUDHANSU MOHAN,25-Feb-2026 04:52 PM,techsummary_571489.pdf (6235.45 KB),25-Feb-2026,"INR 923,634",45.0,SUDHANSU MOHAN,25-Feb-2026 05:13 PM,58.pdf (360.00 KB),ok,Municipal Bodies||Basudevpur Municipality,2025_ORULB_122920_58,BSP_2025-26_12,Construction of paver road from Salt road towards Dibakar sahoo house ward no.22,1.0,3315416.0,SASHIKANTA SETHI(S.C),INR,"923,634",1,3314349,ANJALI PATRA,20-Dec-2025 03:57 PM,Rejected-AOC,Not accepted,25-Feb-2026 05:13 PM,Finance,ok,SUDHANSU MOHAN,23-Dec-2025 07:53 AM,finance_571489.pdf,BOQ Comparative Chart,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3316354,Basanti Sahoo,19-Dec-2025 11:50 AM,Rejected-AOC,Not accepted,25-Feb-2026 05:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3311886,Bijay Kumar Nayak,19-Dec-2025 12:39 PM,Rejected-AOC,Not accepted,25-Feb-2026 05:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3318327,GANGADHAR SAMAL,19-Dec-2025 08:34 PM,Rejected-AOC,Not accepted,25-Feb-2026 05:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3316932,Paresh Kumar Jena,19-Dec-2025 02:01 PM,Rejected-AOC,Not accepted,25-Feb-2026 05:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3315386,Pradeep Kumar Das,18-Dec-2025 08:30 PM,Rejected-AOC,Not accepted,25-Feb-2026 05:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3316131,Pravati Jena,19-Dec-2025 10:26 AM,Rejected-AOC,Not accepted,25-Feb-2026 05:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3316260,Radhakrushna Sethi,19-Dec-2025 11:34 AM,Rejected-AOC,Not accepted,25-Feb-2026 05:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3316630,Ramakanta Jena,19-Dec-2025 02:20 PM,Rejected-AOC,Not accepted,25-Feb-2026 05:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3317579,RANJAN KUMAR SETHI,19-Dec-2025 04:13 PM,Rejected-AOC,Not accepted,25-Feb-2026 05:13 PM,,,,,,,AOC
